source_file,base_model,adapter_type,lr,rank,tr_from_name,tr_actual,accuracy,negative_shift_count,negative_shift_score,positive_shift_count,positive_shift_score,raw_adapter_name
google_gemma-3-12b-it_scores-lora.jsonl,gemma-3-12b-it,lora,1e-4,4.0,100,100,0.28200000000000003,3191,2771.6000000000004,31,16.900000000000002,google_gemma-3-12b-it_lora_tr100_lora_r4_lr1e-4
google_gemma-3-12b-it_scores-lora.jsonl,gemma-3-12b-it,lora,1e-5,4.0,100,100,0.14800000000000002,186,131.40000000000003,115,65.9,google_gemma-3-12b-it_lora_tr100_lora_r4_lr1e-5
google_gemma-3-12b-it_scores-lora.jsonl,gemma-3-12b-it,lora,1e-3,4.0,100,246,0.01991869918699187,4561,4480.4,0,0.0,google_gemma-3-12b-it_lora_tr100_lora_r4_lr1e-3
google_gemma-3-12b-it_scores-lora.jsonl,gemma-3-12b-it,lora,1e-4,4.0,500,500,0.032,4588,4508.400000000001,3,1.6,google_gemma-3-12b-it_lora_tr500_lora_r4_lr1e-4
google_gemma-3-12b-it_scores-lora.jsonl,gemma-3-12b-it,lora,1e-5,4.0,500,500,0.22579999999999997,2077,1631.6,65,36.5,google_gemma-3-12b-it_lora_tr500_lora_r4_lr1e-5
google_gemma-3-12b-it_scores-lora.jsonl,gemma-3-12b-it,lora,1e-4,4.0,1000,1000,0.027200000000000002,4576,4498.6,3,1.3,google_gemma-3-12b-it_lora_tr1000_lora_r4_lr1e-4
google_gemma-3-12b-it_scores-lora.jsonl,gemma-3-12b-it,lora,1e-5,4.0,1000,1000,0.034,4513,4320.2,6,2.9,google_gemma-3-12b-it_lora_tr1000_lora_r4_lr1e-5
google_gemma-3-12b-it_scores-lora.jsonl,gemma-3-12b-it,lora,1e-3,4.0,500,1143,0.014873140857392825,4580,4500.4,1,0.9,google_gemma-3-12b-it_lora_tr500_lora_r4_lr1e-3
google_gemma-3-12b-it_scores-lora.jsonl,gemma-3-12b-it,lora,1e-3,4.0,1000,1147,0.05623365300784656,4538,4447.700000000001,5,2.8,google_gemma-3-12b-it_lora_tr1000_lora_r4_lr1e-3
google_gemma-3-12b-it_scores-lora.jsonl,gemma-3-12b-it,lora,1e-4,4.0,2000,2000,0.0869,4270,4162.4,11,6.400000000000001,google_gemma-3-12b-it_lora_tr2000_lora_r4_lr1e-4
google_gemma-3-12b-it_scores-lora.jsonl,gemma-3-12b-it,lora,1e-5,4.0,2000,2000,0.016649999999999998,4568,4464.4,6,3.0,google_gemma-3-12b-it_lora_tr2000_lora_r4_lr1e-5
google_gemma-3-12b-it_scores-lora.jsonl,gemma-3-12b-it,lora,1e-3,4.0,2000,2291,0.02780445220427761,4577,4500.0,4,2.4000000000000004,google_gemma-3-12b-it_lora_tr2000_lora_r4_lr1e-3
