run,family,family_label,model,task,recipe,method,method_display,lr,seed,cell,withheld,quarantined,on_pool,retention_mean,retention_broad,adapt,bbh,mmlu_pro,mmlu,arc_c,truthfulqa,fdelta,log10_fdelta
lrsw_dora_r16_lr3e4_s43,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,dora,DoRA,0.0003,43.0,lrsw_dora_r16_lr3e4,False,False,True,23.6,32.3,75.26,31.04,16.17,41.8,38.82,33.67,0.6679,-0.1752885565352656
lrsw_dora_r16_lr3e4_s44,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,dora,DoRA,0.0003,44.0,lrsw_dora_r16_lr3e4,False,False,True,23.27,29.99,79.05,30.87,15.67,34.35,36.18,32.88,0.684,-0.1649438982798837
lrsw_dora_r16_lr5e3_s43,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,dora,DoRA,0.005,43.0,lrsw_dora_r16_lr5e3,False,True,True,0.0,19.82,36.04,0.0,0.0,25.64,23.81,49.65,1877.7321,3.273633630639848
lrsw_dora_r16_lr5e3_s44,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,dora,DoRA,0.005,44.0,lrsw_dora_r16_lr5e3,False,True,True,0.0,20.17,31.22,0.0,0.0,23.71,25.85,51.27,1801.9299,3.2557378917288644
lrsw_dora_r16_lr5e4_s42,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,dora,DoRA,0.0005,42.0,lrsw_dora_r16_lr5e4,False,False,True,17.8,27.2,74.36,25.53,10.07,30.25,34.47,35.68,1.2143,0.084325995016827
lrsw_dora_r16_lr5e4_s43,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,dora,DoRA,0.0005,43.0,lrsw_dora_r16_lr5e4,False,False,True,20.58,29.25,77.47,29.5,11.67,34.7,36.86,33.51,1.2465,0.0956922828397922
lrsw_dora_r16_lr5e4_s44,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,dora,DoRA,0.0005,44.0,lrsw_dora_r16_lr5e4,False,False,True,19.08,27.33,76.87,29.1,9.06,23.86,36.01,38.64,1.2185,0.085825533520743
lrsw_dora_r16_lr5e5_s42,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,dora,DoRA,5e-05,42.0,lrsw_dora_r16_lr5e5,False,False,True,27.3,36.58,44.19,34.5,20.1,46.94,46.08,35.27,0.2487,-0.604324214730064
lrsw_dora_r16_lr5e5_s43,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,dora,DoRA,5e-05,43.0,lrsw_dora_r16_lr5e5,False,False,True,26.98,36.61,35.79,34.19,19.76,46.99,45.99,36.14,0.2557,-0.5922692719736645
lrsw_dora_r16_lr5e5_s44,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,dora,DoRA,5e-05,44.0,lrsw_dora_r16_lr5e5,False,False,True,27.3,36.32,18.73,34.54,20.05,47.25,44.2,35.54,0.2544,-0.5944828930236237
lrsw_lora_null_r16_lr1e3_s42,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lora_null,LoRA-Null,0.001,42.0,lrsw_lora_null_r16_lr1e3,False,False,True,17.36,25.27,73.55,27.02,7.7,25.82,34.39,31.43,1.1609,0.0647948111953832
lrsw_lora_null_r16_lr1e3_s43,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lora_null,LoRA-Null,0.001,43.0,lrsw_lora_null_r16_lr1e3,False,False,True,17.62,25.23,73.86,26.36,8.88,27.0,33.7,30.21,1.2147,0.0844690314880758
lrsw_lora_null_r16_lr1e3_s44,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lora_null,LoRA-Null,0.001,44.0,lrsw_lora_null_r16_lr1e3,False,False,True,18.44,26.36,74.09,28.57,8.3,25.69,35.75,33.51,1.1446,0.0586537415723702
lrsw_lora_null_r16_lr1e4_s42,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lora_null,LoRA-Null,0.0001,42.0,lrsw_lora_null_r16_lr1e4,False,False,True,27.42,36.56,47.29,35.65,19.2,47.54,44.54,35.89,0.2243,-0.6491707264170322
lrsw_lora_null_r16_lr1e4_s43,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lora_null,LoRA-Null,0.0001,43.0,lrsw_lora_null_r16_lr1e4,False,False,True,26.18,35.3,68.49,34.1,18.25,46.17,43.09,34.88,0.2442,-0.6122543403911364
lrsw_lora_null_r16_lr1e4_s44,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lora_null,LoRA-Null,0.0001,44.0,lrsw_lora_null_r16_lr1e4,False,False,True,26.05,35.33,54.96,33.19,18.91,46.11,43.43,35.0,0.2522,-0.5982549177629373
lrsw_lora_null_r16_lr1e4_s45,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lora_null,LoRA-Null,0.0001,45.0,lrsw_lora_null_r16_lr1e4,False,False,True,26.57,35.53,42.79,35.23,17.91,46.29,42.75,35.45,0.2447,-0.6113660306482108
lrsw_lora_null_r16_lr2e4_s42,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lora_null,LoRA-Null,0.0002,42.0,lrsw_lora_null_r16_lr2e4,False,False,True,26.43,35.25,47.98,34.5,18.36,45.73,42.83,34.83,0.3245,-0.4887852988636119
lrsw_lora_null_r16_lr2e4_s43,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lora_null,LoRA-Null,0.0002,43.0,lrsw_lora_null_r16_lr2e4,False,False,True,25.92,33.96,40.87,34.19,17.64,43.61,41.3,33.06,0.3697,-0.4321505494268932
lrsw_lora_null_r16_lr2e4_s44,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lora_null,LoRA-Null,0.0002,44.0,lrsw_lora_null_r16_lr2e4,False,False,True,25.24,33.54,61.36,33.07,17.41,44.29,40.27,32.68,0.3507,-0.4550642341184974
lrsw_lora_null_r16_lr2e4_s45,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lora_null,LoRA-Null,0.0002,45.0,lrsw_lora_null_r16_lr2e4,False,False,True,25.66,33.68,36.37,33.54,17.78,43.92,38.99,34.17,0.3518,-0.4537041648785575
lrsw_lora_null_r16_lr2e5_s42,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lora_null,LoRA-Null,2e-05,42.0,lrsw_lora_null_r16_lr2e5,False,False,True,26.18,36.82,73.02,33.79,18.58,45.95,47.87,37.91,0.1392,-0.8563607647254567
lrsw_lora_null_r16_lr2e5_s43,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lora_null,LoRA-Null,2e-05,43.0,lrsw_lora_null_r16_lr2e5,False,False,True,26.04,36.36,70.5,33.57,18.5,44.33,46.76,38.62,0.1381,-0.8598063214213687
lrsw_lora_null_r16_lr2e5_s44,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lora_null,LoRA-Null,2e-05,44.0,lrsw_lora_null_r16_lr2e5,False,False,True,26.12,36.47,68.84,33.59,18.66,44.42,46.93,38.77,0.138,-0.8601209135987634
lrsw_lora_null_r16_lr3e4_s42,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lora_null,LoRA-Null,0.0003,42.0,lrsw_lora_null_r16_lr3e4,False,False,True,24.5,32.5,31.64,32.28,16.72,40.07,38.48,34.94,0.4459,-0.3507625276503927
lrsw_lora_null_r16_lr3e4_s43,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lora_null,LoRA-Null,0.0003,43.0,lrsw_lora_null_r16_lr3e4,False,False,True,24.82,32.82,80.37,32.15,17.5,43.18,38.4,32.85,0.4624,-0.3349821745875274
lrsw_lora_null_r16_lr3e4_s44,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lora_null,LoRA-Null,0.0003,44.0,lrsw_lora_null_r16_lr3e4,False,False,True,23.9,32.63,50.88,33.45,14.36,41.51,40.19,33.62,0.4667,-0.3309621991148441
lrsw_lora_null_r16_lr3e4_s45,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lora_null,LoRA-Null,0.0003,45.0,lrsw_lora_null_r16_lr3e4,False,False,True,24.37,33.27,17.66,33.25,15.49,42.17,40.19,35.23,0.4688,-0.3290123969899657
lrsw_lora_null_r16_lr5e4_s42,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lora_null,LoRA-Null,0.0005,42.0,lrsw_lora_null_r16_lr5e4,False,False,True,23.64,30.97,78.93,33.22,14.06,33.34,39.25,34.98,0.6956,-0.1576404266693251
lrsw_lora_null_r16_lr5e4_s43,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lora_null,LoRA-Null,0.0005,43.0,lrsw_lora_null_r16_lr5e4,False,False,True,21.14,30.31,79.05,30.72,11.55,37.51,38.82,32.97,0.7058,-0.1513183459760496
lrsw_lora_null_r16_lr5e4_s44,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lora_null,LoRA-Null,0.0005,44.0,lrsw_lora_null_r16_lr5e4,False,False,True,21.64,29.7,78.82,29.58,13.71,35.09,35.75,34.38,0.7055,-0.1515029819096333
lrsw_lora_null_r16_lr5e4_s45,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lora_null,LoRA-Null,0.0005,45.0,lrsw_lora_null_r16_lr5e4,False,False,True,20.62,27.09,78.66,30.43,10.8,25.52,36.09,32.63,0.701,-0.1542819820333413
lrsw_lora_null_r16_lr5e5_s42,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lora_null,LoRA-Null,5e-05,42.0,lrsw_lora_null_r16_lr5e5,False,False,True,26.62,37.11,55.8,34.08,19.15,47.75,47.27,37.31,0.1863,-0.7297871451037574
lrsw_lora_null_r16_lr5e5_s43,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lora_null,LoRA-Null,5e-05,43.0,lrsw_lora_null_r16_lr5e5,False,False,True,26.57,36.64,43.28,34.17,18.97,46.65,47.61,35.79,0.1957,-0.7084091743419988
lrsw_lora_null_r16_lr5e5_s44,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lora_null,LoRA-Null,5e-05,44.0,lrsw_lora_null_r16_lr5e5,False,False,True,26.37,36.41,69.76,33.85,18.89,46.55,46.33,36.43,0.198,-0.7033348097384688
lrsw_lora_r16_lr1e3_s42,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lora,LoRA,0.001,42.0,lrsw_lora_r16_lr1e3,False,False,True,17.41,24.83,66.59,26.85,7.97,23.19,32.34,33.8,1.4165,0.151216578856456
lrsw_lora_r16_lr1e3_s43,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lora,LoRA,0.001,43.0,lrsw_lora_r16_lr1e3,False,False,True,17.53,24.82,66.9,27.63,7.43,23.12,32.76,33.18,1.4196,0.1521659906755552
lrsw_lora_r16_lr1e3_s44,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lora,LoRA,0.001,44.0,lrsw_lora_r16_lr1e3,False,False,True,16.93,24.87,68.69,25.51,8.35,23.8,31.4,35.3,1.402,0.1467480136306398
lrsw_lora_r16_lr1e4_s42,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lora,LoRA,0.0001,42.0,lrsw_lora_r16_lr1e4,False,False,True,26.68,35.4,78.27,33.67,19.69,46.96,42.83,33.87,0.3103,-0.5082182244158342
lrsw_lora_r16_lr1e4_s43,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lora,LoRA,0.0001,43.0,lrsw_lora_r16_lr1e4,False,False,True,26.46,35.27,54.46,33.54,19.38,45.88,42.41,35.15,0.3036,-0.5176982327765572
lrsw_lora_r16_lr1e4_s44,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lora,LoRA,0.0001,44.0,lrsw_lora_r16_lr1e4,False,False,True,26.58,35.65,67.3,34.1,19.07,47.69,40.53,36.84,0.305,-0.5157001606532142
lrsw_lora_r16_lr1e4_s45,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lora,LoRA,0.0001,45.0,lrsw_lora_r16_lr1e4,False,False,True,26.16,34.9,78.15,33.02,19.31,46.18,40.02,35.96,0.2982,-0.5254923608830242
lrsw_lora_r16_lr2e4_s42,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lora,LoRA,0.0002,42.0,lrsw_lora_r16_lr2e4,False,False,True,25.2,33.59,72.33,32.78,17.61,41.56,39.76,36.22,0.4427,-0.3538904780211521
lrsw_lora_r16_lr2e4_s43,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lora,LoRA,0.0002,43.0,lrsw_lora_r16_lr2e4,False,False,True,25.02,34.03,80.01,31.58,18.45,43.06,40.44,36.61,0.4473,-0.349401101827343
lrsw_lora_r16_lr2e4_s44,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lora,LoRA,0.0002,44.0,lrsw_lora_r16_lr2e4,False,False,True,25.7,34.0,79.9,32.96,18.45,44.4,37.54,36.63,0.4414,-0.3551676711743637
lrsw_lora_r16_lr2e4_s45,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lora,LoRA,0.0002,45.0,lrsw_lora_r16_lr2e4,False,False,True,25.99,33.77,43.52,32.76,19.22,42.89,40.44,33.56,0.4508,-0.3460160926259311
lrsw_lora_r16_lr2e5_s42,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lora,LoRA,2e-05,42.0,lrsw_lora_r16_lr2e5,False,False,True,26.32,36.8,53.56,33.59,19.05,45.83,47.61,37.93,0.2289,-0.6403542073254571
lrsw_lora_r16_lr2e5_s43,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lora,LoRA,2e-05,43.0,lrsw_lora_r16_lr2e5,False,False,True,26.6,36.51,62.24,33.84,19.35,44.96,46.16,38.25,0.2249,-0.6480105445643678
lrsw_lora_r16_lr2e5_s44,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lora,LoRA,2e-05,44.0,lrsw_lora_r16_lr2e5,False,False,True,26.49,36.89,59.43,33.79,19.19,46.23,47.61,37.64,0.2325,-0.6335770427740273
lrsw_lora_r16_lr3e4_s42,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lora,LoRA,0.0003,42.0,lrsw_lora_r16_lr3e4,False,False,True,24.42,32.73,79.11,32.53,16.3,41.28,37.8,35.72,0.623,-0.2055119533408304
lrsw_lora_r16_lr3e4_s43,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lora,LoRA,0.0003,43.0,lrsw_lora_r16_lr3e4,False,False,True,23.76,32.72,79.17,32.24,15.27,40.42,40.44,35.24,0.6262,-0.2032869367191035
lrsw_lora_r16_lr3e4_s44,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lora,LoRA,0.0003,44.0,lrsw_lora_r16_lr3e4,False,False,True,23.26,30.37,78.96,30.93,15.58,35.11,36.18,34.07,0.6031,-0.2196106715290472
lrsw_lora_r16_lr3e4_s45,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lora,LoRA,0.0003,45.0,lrsw_lora_r16_lr3e4,False,False,True,23.99,31.29,79.44,32.74,15.24,37.25,36.69,34.52,0.6107,-0.2141720800041343
lrsw_lora_r16_lr5e4_s42,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lora,LoRA,0.0005,42.0,lrsw_lora_r16_lr5e4,False,False,True,20.56,27.68,77.3,29.78,11.35,28.31,34.9,34.07,0.9238,-0.0344220420894721
lrsw_lora_r16_lr5e4_s43,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lora,LoRA,0.0005,43.0,lrsw_lora_r16_lr5e4,False,False,True,22.07,27.74,76.99,30.72,13.42,23.52,34.56,36.47,0.9284,-0.0322648682161199
lrsw_lora_r16_lr5e4_s44,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lora,LoRA,0.0005,44.0,lrsw_lora_r16_lr5e4,False,False,True,21.52,29.15,77.17,30.47,12.57,32.95,35.24,34.51,0.9064,-0.0426801031446591
lrsw_lora_r16_lr5e4_s45,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lora,LoRA,0.0005,45.0,lrsw_lora_r16_lr5e4,False,False,True,21.84,30.21,77.33,30.12,13.56,36.19,36.43,34.76,0.9364,-0.0285385949754132
lrsw_lora_r16_lr5e5_s42,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lora,LoRA,5e-05,42.0,lrsw_lora_r16_lr5e5,False,False,True,27.29,36.22,38.15,34.48,20.1,46.3,45.48,34.73,0.2544,-0.5944828930236237
lrsw_lora_r16_lr5e5_s43,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lora,LoRA,5e-05,43.0,lrsw_lora_r16_lr5e5,False,False,True,27.46,36.62,48.9,34.86,20.06,47.39,45.48,35.29,0.2543,-0.5946536398242911
lrsw_lora_r16_lr5e5_s44,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lora,LoRA,5e-05,44.0,lrsw_lora_r16_lr5e5,False,False,True,27.12,36.36,25.65,34.2,20.05,47.46,44.37,35.72,0.2592,-0.5863650028014443
lrsw_lorawd_wd0p3_lr1e3_s42,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lorawd,LoRA+wd,0.001,42.0,lrsw_lorawd_wd0p3_lr1e3,False,False,True,23.2,30.99,80.26,30.2,16.19,41.55,31.48,35.52,0.6315,-0.1996266451086505
lrsw_lorawd_wd0p3_lr1e3_s43,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lorawd,LoRA+wd,0.001,43.0,lrsw_lorawd_wd0p3_lr1e3,False,False,True,25.72,32.29,69.99,32.93,18.5,38.79,37.97,33.25,0.4612,-0.3361107013773386
lrsw_lorawd_wd0p3_lr1e3_s44,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lorawd,LoRA+wd,0.001,44.0,lrsw_lorawd_wd0p3_lr1e3,False,False,True,25.6,31.62,81.06,32.21,18.99,37.05,36.52,33.35,0.4618,-0.3355460714188424
lrsw_lorawd_wd0p3_lr1e4_s42,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lorawd,LoRA+wd,0.0001,42.0,lrsw_lorawd_wd0p3_lr1e4,False,False,True,26.94,35.64,76.97,34.51,19.38,47.5,42.32,34.51,0.2332,-0.6322714539130235
lrsw_lorawd_wd0p3_lr1e4_s43,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lorawd,LoRA+wd,0.0001,43.0,lrsw_lorawd_wd0p3_lr1e4,False,False,True,27.44,36.47,71.78,35.16,19.71,48.62,42.75,36.1,0.233,-0.632644078973981
lrsw_lorawd_wd0p3_lr1e4_s44,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lorawd,LoRA+wd,0.0001,44.0,lrsw_lorawd_wd0p3_lr1e4,False,False,True,27.7,36.27,67.67,35.08,20.32,48.22,41.3,36.44,0.2366,-0.6259852597080884
lrsw_lorawd_wd0p3_lr1e4_s45,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lorawd,LoRA+wd,0.0001,45.0,lrsw_lorawd_wd0p3_lr1e4,False,False,True,27.34,35.54,74.86,34.93,19.76,46.21,40.96,35.86,0.2349,-0.6291169832223942
lrsw_lorawd_wd0p3_lr2e3_s43,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lorawd,LoRA+wd,0.002,43.0,lrsw_lorawd_wd0p3_lr2e3,False,True,True,0.0,20.04,0.0,0.0,0.0,22.95,27.39,49.87,90.9627,1.9588633428153224
lrsw_lorawd_wd0p3_lr2e3_s44,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lorawd,LoRA+wd,0.002,44.0,lrsw_lorawd_wd0p3_lr2e3,False,True,True,0.0,20.08,0.0,0.0,0.0,22.95,27.13,50.34,87.484,1.941928631912614
lrsw_lorawd_wd0p3_lr2e4_s42,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lorawd,LoRA+wd,0.0002,42.0,lrsw_lorawd_wd0p3_lr2e4,False,False,True,27.66,36.04,40.74,35.28,20.05,47.07,42.83,34.97,0.3007,-0.5218665718994825
lrsw_lorawd_wd0p3_lr2e4_s43,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lorawd,LoRA+wd,0.0002,43.0,lrsw_lorawd_wd0p3_lr2e4,False,False,True,26.43,35.28,77.05,33.05,19.81,45.86,41.72,35.95,0.3017,-0.5204246898250116
lrsw_lorawd_wd0p3_lr2e4_s44,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lorawd,LoRA+wd,0.0002,44.0,lrsw_lorawd_wd0p3_lr2e4,False,False,True,27.14,35.38,62.72,34.66,19.61,45.93,42.15,34.54,0.2996,-0.5234581909725712
lrsw_lorawd_wd0p3_lr2e4_s45,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lorawd,LoRA+wd,0.0002,45.0,lrsw_lorawd_wd0p3_lr2e4,False,False,True,26.68,34.64,79.87,33.91,19.46,44.32,40.44,35.05,0.2995,-0.5236031732746699
lrsw_lorawd_wd0p3_lr2e5_s42,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lorawd,LoRA+wd,2e-05,42.0,lrsw_lorawd_wd0p3_lr2e5,False,False,True,26.74,36.59,23.48,34.0,19.49,46.56,46.5,36.42,0.2146,-0.6683702823700677
lrsw_lorawd_wd0p3_lr2e5_s43,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lorawd,LoRA+wd,2e-05,43.0,lrsw_lorawd_wd0p3_lr2e5,False,False,True,26.5,36.45,56.48,33.33,19.68,46.46,46.25,36.55,0.2158,-0.6659485596531082
lrsw_lorawd_wd0p3_lr2e5_s44,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lorawd,LoRA+wd,2e-05,44.0,lrsw_lorawd_wd0p3_lr2e5,False,False,True,26.83,36.6,46.05,34.0,19.66,46.84,45.9,36.61,0.2172,-0.6631401790831907
lrsw_lorawd_wd0p3_lr3e4_s42,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lorawd,LoRA+wd,0.0003,42.0,lrsw_lorawd_wd0p3_lr3e4,False,False,True,26.18,34.16,80.56,32.97,19.39,43.24,39.93,35.27,0.3769,-0.423773862550395
lrsw_lorawd_wd0p3_lr3e4_s43,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lorawd,LoRA+wd,0.0003,43.0,lrsw_lorawd_wd0p3_lr3e4,False,False,True,26.64,34.3,79.61,34.23,19.04,45.61,40.19,32.41,0.3499,-0.4560560575170935
lrsw_lorawd_wd0p3_lr3e4_s44,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lorawd,LoRA+wd,0.0003,44.0,lrsw_lorawd_wd0p3_lr3e4,False,False,True,26.9,34.94,49.84,34.27,19.53,44.94,40.96,35.01,0.3507,-0.4550642341184974
lrsw_lorawd_wd0p3_lr3e4_s45,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lorawd,LoRA+wd,0.0003,45.0,lrsw_lorawd_wd0p3_lr3e4,False,False,True,26.56,34.27,79.33,34.13,18.99,44.15,40.1,33.98,0.3479,-0.4585455712524111
lrsw_lorawd_wd0p3_lr5e4_s42,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lorawd,LoRA+wd,0.0005,42.0,lrsw_lorawd_wd0p3_lr5e4,False,False,True,25.55,33.21,81.62,32.38,18.72,39.2,40.44,35.33,0.3941,-0.4043935651343969
lrsw_lorawd_wd0p3_lr5e4_s43,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lorawd,LoRA+wd,0.0005,43.0,lrsw_lorawd_wd0p3_lr5e4,False,False,True,25.86,33.0,81.89,32.74,18.97,42.15,38.57,32.57,0.3841,-0.4155556928348238
lrsw_lorawd_wd0p3_lr5e4_s44,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lorawd,LoRA+wd,0.0005,44.0,lrsw_lorawd_wd0p3_lr5e4,False,False,True,26.38,34.09,81.9,33.04,19.71,44.02,39.08,34.62,0.411,-0.3861581781239308
lrsw_lorawd_wd0p3_lr5e4_s45,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lorawd,LoRA+wd,0.0005,45.0,lrsw_lorawd_wd0p3_lr5e4,False,False,True,25.64,32.87,81.59,32.21,19.08,41.49,38.99,32.59,0.4071,-0.3902988976206005
lrsw_lorawd_wd0p3_lr5e5_s42,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lorawd,LoRA+wd,5e-05,42.0,lrsw_lorawd_wd0p3_lr5e5,False,False,True,27.8,36.9,45.39,35.16,20.44,48.03,46.59,34.3,0.2186,-0.660349842386316
lrsw_lorawd_wd0p3_lr5e5_s43,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lorawd,LoRA+wd,5e-05,43.0,lrsw_lorawd_wd0p3_lr5e5,False,False,True,27.56,36.79,55.34,35.05,20.07,47.42,45.14,36.27,0.2213,-0.6550185860727421
lrsw_lorawd_wd0p3_lr5e5_s44,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lorawd,LoRA+wd,5e-05,44.0,lrsw_lorawd_wd0p3_lr5e5,False,False,True,27.33,36.47,24.44,34.77,19.88,48.52,43.86,35.31,0.2211,-0.6554112574212861
lrsw_milora_r32_lr1e3_s42,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,milora,MiLoRA,0.001,42.0,lrsw_milora_r32_lr1e3,False,False,True,17.21,24.56,65.29,27.48,6.94,23.23,29.69,35.45,1.5319,0.1852304161675628
lrsw_milora_r32_lr1e3_s43,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,milora,MiLoRA,0.001,43.0,lrsw_milora_r32_lr1e3,False,False,True,17.33,24.97,66.12,26.05,8.61,22.95,31.91,35.35,1.5126,0.1797240960600895
lrsw_milora_r32_lr1e3_s44,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,milora,MiLoRA,0.001,44.0,lrsw_milora_r32_lr1e3,False,False,True,14.84,24.17,65.2,21.87,7.8,23.07,31.4,36.69,1.5127,0.1797528068974981
lrsw_milora_r32_lr1e4_s42,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,milora,MiLoRA,0.0001,42.0,lrsw_milora_r32_lr1e4,False,False,True,27.55,36.58,36.08,35.02,20.08,47.12,44.28,36.4,0.2479,-0.6057234732321786
lrsw_milora_r32_lr1e4_s43,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,milora,MiLoRA,0.0001,43.0,lrsw_milora_r32_lr1e4,False,False,True,27.42,36.85,72.93,35.28,19.56,48.63,44.71,36.07,0.2508,-0.6006724678413211
lrsw_milora_r32_lr1e4_s44,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,milora,MiLoRA,0.0001,44.0,lrsw_milora_r32_lr1e4,False,False,True,26.92,36.49,36.43,34.62,19.22,47.74,43.34,37.53,0.2536,-0.5958507507903049
lrsw_milora_r32_lr1e4_s45,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,milora,MiLoRA,0.0001,45.0,lrsw_milora_r32_lr1e4,False,False,True,27.31,36.17,74.28,34.71,19.91,47.24,42.92,36.06,0.2454,-0.6101254416090145
lrsw_milora_r32_lr2e4_s42,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,milora,MiLoRA,0.0002,42.0,lrsw_milora_r32_lr2e4,False,False,True,25.84,34.26,75.12,33.42,18.27,45.85,39.25,34.51,0.3976,-0.4005536242747243
