run,family,family_label,model,task,recipe,method,method_display,lr,seed,cell,withheld,quarantined,on_pool,retention_mean,retention_broad,adapt,bbh,mmlu_pro,mmlu,arc_c,truthfulqa,fdelta,log10_fdelta
frc_milora_lr2e5_c256_s43,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,2e-05,43.0,frc_milora_lr2e5_c256,False,False,True,26.32,36.61,42.96,33.62,19.01,46.72,46.5,37.2,0.1853,-0.7321245806811024
frc_milora_lr2e5_c256_s44,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,2e-05,44.0,frc_milora_lr2e5_c256,False,False,True,26.58,36.78,25.23,33.94,19.21,46.5,47.44,36.8,0.1873,-0.7274622226247627
frc_milora_lr3e4_c256_s42,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0003,42.0,frc_milora_lr3e4_c256,False,False,True,21.82,30.95,78.24,29.44,14.2,37.72,35.24,38.14,0.7434,-0.1287774432402929
frc_milora_lr3e4_c256_s43,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0003,43.0,frc_milora_lr3e4_c256,False,False,True,22.46,30.35,49.15,30.98,13.95,34.03,36.69,36.12,0.7232,-0.1407415825326931
frc_milora_lr3e4_c256_s44,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0003,44.0,frc_milora_lr3e4_c256,False,False,True,22.58,29.92,78.8,30.66,14.49,32.99,36.52,34.93,0.7361,-0.1330631822683606
frc_milora_lr3e4_c256_s45,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0003,45.0,frc_milora_lr3e4_c256,False,False,True,22.66,30.82,78.44,31.36,13.95,36.65,35.32,36.81,0.729,-0.1372724716820254
frc_milora_lr5e4_c256_s42,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0005,42.0,frc_milora_lr5e4_c256,False,False,True,17.54,25.93,72.85,27.63,7.44,23.65,34.39,36.53,1.1445,0.0586157970105617
frc_milora_lr5e4_c256_s43,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0005,43.0,frc_milora_lr5e4_c256,False,False,True,17.4,24.9,73.42,25.8,8.99,24.38,30.72,34.59,1.1201,0.0492567972322272
frc_milora_lr5e4_c256_s44,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0005,44.0,frc_milora_lr5e4_c256,False,False,True,16.09,24.79,73.24,28.32,3.86,24.21,33.7,33.88,1.1293,0.0528093281405613
frc_milora_lr5e4_c256_s45,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0005,45.0,frc_milora_lr5e4_c256,False,False,True,19.27,26.68,73.97,28.63,9.91,24.76,34.3,35.82,1.1349,0.0549575960124065
frc_milora_lr7e4_c256_s42,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0007,42.0,frc_milora_lr7e4_c256,False,False,True,15.5,24.45,63.53,24.53,6.48,23.18,30.89,37.16,1.4751,0.1688214630098239
frc_milora_lr7e4_c256_s43,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0007,43.0,frc_milora_lr7e4_c256,False,False,True,14.5,23.45,65.33,21.7,7.31,22.97,30.2,35.08,1.5291,0.1844358883083704
frc_milora_lr7e4_c256_s44,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0007,44.0,frc_milora_lr7e4_c256,False,False,True,14.68,23.33,65.02,21.75,7.61,22.99,29.69,34.59,1.5248,0.1832128832942511
frc_milora_r32_lr3e4_c256_s42,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0003,42.0,frc_milora_r32_lr3e4_c256,False,False,True,21.82,30.95,78.26,29.44,14.2,37.72,35.24,38.14,0.7434,-0.1287774432402929
frc_milora_r32_lr3e4_c256_s43,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0003,43.0,frc_milora_r32_lr3e4_c256,False,False,True,22.46,30.35,49.0,30.98,13.95,34.03,36.69,36.12,0.7232,-0.1407415825326931
frc_milora_r32_lr3e4_c256_s44,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0003,44.0,frc_milora_r32_lr3e4_c256,False,False,True,22.58,29.92,78.72,30.66,14.49,32.99,36.52,34.93,0.7361,-0.1330631822683606
frc_milora_r32_lr3e4_c256_s45,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0003,45.0,frc_milora_r32_lr3e4_c256,False,False,True,22.66,30.82,78.45,31.36,13.95,36.65,35.32,36.81,0.729,-0.1372724716820254
frc_pissa_r32_lr3e4_c256_s42,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,pissa,PiSSA,0.0003,42.0,frc_pissa_r32_lr3e4_c256,False,False,True,10.59,22.22,70.05,19.18,2.0,23.74,29.01,37.18,1.4138,0.1503879773252801
frc_pissa_r32_lr3e4_c256_s43,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,pissa,PiSSA,0.0003,43.0,frc_pissa_r32_lr3e4_c256,False,False,True,13.25,23.8,69.25,25.25,1.25,23.43,31.14,37.93,1.4141,0.1504801222703345
frc_pissa_r32_lr3e4_c256_s44,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,pissa,PiSSA,0.0003,44.0,frc_pissa_r32_lr3e4_c256,False,False,True,9.38,22.11,68.87,16.56,2.2,23.24,33.36,35.21,1.3877,0.1422955882897635
frc_pissa_r32_lr3e4_c256_s45,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,pissa,PiSSA,0.0003,45.0,frc_pissa_r32_lr3e4_c256,False,False,True,12.2,23.34,69.56,22.82,1.58,23.57,31.91,36.84,1.4031,0.1470886246281665
frc_sclora_b0p9_em_r128_lr5e5_s42,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,sclora,SC-LoRA,5e-05,42.0,frc_sclora_b0p9_em_r128_lr5e5,False,False,True,27.05,35.98,71.5,35.28,18.82,47.9,43.17,34.73,0.1948,-0.7104110474574032
frc_sclora_b0p9_em_r128_lr5e5_s43,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,sclora,SC-LoRA,5e-05,43.0,frc_sclora_b0p9_em_r128_lr5e5,False,False,True,27.56,36.63,67.93,35.62,19.51,48.68,43.17,36.18,0.2003,-0.6983190507064237
frc_sclora_b0p9_em_r128_lr5e5_s44,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,sclora,SC-LoRA,5e-05,44.0,frc_sclora_b0p9_em_r128_lr5e5,False,False,True,27.04,35.86,56.81,34.4,19.69,47.69,42.41,35.1,0.2034,-0.6916490514132743
frc_sclora_lr1e3_c256_s42,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,sclora,SC-LoRA,0.001,42.0,frc_sclora_lr1e3_c256,False,True,True,1.14,19.29,36.86,2.29,0.0,23.04,22.61,48.49,8.2262,0.9151992641131624
frc_sclora_lr1e3_c256_s43,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,sclora,SC-LoRA,0.001,43.0,frc_sclora_lr1e3_c256,False,True,True,1.06,18.8,36.48,2.13,0.0,22.97,21.33,47.55,9.3854,0.9724527867166444
frc_sclora_lr1e3_c256_s44,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,sclora,SC-LoRA,0.001,44.0,frc_sclora_lr1e3_c256,False,True,True,0.64,19.2,36.81,1.27,0.0,23.86,23.29,47.56,7.3776,0.8679151048753324
frc_sclora_lr1e4_c256_s42,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,sclora,SC-LoRA,0.0001,42.0,frc_sclora_lr1e4_c256,False,False,True,19.7,27.32,80.23,28.94,10.46,25.43,38.23,33.54,0.5591,-0.2525105077413271
frc_sclora_lr1e4_c256_s43,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,sclora,SC-LoRA,0.0001,43.0,frc_sclora_lr1e4_c256,False,False,True,21.16,28.91,80.46,29.86,12.47,29.28,36.35,36.59,0.5593,-0.2523551806717518
frc_sclora_lr1e4_c256_s44,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,sclora,SC-LoRA,0.0001,44.0,frc_sclora_lr1e4_c256,False,False,True,21.17,27.79,79.19,30.7,11.64,25.43,37.12,34.08,0.5864,-0.2318060383669284
frc_sclora_lr1e4_c256_s45,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,sclora,SC-LoRA,0.0001,45.0,frc_sclora_lr1e4_c256,False,False,True,21.53,28.62,80.2,30.78,12.28,29.26,37.12,33.67,0.5586,-0.2528990686350137
frc_sclora_lr2e4_c256_s42,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,sclora,SC-LoRA,0.0002,42.0,frc_sclora_lr2e4_c256,False,False,True,16.36,26.04,78.41,26.51,6.2,24.6,39.42,33.48,0.8047,-0.0943659986730452
frc_sclora_lr2e4_c256_s43,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,sclora,SC-LoRA,0.0002,43.0,frc_sclora_lr2e4_c256,False,False,True,18.31,26.12,78.5,29.21,7.41,24.51,36.01,33.47,0.8038,-0.0948519981439839
frc_sclora_lr2e4_c256_s44,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,sclora,SC-LoRA,0.0002,44.0,frc_sclora_lr2e4_c256,False,False,True,15.62,25.01,78.04,23.67,7.56,25.45,36.18,32.2,0.8069,-0.0931802845334546
frc_sclora_lr2e4_c256_s45,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,sclora,SC-LoRA,0.0002,45.0,frc_sclora_lr2e4_c256,False,False,True,17.33,25.05,78.26,27.6,7.06,23.62,35.24,31.72,0.7962,-0.0989778267519208
frc_sclora_lr3e4_c256_s42,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,sclora,SC-LoRA,0.0003,42.0,frc_sclora_lr3e4_c256,False,False,True,15.54,24.27,75.87,25.13,5.95,23.02,34.39,32.88,1.0273,0.0116972881141425
frc_sclora_lr3e4_c256_s43,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,sclora,SC-LoRA,0.0003,43.0,frc_sclora_lr3e4_c256,False,False,True,16.6,23.76,77.29,26.49,6.72,23.4,31.83,30.38,1.0338,0.0144365278316721
frc_sclora_lr3e4_c256_s44,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,sclora,SC-LoRA,0.0003,44.0,frc_sclora_lr3e4_c256,False,False,True,15.11,24.18,62.69,23.74,6.48,23.38,33.7,33.6,1.0202,0.0086853191951681
frc_sclora_lr3e4_c256_s45,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,sclora,SC-LoRA,0.0003,45.0,frc_sclora_lr3e4_c256,False,False,True,16.0,25.36,76.65,25.99,6.02,22.95,35.58,36.27,1.0343,0.0146465246840317
frc_sclora_lr5e4_c256_s42,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,sclora,SC-LoRA,0.0005,42.0,frc_sclora_lr5e4_c256,False,False,True,15.13,23.96,68.99,25.02,5.24,23.08,32.34,34.1,1.4014,0.1465621131575566
frc_sclora_lr5e4_c256_s43,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,sclora,SC-LoRA,0.0005,43.0,frc_sclora_lr5e4_c256,False,False,True,14.94,24.44,69.46,23.93,5.94,22.9,32.94,36.47,1.4008,0.1463761330753897
frc_sclora_lr5e4_c256_s44,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,sclora,SC-LoRA,0.0005,44.0,frc_sclora_lr5e4_c256,False,False,True,8.53,21.64,69.48,11.72,5.34,22.89,31.91,36.35,1.4059,0.1479544309308205
frc_sclora_lr5e4_c256_s45,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,sclora,SC-LoRA,0.0005,45.0,frc_sclora_lr5e4_c256,False,False,True,14.91,24.8,69.05,23.13,6.69,22.92,33.62,37.64,1.4302,0.1553967737048507
frc_sclora_lr7e4_c256_s42,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,sclora,SC-LoRA,0.0007,42.0,frc_sclora_lr7e4_c256,False,False,True,6.29,20.48,59.69,11.15,1.43,23.32,29.18,37.33,1.7708,0.2481695133068103
frc_sclora_lr7e4_c256_s43,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,sclora,SC-LoRA,0.0007,43.0,frc_sclora_lr7e4_c256,False,False,True,11.02,21.7,37.09,19.67,2.36,22.72,25.94,37.83,1.8037,0.2561643052796146
frm_clora_k128_lr3e4_c256_s42,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,clora,CLoRA,0.0003,42.0,frm_clora_k128_lr3e4_c256,False,False,True,18.52,27.28,59.59,27.55,9.49,23.74,29.78,45.84,1.0793,0.0331421770606246
frm_clora_k128_lr3e4_c256_s43,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,clora,CLoRA,0.0003,43.0,frm_clora_k128_lr3e4_c256,False,False,True,18.57,27.62,59.82,27.57,9.57,24.55,30.55,45.88,1.0884,0.03678853310772
frm_clora_k128_lr3e4_c256_s44,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,clora,CLoRA,0.0003,44.0,frm_clora_k128_lr3e4_c256,False,False,True,19.2,28.1,60.58,29.4,8.99,24.92,29.18,47.99,1.109,0.04493154614916
frm_clora_k256_lr3e4_c256_s42,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,clora,CLoRA,0.0003,42.0,frm_clora_k256_lr3e4_c256,False,False,True,19.02,26.69,60.8,28.61,9.42,23.01,31.48,40.95,1.0191,0.0082168015896903
frm_clora_k256_lr3e4_c256_s43,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,clora,CLoRA,0.0003,43.0,frm_clora_k256_lr3e4_c256,False,False,True,18.85,27.91,60.2,28.75,8.95,26.29,30.72,44.82,1.0094,0.004063300397667
frm_clora_k256_lr3e4_c256_s44,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,clora,CLoRA,0.0003,44.0,frm_clora_k256_lr3e4_c256,False,False,True,18.98,27.03,60.96,28.54,9.41,23.02,29.35,44.82,1.0045,0.0019499410842679
frm_clora_k64_lr3e4_c256_s42,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,clora,CLoRA,0.0003,42.0,frm_clora_k64_lr3e4_c256,False,False,True,18.38,27.16,58.53,28.24,8.51,24.41,29.35,45.29,1.1128,0.04641711698399
frm_clora_k64_lr3e4_c256_s43,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,clora,CLoRA,0.0003,43.0,frm_clora_k64_lr3e4_c256,False,False,True,18.48,27.58,60.5,28.09,8.88,26.17,30.03,44.75,1.1327,0.0541149005105858
frm_clora_k64_lr3e4_c256_s44,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,clora,CLoRA,0.0003,44.0,frm_clora_k64_lr3e4_c256,False,False,True,19.21,27.67,58.45,28.69,9.72,23.65,30.38,45.89,1.1357,0.055263625784184
frm_clora_k64_lr3e4_c256_s45,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,clora,CLoRA,0.0003,45.0,frm_clora_k64_lr3e4_c256,False,False,True,18.3,26.51,60.05,27.29,9.32,23.98,27.47,44.48,1.1432,0.0581222157829138
frm_cordapp_lr1e4_c256_s42,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,cordapp,CorDA++ (withheld),0.0001,42.0,frm_cordapp_lr1e4_c256,True,False,False,22.7,29.77,58.76,31.56,13.85,26.05,39.42,37.95,0.6323,-0.1990768181867817
frm_cordapp_lr2e4_c256_s42,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,cordapp,CorDA++ (withheld),0.0002,42.0,frm_cordapp_lr2e4_c256,True,False,False,21.09,29.36,58.61,30.7,11.48,26.35,37.12,41.16,0.8553,-0.0678815279708776
frm_cordapp_lr3e4_c256_s42,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,cordapp,CorDA++ (withheld),0.0003,42.0,frm_cordapp_lr3e4_c256,True,True,False,13.22,23.74,59.74,17.74,8.71,23.6,28.58,40.07,4.1151,0.6143803933564301
frm_dora_lr3e4_c256_s42,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,dora,DoRA,0.0003,42.0,frm_dora_lr3e4_c256,False,False,True,19.18,26.67,58.76,29.26,9.09,23.72,29.01,42.27,2.8399,0.453303047718583
frm_dora_lr3e4_c256_s43,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,dora,DoRA,0.0003,43.0,frm_dora_lr3e4_c256,False,False,True,17.76,26.7,59.74,27.85,7.67,23.74,28.75,45.49,2.8444,0.4539906699682299
frm_dora_lr3e4_c256_s44,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,dora,DoRA,0.0003,44.0,frm_dora_lr3e4_c256,False,False,True,18.01,26.71,59.06,27.15,8.87,23.16,27.99,46.37,2.8788,0.4592114940154554
frm_lora_lr3e4_c256_s42,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,lora,LoRA,0.0003,42.0,frm_lora_lr3e4_c256,False,False,True,18.04,26.63,60.2,29.14,6.93,24.18,27.99,44.9,1.2831,0.1082605049764734
frm_lora_lr3e4_c256_s43,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,lora,LoRA,0.0003,43.0,frm_lora_lr3e4_c256,False,False,True,18.44,27.49,57.85,27.83,9.06,23.68,29.69,47.2,1.2974,0.1130738935942079
frm_lora_lr3e4_c256_s44,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,lora,LoRA,0.0003,44.0,frm_lora_lr3e4_c256,False,False,True,17.84,27.16,60.73,27.49,8.19,24.77,30.46,44.88,1.2841,0.1085988459735667
frm_lora_null_lr1e4_c256_s42,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,lora_null,LoRA-Null,0.0001,42.0,frm_lora_null_lr1e4_c256,False,False,True,22.9,30.17,63.76,32.15,13.65,26.86,38.48,39.7,0.4739,-0.3243132913005989
frm_lora_null_lr2e4_c256_s42,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,lora_null,LoRA-Null,0.0002,42.0,frm_lora_null_lr2e4_c256,False,False,True,18.64,27.55,62.17,28.2,9.08,23.64,32.94,43.88,0.8823,-0.0543837207732682
frm_lora_null_lr2e4_c256_s43,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,lora_null,LoRA-Null,0.0002,43.0,frm_lora_null_lr2e4_c256,False,False,True,19.45,28.33,62.24,29.43,9.48,24.37,33.19,45.2,0.883,-0.0540392964224314
frm_lora_null_lr2e4_c256_s44,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,lora_null,LoRA-Null,0.0002,44.0,frm_lora_null_lr2e4_c256,False,False,True,18.93,27.33,61.18,29.06,8.81,24.25,33.28,41.24,0.8942,-0.048565334467987
frm_lorawd_wd0_lr1e3_c256_s42,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,lorawd,LoRA+wd,0.001,42.0,frm_lorawd_wd0_lr1e3_c256,False,True,False,0.0,,0.0,0.0,0.0,22.95,22.7,,,
frm_lorawd_wd0_lr1e3_c256_s43,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,lorawd,LoRA+wd,0.001,43.0,frm_lorawd_wd0_lr1e3_c256,False,True,False,0.0,,0.0,0.0,0.0,22.95,22.7,,,
frm_lorawd_wd0_lr1e3_c256_s44,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,lorawd,LoRA+wd,0.001,44.0,frm_lorawd_wd0_lr1e3_c256,False,True,False,0.0,,0.0,0.0,0.0,22.95,22.7,,,
frm_lorawd_wd0_lr1e4_c256_s42,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,lorawd,LoRA+wd,0.0001,42.0,frm_lorawd_wd0_lr1e4_c256,False,False,True,22.58,30.4,64.97,30.96,14.19,27.89,37.71,41.27,0.4336,-0.3629107264696695
frm_lorawd_wd0_lr1e4_c256_s43,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,lorawd,LoRA+wd,0.0001,43.0,frm_lorawd_wd0_lr1e4_c256,False,False,True,23.35,31.89,63.68,31.27,15.43,30.78,40.02,41.97,0.4484,-0.3483343960770644
frm_lorawd_wd0_lr1e4_c256_s44,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,lorawd,LoRA+wd,0.0001,44.0,frm_lorawd_wd0_lr1e4_c256,False,False,True,23.14,31.57,63.31,31.65,14.63,27.46,40.78,43.32,0.4449,-0.3517375942519555
frm_lorawd_wd0_lr2e4_c256_s42,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,lorawd,LoRA+wd,0.0002,42.0,frm_lorawd_wd0_lr2e4_c256,False,False,True,19.24,28.86,61.33,26.75,11.74,25.19,34.22,46.42,0.87,-0.0604807473813814
frm_lorawd_wd0_lr2e4_c256_s43,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,lorawd,LoRA+wd,0.0002,43.0,frm_lorawd_wd0_lr2e4_c256,False,False,True,20.3,28.09,62.4,30.59,10.01,25.62,32.25,41.97,0.852,-0.0695604052332999
frm_lorawd_wd0_lr2e4_c256_s44,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,lorawd,LoRA+wd,0.0002,44.0,frm_lorawd_wd0_lr2e4_c256,False,False,True,20.81,29.34,62.85,29.58,12.04,25.52,34.9,44.68,0.8572,-0.0669178376302089
frm_lorawd_wd0_lr3e4_c256_s42,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,lorawd,LoRA+wd,0.0003,42.0,frm_lorawd_wd0_lr3e4_c256,False,False,True,17.96,26.41,59.59,28.31,7.61,24.16,26.79,45.16,1.2941,0.1119678372060728
frm_lorawd_wd0_lr3e4_c256_s43,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,lorawd,LoRA+wd,0.0003,43.0,frm_lorawd_wd0_lr3e4_c256,False,False,True,19.5,27.15,58.91,29.01,9.98,24.63,27.73,44.39,1.2647,0.1019875185582993
frm_lorawd_wd0_lr3e4_c256_s44,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,lorawd,LoRA+wd,0.0003,44.0,frm_lorawd_wd0_lr3e4_c256,False,False,True,17.8,26.32,58.68,26.31,9.3,25.0,29.1,41.91,1.2733,0.1049307390777404
frm_lorawd_wd0_lr5e4_c256_s42,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,lorawd,LoRA+wd,0.0005,42.0,frm_lorawd_wd0_lr5e4_c256,False,False,True,9.92,23.31,50.11,17.74,2.11,23.83,23.89,48.98,2.6809,0.4282806147071767
frm_lorawd_wd0_lr5e4_c256_s43,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,lorawd,LoRA+wd,0.0005,43.0,frm_lorawd_wd0_lr5e4_c256,False,False,True,8.56,23.09,50.64,16.02,1.1,24.14,25.43,48.76,2.6891,0.4296069527032835
frm_lorawd_wd0_lr5e4_c256_s44,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,lorawd,LoRA+wd,0.0005,44.0,frm_lorawd_wd0_lr5e4_c256,False,False,True,8.88,22.61,50.57,17.39,0.37,23.68,23.72,47.9,2.6896,0.4296876960953957
frm_lorawd_wd0_lr7e4_c256_s42,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,lorawd,LoRA+wd,0.0007,42.0,frm_lorawd_wd0_lr7e4_c256,False,True,True,1.82,20.05,37.0,3.64,0.0,23.28,25.09,48.23,10.8005,1.0334438612475565
frm_lorawd_wd0_lr7e4_c256_s43,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,lorawd,LoRA+wd,0.0007,43.0,frm_lorawd_wd0_lr7e4_c256,False,True,True,1.75,20.12,33.97,3.5,0.0,23.93,23.46,49.69,11.7101,1.0685606038053057
frm_lorawd_wd0_lr7e4_c256_s44,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,lorawd,LoRA+wd,0.0007,44.0,frm_lorawd_wd0_lr7e4_c256,False,True,False,0.0,,0.0,0.0,0.0,22.95,22.7,,,
frm_lorawd_wd0p1_lr1e3_c256_s42,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,lorawd,LoRA+wd,0.001,42.0,frm_lorawd_wd0p1_lr1e3_c256,False,True,False,0.0,,0.0,0.0,0.0,22.95,22.7,,,
frm_lorawd_wd0p1_lr1e3_c256_s43,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,lorawd,LoRA+wd,0.001,43.0,frm_lorawd_wd0p1_lr1e3_c256,False,True,False,0.0,,0.0,0.0,0.0,22.95,22.7,,,
frm_lorawd_wd0p1_lr1e3_c256_s44,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,lorawd,LoRA+wd,0.001,44.0,frm_lorawd_wd0p1_lr1e3_c256,False,True,False,0.0,,0.0,0.0,0.0,22.95,22.7,,,
frm_lorawd_wd0p1_lr1e4_c256_s42,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,lorawd,LoRA+wd,0.0001,42.0,frm_lorawd_wd0p1_lr1e4_c256,False,False,True,24.4,33.98,64.67,31.9,16.91,37.47,41.38,42.22,0.3404,-0.4680104485874498
frm_lorawd_wd0p1_lr1e4_c256_s43,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,lorawd,LoRA+wd,0.0001,43.0,frm_lorawd_wd0p1_lr1e4_c256,False,False,True,25.15,33.16,64.29,33.59,16.71,31.72,41.64,42.14,0.338,-0.4710832997223452
frm_lorawd_wd0p1_lr1e4_c256_s44,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,lorawd,LoRA+wd,0.0001,44.0,frm_lorawd_wd0p1_lr1e4_c256,False,False,True,24.71,33.76,64.37,32.61,16.81,34.72,42.58,42.1,0.3395,-0.4691602213834794
frm_lorawd_wd0p1_lr2e4_c256_s42,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,lorawd,LoRA+wd,0.0002,42.0,frm_lorawd_wd0p1_lr2e4_c256,False,False,True,23.92,31.52,65.66,33.22,14.61,29.06,36.77,43.96,0.5035,-0.2980005251103632
