run,family,family_label,model,task,recipe,method,method_display,lr,seed,cell,withheld,quarantined,on_pool,stable_rank_w,eff_rank_w,e_top_w,e_bot_w,amp_top_w,log10_fdelta,retention_mean
frc_lorawd_wd0p5_lr5e4_c256_s44,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,0.0005,44.0,frc_lorawd_wd0p5_lr5e4_c256,False,False,True,8.786947178205443,21.02940147775429,0.0763933851669044,0.0469121195382281,0.0754762006554557,-0.5635193049905051,27.1
frc_lorawd_wd0p5_lr5e4_c256_s45,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,0.0005,45.0,frc_lorawd_wd0p5_lr5e4_c256,False,False,True,8.58810446735692,20.817560919191973,0.0769258701022716,0.0467233393972473,0.0759277945078548,-0.5694412304772425,26.63
frc_lorawd_wd0p5_lr7e4_c256_s42,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,0.0007,42.0,frc_lorawd_wd0p5_lr7e4_c256,False,False,True,8.973667401197027,21.63389594308475,0.0763989877084137,0.0460186570130816,0.0752393498414436,-0.5282683485199489,26.9
frc_lorawd_wd0p5_lr7e4_c256_s43,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,0.0007,43.0,frc_lorawd_wd0p5_lr7e4_c256,False,False,True,8.859673641398349,21.561587712091,0.076375207598749,0.0462676635526337,0.0752570007370275,-0.5439377755450486,26.5
frc_lorawd_wd0p5_lr7e4_c256_s44,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,0.0007,44.0,frc_lorawd_wd0p5_lr7e4_c256,False,False,True,8.885907514520104,21.55828781728137,0.077677676171249,0.0460527852316331,0.0762111195923658,-0.5453075507605232,27.1
frc_lorawdr16_wd0p3_lr3e4_c256_s42,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawdr16,LoRA+wd-r16,0.0003,42.0,frc_lorawdr16_wd0p3_lr3e4_c256,False,False,True,4.650663034433042,10.988454817224405,0.0715730914949741,0.0482067392102858,0.0717737846449637,-0.4847886956721981,26.84
frc_lorawdr16_wd0p3_lr3e4_c256_s42_reeval,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawdr16,LoRA+wd-r16,0.0003,,frc_lorawdr16_wd0p3_lr3e4_c256_s42_reeval,False,False,True,,,,,,-0.4847886956721981,26.84
frc_lorawdr16_wd0p3_lr3e4_c256_s43,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawdr16,LoRA+wd-r16,0.0003,43.0,frc_lorawdr16_wd0p3_lr3e4_c256,False,False,True,4.521827150580712,10.910365083181524,0.0710243926431575,0.0480730306105338,0.0713485501879617,-0.4767739580342989,27.25
frc_lorawdr16_wd0p3_lr3e4_c256_s44,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawdr16,LoRA+wd-r16,0.0003,44.0,frc_lorawdr16_wd0p3_lr3e4_c256,False,False,True,4.687252756169686,11.01643787221628,0.071140662346735,0.0481867390932941,0.0714244689037533,-0.514988785421427,27.06
frc_lorawdr16_wd0p3_lr3e4_c256_s45,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawdr16,LoRA+wd-r16,0.0003,45.0,frc_lorawdr16_wd0p3_lr3e4_c256,False,False,True,4.6455903764542885,11.00742259313655,0.0714074852356197,0.0479080825154979,0.0713664126523019,-0.4775557664936801,26.88
frc_lorawdr16_wd0p3_lr5e4_c256_s42,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawdr16,LoRA+wd-r16,0.0005,42.0,frc_lorawdr16_wd0p3_lr5e4_c256,False,False,True,7.073062687887304,13.264441670965043,0.0721211837193783,0.0466712698850251,0.071826447551102,-0.4763835809456292,26.27
frc_lorawdr16_wd0p3_lr5e4_c256_s43,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawdr16,LoRA+wd-r16,0.0005,43.0,frc_lorawdr16_wd0p3_lr5e4_c256,False,False,True,7.083299444672893,13.330892145120185,0.0722076599745417,0.0466061295553086,0.071381853947553,-0.4719836588107985,26.52
frc_lorawdr16_wd0p3_lr5e4_c256_s44,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawdr16,LoRA+wd-r16,0.0005,44.0,frc_lorawdr16_wd0p3_lr5e4_c256,False,False,True,6.9198287681930895,13.23149074611867,0.0717940848749233,0.0468130813183949,0.0713859802563594,-0.444421927227045,26.64
frc_lorawdr16_wd0p3_lr5e4_c256_s45,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawdr16,LoRA+wd-r16,0.0005,45.0,frc_lorawdr16_wd0p3_lr5e4_c256,False,False,True,7.102173855183125,13.322006831620524,0.0719610980382069,0.0466607394007199,0.071369008485112,-0.4680104485874498,26.78
frc_lorawdr16_wd0p3_lr5e4_c256_s46,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawdr16,LoRA+wd-r16,0.0005,46.0,frc_lorawdr16_wd0p3_lr5e4_c256,False,False,True,7.014337104782068,13.2173934353928,0.0718873986676662,0.0466604723062586,0.0714996850577745,-0.4396150770279845,26.86
frc_milora_a1r_lr1e3_c256_s42,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.001,42.0,frc_milora_a1r_lr1e3_c256,False,False,True,15.090604815860448,26.99130586868774,0.0798791821754336,0.0488993236395953,0.0707865379295206,0.1852304161675628,17.21
frc_milora_a1r_lr1e3_c256_s43,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.001,43.0,frc_milora_a1r_lr1e3_c256,False,False,True,14.955367904909098,27.047863356003443,0.0787649502322679,0.049246260810709,0.071401877156531,0.1797240960600895,17.33
frc_milora_a1r_lr1e3_c256_s44,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.001,44.0,frc_milora_a1r_lr1e3_c256,False,False,True,15.014835019010578,27.138656644059427,0.0774817937437921,0.0493088255202393,0.0707181996011832,0.1797528068974981,14.84
frc_milora_a1r_lr1e4_c256_s42,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0001,42.0,frc_milora_a1r_lr1e4_c256,False,False,True,3.548793804561194,11.16050021482189,0.0645461921983044,0.1631762029580915,0.0695359308174353,-0.6057234732321786,27.56
frc_milora_a1r_lr1e4_c256_s43,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0001,43.0,frc_milora_a1r_lr1e4_c256,False,False,True,3.4963203883135376,11.101652904661856,0.0636127099247216,0.1630769932126598,0.0690941491176829,-0.6006724678413211,27.42
frc_milora_a1r_lr1e4_c256_s44,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0001,44.0,frc_milora_a1r_lr1e4_c256,False,False,True,3.416471813949622,10.94458275788595,0.0648590802456763,0.1608509146826851,0.0695357021670658,-0.5958507507903049,26.92
frc_milora_a1r_lr1e4_c256_s45,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0001,45.0,frc_milora_a1r_lr1e4_c256,False,False,True,3.5491619330555406,11.18462539400782,0.063775854706662,0.162873654694716,0.0682478202924157,-0.6101254416090145,27.31
frc_milora_a1r_lr2e4_c256_s42,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0002,42.0,frc_milora_a1r_lr2e4_c256,False,False,True,4.600287361948842,13.622630353114069,0.0661965683371495,0.1073460390709343,0.067479703125824,-0.4005536242747243,25.84
frc_milora_a1r_lr2e4_c256_s43,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0002,43.0,frc_milora_a1r_lr2e4_c256,False,False,True,4.518135278075346,13.531690136055971,0.0663614450002296,0.1064443125552013,0.0674439883947131,-0.3824754651137076,25.52
frc_milora_a1r_lr2e4_c256_s44,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0002,44.0,frc_milora_a1r_lr2e4_c256,False,False,True,4.599351578986303,13.606412823270135,0.0655482339223019,0.1072257699933614,0.0668800454032669,-0.3957739469155299,26.52
frc_milora_a1r_lr2e4_c256_s45,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0002,45.0,frc_milora_a1r_lr2e4_c256,False,False,True,4.573810785589944,13.671319749154732,0.0657675212104425,0.1071694669184949,0.0671571340721957,-0.3806979241243918,26.46
frc_milora_a1r_lr3e4_c256_s42,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0003,42.0,frc_milora_a1r_lr3e4_c256,False,False,True,5.930291500394581,16.244204981295127,0.0679842082044578,0.0827571885439178,0.065772121090368,-0.2650402387275547,24.72
frc_milora_a1r_lr3e4_c256_s43,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0003,43.0,frc_milora_a1r_lr3e4_c256,False,False,True,5.8233759755036525,16.235343941331312,0.0670532974758504,0.0822662265305887,0.0656824088284264,-0.2492602487646492,23.8
frc_milora_a1r_lr3e4_c256_s44,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0003,44.0,frc_milora_a1r_lr3e4_c256,False,False,True,5.837390948276585,16.247534315059557,0.0669576878348695,0.0827420975897764,0.0657541256825073,-0.2500319164905971,24.06
frc_milora_a1r_lr3e4_c256_s45,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0003,45.0,frc_milora_a1r_lr3e4_c256,False,False,True,5.964914946042279,16.29953100571023,0.067803920447527,0.0821436907579858,0.0657688228023987,-0.2510371387438385,24.9
frc_milora_a1r_lr5e4_c256_s42,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0005,42.0,frc_milora_a1r_lr5e4_c256,False,False,True,9.069614761359706,20.87166583394245,0.0706511209055946,0.060949503724314,0.0649434651542665,-0.0759275700896371,20.76
frc_milora_a1r_lr5e4_c256_s43,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0005,43.0,frc_milora_a1r_lr5e4_c256,False,False,True,9.011080198131197,20.713421982797342,0.0714744691433069,0.0609250554886143,0.0651517783548786,-0.0662597005030646,21.27
frc_milora_a1r_lr5e4_c256_s44,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0005,44.0,frc_milora_a1r_lr5e4_c256,False,False,True,8.929878108816887,20.834239439329348,0.0697226843947924,0.061298167394027,0.0647482683088559,-0.0625824185228621,21.0
frc_milora_a1r_lr5e4_c256_s45,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0005,45.0,frc_milora_a1r_lr5e4_c256,False,False,True,9.085951574886328,20.8759496122188,0.0688576459756701,0.06124626201742,0.0649192978821136,-0.0745847629157537,22.7
frc_milora_a1r_lr7e4_c256_s42,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0007,42.0,frc_milora_a1r_lr7e4_c256,False,False,True,12.197667677003862,24.087577266624532,0.0731636984980501,0.0529324778876665,0.0663754225239389,0.0538847903946921,17.84
frc_milora_a1r_lr7e4_c256_s43,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0007,43.0,frc_milora_a1r_lr7e4_c256,False,False,True,12.374171481424712,24.329118917767143,0.072837261043121,0.0529955122357808,0.0663226525709272,0.0358298252528281,18.4
frc_milora_a1r_lr7e4_c256_s44,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0007,44.0,frc_milora_a1r_lr7e4_c256,False,False,True,11.964638674044338,24.0707151500198,0.0731011187280056,0.0531313721187515,0.0664528962400892,0.0579702317107054,18.82
frc_milora_lr1e3_c256_s42,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.001,42.0,frc_milora_lr1e3_c256,False,True,True,1.643609446796613,4.107488335140421,0.0861462921081883,0.0564829616707092,0.0982751812672273,2.3948423700761263,0.0
frc_milora_lr1e3_c256_s43,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.001,43.0,frc_milora_lr1e3_c256,False,True,True,12.14476155579929,25.05371989587711,0.0931720428252231,0.048604986967079,0.0981904706176137,0.8561728309040297,2.13
frc_milora_lr1e3_c256_s44,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.001,44.0,frc_milora_lr1e3_c256,False,False,True,12.863495427202734,25.90025015087827,0.0932375864538034,0.0487672977801897,0.0942336321958433,0.7329403051216139,4.62
frc_milora_lr1e4_c256_s42,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0001,42.0,frc_milora_lr1e4_c256,False,False,True,3.965990334921612,12.217386495773775,0.0672731447712891,0.0955451351650353,0.0674583105691256,-0.5114492834995558,27.36
frc_milora_lr1e4_c256_s43,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0001,43.0,frc_milora_lr1e4_c256,False,False,True,3.8753073138496936,12.103279971314985,0.0675910335057988,0.0946872726724957,0.0677956664737371,-0.4977094720852271,25.94
frc_milora_lr1e4_c256_s44,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0001,44.0,frc_milora_lr1e4_c256,False,False,True,3.985684541289632,12.206268449906574,0.0672847801083374,0.0953927227838466,0.0674683956255157,-0.5011383110071159,27.39
frc_milora_lr1e4_c256_s45,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0001,45.0,frc_milora_lr1e4_c256,False,False,True,3.9485805106464777,12.245495513322274,0.067238400588595,0.095440130580542,0.0670330925951883,-0.5050110263168319,26.97
frc_milora_lr2e4_c256_s42,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0002,42.0,frc_milora_lr2e4_c256,False,False,True,5.740905116876098,15.875382128022038,0.0683646723692072,0.0681458560745359,0.0652467571704581,-0.2868455981627016,24.26
frc_milora_lr2e4_c256_s43,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0002,43.0,frc_milora_lr2e4_c256,False,False,True,5.756912787958296,15.936990856087888,0.0674049649848605,0.0685231079456982,0.0649004322958082,-0.283829652140146,24.16
frc_milora_lr2e4_c256_s44,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0002,44.0,frc_milora_lr2e4_c256,False,False,True,5.783036978280708,15.938440533898303,0.0681776887430877,0.0685135923899109,0.0655481862283623,-0.2719710455794816,24.24
frc_milora_lr2e4_c256_s45,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0002,45.0,frc_milora_lr2e4_c256,False,False,True,5.719724668268509,15.922575015453056,0.0682670766901685,0.068381525083845,0.0651830359489375,-0.2700257143004443,25.12
frc_milora_lr2e5_c256_s42,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,2e-05,42.0,frc_milora_lr2e5_c256,False,False,True,2.7426447625100083,9.766397983053768,0.0587681465635974,0.1612184112029474,0.070529067295855,-0.7226200253327454,26.95
frc_milora_lr2e5_c256_s43,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,2e-05,43.0,frc_milora_lr2e5_c256,False,False,True,2.7289302724859965,9.786776645286029,0.0589624658132704,0.1609461774078409,0.0702644342979476,-0.7321245806811024,26.32
frc_milora_lr2e5_c256_s44,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,2e-05,44.0,frc_milora_lr2e5_c256,False,False,True,2.731983802515502,9.781257609893734,0.0586064669754157,0.1612232272753832,0.0703226079593563,-0.7274622226247627,26.58
frc_milora_lr3e4_c256_s42,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0003,42.0,frc_milora_lr3e4_c256,False,False,True,7.777842531891195,19.1966239263694,0.0689001400606483,0.0576373206831736,0.0645572862067606,-0.1287774432402929,21.82
frc_milora_lr3e4_c256_s43,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0003,43.0,frc_milora_lr3e4_c256,False,False,True,7.954089496881877,19.28430341990594,0.0690301308994313,0.0573955944161777,0.0645868639792349,-0.1407415825326931,22.46
frc_milora_lr3e4_c256_s44,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0003,44.0,frc_milora_lr3e4_c256,False,False,True,7.86340958063234,19.231234376614957,0.0698644771160137,0.0575634353952817,0.0648944434458045,-0.1330631822683606,22.58
frc_milora_lr3e4_c256_s45,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0003,45.0,frc_milora_lr3e4_c256,False,False,True,7.925187526281763,19.34845982829065,0.0683486670169926,0.0575359467084559,0.0644030046922876,-0.1372724716820254,22.66
frc_milora_lr5e4_c256_s42,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0005,42.0,frc_milora_lr5e4_c256,False,False,True,12.553838828252584,24.41782522393285,0.0717196767725176,0.0498589180772513,0.0658585884086663,0.0586157970105617,17.54
frc_milora_lr5e4_c256_s43,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0005,43.0,frc_milora_lr5e4_c256,False,False,True,12.540334582799373,24.357072876785605,0.0720834114216801,0.0498327920258286,0.0660971078681209,0.0492567972322272,17.4
frc_milora_lr5e4_c256_s44,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0005,44.0,frc_milora_lr5e4_c256,False,False,True,12.491203373205003,24.183306242346426,0.0759380986294323,0.0494576163088112,0.0676275258581984,0.0528093281405613,16.09
frc_milora_lr5e4_c256_s45,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0005,45.0,frc_milora_lr5e4_c256,False,False,True,12.506815334236114,24.384885689987566,0.0736636349620743,0.0496461940463172,0.0664515377010103,0.0549575960124065,19.27
frc_milora_lr7e4_c256_s42,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0007,42.0,frc_milora_lr7e4_c256,False,False,True,15.15034991151033,27.071012374041832,0.0784868316421814,0.0478068562775561,0.0706177631671389,0.1688214630098239,15.5
frc_milora_lr7e4_c256_s43,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0007,43.0,frc_milora_lr7e4_c256,False,False,True,15.203610560991947,27.094296890056608,0.0770576958275837,0.0477911053648071,0.0699824200551389,0.1844358883083704,14.5
frc_milora_lr7e4_c256_s44,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0007,44.0,frc_milora_lr7e4_c256,False,False,True,15.062084416920698,26.929288617470423,0.0781760906207624,0.047726082664471,0.0705148524305337,0.1832128832942511,14.68
frc_milora_r32_lr3e4_c256_s42,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0003,42.0,frc_milora_r32_lr3e4_c256,False,False,True,7.777842531891195,19.1966239263694,0.0689001400606483,0.0576373206831736,0.0645572862067606,-0.1287774432402929,21.82
frc_milora_r32_lr3e4_c256_s43,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0003,43.0,frc_milora_r32_lr3e4_c256,False,False,True,7.954089496881877,19.28430341990594,0.0690301308994313,0.0573955944161777,0.0645868639792349,-0.1407415825326931,22.46
frc_milora_r32_lr3e4_c256_s44,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0003,44.0,frc_milora_r32_lr3e4_c256,False,False,True,7.86340958063234,19.231234376614957,0.0698644771160137,0.0575634353952817,0.0648944434458045,-0.1330631822683606,22.58
frc_milora_r32_lr3e4_c256_s45,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0003,45.0,frc_milora_r32_lr3e4_c256,False,False,True,7.925187526281763,19.34845982829065,0.0683486670169926,0.0575359467084559,0.0644030046922876,-0.1372724716820254,22.66
frc_pissa_r32_lr3e4_c256_s42,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,pissa,PiSSA,0.0003,42.0,frc_pissa_r32_lr3e4_c256,False,False,True,18.025627448268278,39.68892618965506,0.2214078181160526,0.0384192738030991,0.2161526888372378,0.1503879773252801,10.59
frc_pissa_r32_lr3e4_c256_s43,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,pissa,PiSSA,0.0003,43.0,frc_pissa_r32_lr3e4_c256,False,False,True,18.046002646851083,39.71883044997787,0.2210077431300102,0.0385117522772697,0.2162396027337775,0.1504801222703345,13.25
frc_pissa_r32_lr3e4_c256_s44,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,pissa,PiSSA,0.0003,44.0,frc_pissa_r32_lr3e4_c256,False,False,True,18.117260975002708,39.77379030646538,0.2209002000748583,0.0385626473712143,0.2167179232573977,0.1422955882897635,9.38
frc_pissa_r32_lr3e4_c256_s45,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,pissa,PiSSA,0.0003,45.0,frc_pissa_r32_lr3e4_c256,False,False,True,18.045105467551213,39.71548882703901,0.2214974651383235,0.0384627696388871,0.2164019811477257,0.1470886246281665,12.2
frc_sclora_b0p9_em_r128_lr5e5_s42,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,sclora,SC-LoRA,5e-05,42.0,frc_sclora_b0p9_em_r128_lr5e5,False,False,True,14.200944176871362,73.288740275203,0.0346982289171281,0.3995148836544869,0.0551631169148262,-0.7104110474574032,27.05
frc_sclora_b0p9_em_r128_lr5e5_s43,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,sclora,SC-LoRA,5e-05,43.0,frc_sclora_b0p9_em_r128_lr5e5,False,False,True,13.57134692046056,72.40997764698906,0.0350504271346218,0.3981119468821207,0.0556979399290263,-0.6983190507064237,27.56
frc_sclora_b0p9_em_r128_lr5e5_s44,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,sclora,SC-LoRA,5e-05,44.0,frc_sclora_b0p9_em_r128_lr5e5,False,False,True,13.568352946466488,72.51630232948973,0.0346361601830501,0.3986277929642054,0.0551530340872485,-0.6916490514132743,27.04
frc_sclora_lr1e3_c256_s42,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,sclora,SC-LoRA,0.001,42.0,frc_sclora_lr1e3_c256,False,True,True,12.195766040518365,25.705402013410737,0.0990824281965567,0.0477075478426715,0.1189022627117646,0.9151992641131624,1.14
frc_sclora_lr1e3_c256_s43,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,sclora,SC-LoRA,0.001,43.0,frc_sclora_lr1e3_c256,False,True,True,11.862919624625215,25.19456985375197,0.1003693431385506,0.0476389535678585,0.1203604149038275,0.9724527867166444,1.06
frc_sclora_lr1e3_c256_s44,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,sclora,SC-LoRA,0.001,44.0,frc_sclora_lr1e3_c256,False,True,True,12.528325987329756,26.318553456690143,0.0990591201077836,0.0476235578054886,0.1182495620056216,0.8679151048753324,0.64
frc_sclora_lr1e4_c256_s42,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,sclora,SC-LoRA,0.0001,42.0,frc_sclora_lr1e4_c256,False,False,True,12.452121710761466,32.15612087412224,0.0756278486501714,0.0424336998667405,0.1584666619355209,-0.2525105077413271,19.7
frc_sclora_lr1e4_c256_s43,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,sclora,SC-LoRA,0.0001,43.0,frc_sclora_lr1e4_c256,False,False,True,12.485954301993363,32.165550278180305,0.0752587970508922,0.042490252894152,0.1584197734625139,-0.2523551806717518,21.16
frc_sclora_lr1e4_c256_s44,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,sclora,SC-LoRA,0.0001,44.0,frc_sclora_lr1e4_c256,False,False,True,12.255889104328432,32.14961852932292,0.0750183799133407,0.0424278438670337,0.1582682966307104,-0.2318060383669284,21.17
frc_sclora_lr1e4_c256_s45,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,sclora,SC-LoRA,0.0001,45.0,frc_sclora_lr1e4_c256,False,False,True,12.507881000388634,32.20685941726433,0.0752903208096159,0.0424851054291179,0.1585332890160522,-0.2528990686350137,21.53
frc_sclora_lr2e4_c256_s42,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,sclora,SC-LoRA,0.0002,42.0,frc_sclora_lr2e4_c256,False,False,True,14.74781609604895,32.15329348430104,0.0756226347736901,0.0427734990097841,0.1431350545863191,-0.0943659986730452,16.36
frc_sclora_lr2e4_c256_s43,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,sclora,SC-LoRA,0.0002,43.0,frc_sclora_lr2e4_c256,False,False,True,14.74769447721674,32.19504275447015,0.0750162230828693,0.0426961297947432,0.1429928169214585,-0.0948519981439839,18.31
frc_sclora_lr2e4_c256_s44,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,sclora,SC-LoRA,0.0002,44.0,frc_sclora_lr2e4_c256,False,False,True,14.860235293414853,32.209207492261825,0.0748271848487064,0.0427940260140227,0.1428575660818291,-0.0931802845334546,15.62
frc_sclora_lr2e4_c256_s45,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,sclora,SC-LoRA,0.0002,45.0,frc_sclora_lr2e4_c256,False,False,True,14.856653828003996,32.244122517455104,0.075062191950559,0.0426684348485048,0.1432244504190988,-0.0989778267519208,17.33
frc_sclora_lr3e4_c256_s42,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,sclora,SC-LoRA,0.0003,42.0,frc_sclora_lr3e4_c256,False,False,True,15.946865991259385,31.976625932167416,0.0757888166748382,0.0431163611297852,0.1304512449937842,0.0116972881141425,15.54
frc_sclora_lr3e4_c256_s43,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,sclora,SC-LoRA,0.0003,43.0,frc_sclora_lr3e4_c256,False,False,True,16.07622404303254,31.96082616366259,0.0763573797266795,0.0431248192468482,0.1304063900328304,0.0144365278316721,16.6
