run,family,family_label,model,task,recipe,method,method_display,lr,seed,cell,withheld,quarantined,on_pool,stable_rank_w,eff_rank_w,e_top_w,e_bot_w,amp_top_w,log10_fdelta,retention_mean
qwsw_sclora_r32_lr1e4_s43,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,sclora,SC-LoRA,0.0001,43.0,qwsw_sclora_r32_lr1e4,False,False,True,14.61659053409486,37.76813057798712,0.1026984215190044,0.1236795318006182,0.1244742835638856,-0.5237482039929664,36.22
qwsw_sclora_r32_lr1e4_s44,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,sclora,SC-LoRA,0.0001,44.0,qwsw_sclora_r32_lr1e4,False,False,True,14.492071436440373,37.71149273239478,0.1028373367660492,0.1233603577453045,0.1246346962453939,-0.519418213170831,37.88
qwsw_sclora_r32_lr2e4_s42,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,sclora,SC-LoRA,0.0002,42.0,qwsw_sclora_r32_lr2e4,False,False,True,13.15608922104972,36.158349179071145,0.1767274543986659,0.0698151869803992,0.1748937819515773,-0.2022478713492892,7.39
qwsw_sclora_r32_lr2e4_s43,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,sclora,SC-LoRA,0.0002,43.0,qwsw_sclora_r32_lr2e4,False,False,True,16.329914671816983,36.26366467656693,0.1032483611510373,0.1196740546291965,0.1142278596169645,-0.370590400897281,29.82
qwsw_sclora_r32_lr2e4_s44,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,sclora,SC-LoRA,0.0002,44.0,qwsw_sclora_r32_lr2e4,False,False,True,16.354857634244315,36.2763336061393,0.103791781519528,0.1196365067172557,0.1150872777941517,-0.3622101706377709,30.02
qwsw_sclora_r32_lr2e5_s42,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,sclora,SC-LoRA,2e-05,42.0,qwsw_sclora_r32_lr2e5,False,False,True,6.634896055700141,28.682323911171768,0.1849507282079833,0.0694307735847093,0.2056674748918879,-0.768785352037399,39.78
qwsw_sclora_r32_lr2e5_s43,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,sclora,SC-LoRA,2e-05,43.0,qwsw_sclora_r32_lr2e5,False,False,True,9.562607597886029,34.15028614277947,0.1033809134176101,0.1340076413786772,0.1356352326492112,-0.9329291439546298,39.75
qwsw_sclora_r32_lr2e5_s44,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,sclora,SC-LoRA,2e-05,44.0,qwsw_sclora_r32_lr2e5,False,False,True,9.530776552073906,34.1466159168741,0.1033958809420796,0.1341302648859649,0.1355849222873914,-0.9318141382538384,39.8
qwsw_sclora_r32_lr3e4_s42,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,sclora,SC-LoRA,0.0003,42.0,qwsw_sclora_r32_lr3e4,False,False,True,14.51431812817605,35.6457692636891,0.1712018487172337,0.0720921340312642,0.1629786673571026,-0.1434523551432521,6.75
qwsw_sclora_r32_lr3e4_s43,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,sclora,SC-LoRA,0.0003,43.0,qwsw_sclora_r32_lr3e4,False,False,True,17.219234522005213,35.109592709288506,0.1043893057317157,0.1153185702115774,0.1068333913916323,-0.2719710455794816,29.0
qwsw_sclora_r32_lr3e4_s44,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,sclora,SC-LoRA,0.0003,44.0,qwsw_sclora_r32_lr3e4,False,False,True,17.066097100030483,35.026887322181175,0.104461128093544,0.115125320737277,0.1070301425661208,-0.2822463067892844,28.58
qwsw_sclora_r32_lr5e4_s42,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,sclora,SC-LoRA,0.0005,42.0,qwsw_sclora_r32_lr5e4,False,False,True,16.03654115788853,34.49023093443111,0.1637575523319031,0.0766665643406096,0.1474753842211261,-0.0420098215931696,6.88
qwsw_sclora_r32_lr5e4_s43,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,sclora,SC-LoRA,0.0005,43.0,qwsw_sclora_r32_lr5e4,False,False,True,17.53236485396959,33.58880053200064,0.1082243635398137,0.107111223841156,0.0981796508922304,-0.1524273408578878,6.7
qwsw_sclora_r32_lr5e4_s44,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,sclora,SC-LoRA,0.0005,44.0,qwsw_sclora_r32_lr5e4,False,False,True,17.568317209869303,33.30767245577248,0.106263208778755,0.1075544421444809,0.0972130861412833,-0.1422454779405577,19.06
qwsw_sclora_r32_lr5e5_s42,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,sclora,SC-LoRA,5e-05,42.0,qwsw_sclora_r32_lr5e5,False,False,True,8.79882181802623,33.138423816827164,0.1837427821334488,0.068083949331165,0.1976947744567583,-0.5600360640790951,39.04
qwsw_sclora_r32_lr5e5_s43,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,sclora,SC-LoRA,5e-05,43.0,qwsw_sclora_r32_lr5e5,False,False,True,12.233508130287357,37.19249240984288,0.102521622312443,0.1265170695028392,0.1304796692280418,-0.7059749059046773,38.27
qwsw_sclora_r32_lr5e5_s44,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,sclora,SC-LoRA,5e-05,44.0,qwsw_sclora_r32_lr5e5,False,False,True,12.13076372510756,37.13388810463329,0.102415390929427,0.1264011595450062,0.1302293792595869,-0.6963720236161103,39.08
qwsw_sclora_r32_lr7e5_s42,qwsw,Qwen-CS (qwsw),Qwen-2.5-7B,cs,sweep,sclora,SC-LoRA,7e-05,42.0,qwsw_sclora_r32_lr7e5,False,False,True,13.26645944810862,37.61844195784392,0.1023713427723542,0.1249787724291606,0.127719318808073,-0.6081830763867512,37.79
qwswm_clora_k1024_lr1e3_s42,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,clora,CLoRA,0.001,42.0,qwswm_clora_k1024_lr1e3,False,False,True,19.051685026300227,29.53354480603518,0.0507033561409096,0.0439845302170167,0.043452019228543,-0.3542830606303961,32.24
qwswm_clora_k1024_lr1e3_s43,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,clora,CLoRA,0.001,43.0,qwswm_clora_k1024_lr1e3,False,False,True,19.756136298051477,30.25521846427559,0.050313733653896,0.0440047674218337,0.04295487220014,-0.3630108981877709,31.48
qwswm_clora_k1024_lr1e3_s44,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,clora,CLoRA,0.001,44.0,qwswm_clora_k1024_lr1e3,False,False,True,19.770578785324386,30.308179704653245,0.0500409477445274,0.0437497844555755,0.0429136531990545,-0.364717362001788,31.48
qwswm_clora_k1024_lr1e4_s42,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,clora,CLoRA,0.0001,42.0,qwswm_clora_k1024_lr1e4,False,False,True,8.455248614256574,22.98113497608986,0.0553042294121243,0.0443495400698243,0.0472712505514894,-1.2700257143004443,43.86
qwswm_clora_k1024_lr1e4_s43,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,clora,CLoRA,0.0001,43.0,qwswm_clora_k1024_lr1e4,False,False,True,8.508610077330369,22.97821712718002,0.0559021104537494,0.0447264952508574,0.0473259667535465,-1.269217724333611,43.34
qwswm_clora_k1024_lr1e4_s44,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,clora,CLoRA,0.0001,44.0,qwswm_clora_k1024_lr1e4,False,False,True,8.578887880787459,23.07080291061086,0.0553110435097561,0.0448633720925494,0.0471637681365471,-1.274905478918531,42.56
qwswm_clora_k1024_lr2e4_s42,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,clora,CLoRA,0.0002,42.0,qwswm_clora_k1024_lr2e4,False,False,True,11.289516245340602,25.341995628071768,0.0516940548168883,0.0452094748015654,0.0442672176771494,-1.0893755951107988,45.57
qwswm_clora_k1024_lr2e4_s43,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,clora,CLoRA,0.0002,43.0,qwswm_clora_k1024_lr2e4,False,False,True,11.124537421816838,25.285784004552625,0.0519284531245665,0.0455303523060188,0.0443893198562058,-1.0814454694497264,43.75
qwswm_clora_k1024_lr2e4_s44,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,clora,CLoRA,0.0002,44.0,qwswm_clora_k1024_lr2e4,False,False,True,11.068457826640378,25.20470181316944,0.0522393148153432,0.0453511715354244,0.0449297053976149,-1.079876673709276,43.56
qwswm_clora_k1024_lr2e5_s42,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,clora,CLoRA,2e-05,42.0,qwswm_clora_k1024_lr2e5,False,False,True,4.0808412304680095,16.85268168316076,0.0610055651403238,0.0422971998897161,0.0528168276119219,-1.5214335044061569,43.42
qwswm_clora_k1024_lr2e5_s43,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,clora,CLoRA,2e-05,43.0,qwswm_clora_k1024_lr2e5,False,False,True,4.0684055880617365,16.838259960053815,0.060836105629068,0.042581034365985,0.0531211418233567,-1.518557371497695,43.12
qwswm_clora_k1024_lr2e5_s44,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,clora,CLoRA,2e-05,44.0,qwswm_clora_k1024_lr2e5,False,False,False,4.096159743619309,16.77672831059412,0.0611059455353066,0.0424721664803963,0.0531488380177502,-1.515700160653214,43.6
qwswm_clora_k1024_lr3e4_s42,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,clora,CLoRA,0.0003,42.0,qwswm_clora_k1024_lr3e4,False,False,True,13.697192566798464,27.189833980022858,0.0495270575294914,0.0457405852270773,0.042722202762016,-0.95233580539844,43.98
qwswm_clora_k1024_lr3e4_s43,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,clora,CLoRA,0.0003,43.0,qwswm_clora_k1024_lr3e4,False,False,True,13.66071232647497,27.120122539106973,0.0498834612236019,0.0456539450763887,0.0430722621989316,-0.9546770212133424,43.86
qwswm_clora_k1024_lr3e4_s44,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,clora,CLoRA,0.0003,44.0,qwswm_clora_k1024_lr3e4,False,False,True,13.675993902327937,27.181090209045284,0.0497452648813641,0.0455252415433935,0.0427655348894958,-0.9465373950745448,43.0
qwswm_clora_k1024_lr5e4_s42,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,clora,CLoRA,0.0005,42.0,qwswm_clora_k1024_lr5e4,False,False,True,17.858446677349765,29.10938047772917,0.0477181264321353,0.0454160303936734,0.0411892660730081,-0.7223907856959089,43.53
qwswm_clora_k1024_lr5e4_s43,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,clora,CLoRA,0.0005,43.0,qwswm_clora_k1024_lr5e4,False,False,True,17.830777281005968,29.218818326207757,0.0480055378434601,0.0454639292821897,0.0415042048918288,-0.7349462114959853,42.08
qwswm_clora_k1024_lr5e4_s44,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,clora,CLoRA,0.0005,44.0,qwswm_clora_k1024_lr5e4,False,False,True,18.147807676781824,29.303315882891702,0.0479254474883259,0.0455812001489076,0.0414402164526333,-0.7330630888408269,39.51
qwswm_clora_k1024_lr5e5_s42,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,clora,CLoRA,5e-05,42.0,qwswm_clora_k1024_lr5e5,False,False,True,6.298026840680114,20.949604711750904,0.0579979845159696,0.0437132468204669,0.0496167395837081,-1.413412695328245,43.46
qwswm_clora_k1024_lr5e5_s43,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,clora,CLoRA,5e-05,43.0,qwswm_clora_k1024_lr5e5,False,False,True,6.35983817088723,20.654157973209884,0.0587589643278444,0.0442414765436926,0.0497741226650413,-1.4122890349810886,44.06
qwswm_clora_k1024_lr5e5_s44,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,clora,CLoRA,5e-05,44.0,qwswm_clora_k1024_lr5e5,False,False,True,6.404431816216975,20.91745725012046,0.0583522493464041,0.0441589322566056,0.0496808916640983,-1.4168012260313771,43.78
qwswm_dora_r16_lr1e3_s42,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,dora,DoRA,0.001,42.0,qwswm_dora_r16_lr1e3,False,False,True,10.680519432800155,15.074407336623477,0.1107599927226875,0.1021554767818664,0.0711058591764871,-0.1688984354986406,22.56
qwswm_dora_r16_lr1e3_s44,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,dora,DoRA,0.001,44.0,qwswm_dora_r16_lr1e3,False,False,True,11.087269835900054,15.271582731257144,0.1104274388260031,0.1019239315521988,0.071155678525605,-0.1688343660905575,28.98
qwswm_dora_r16_lr1e4_s42,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,dora,DoRA,0.0001,42.0,qwswm_dora_r16_lr1e4,False,False,True,4.03924118915825,10.528705714484795,0.1223031874081018,0.1026801974636575,0.0751745738035681,-1.153044674980176,44.12
qwswm_dora_r16_lr1e4_s43,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,dora,DoRA,0.0001,43.0,qwswm_dora_r16_lr1e4,False,False,True,3.976821992845201,10.439178241159969,0.1224021057696202,0.1020947875701359,0.0753551663430741,-1.1487416512809248,43.42
qwswm_dora_r16_lr2e4_s42,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,dora,DoRA,0.0002,42.0,qwswm_dora_r16_lr2e4,False,False,True,5.456366260361172,12.37137949907001,0.1176283284808119,0.1006965197304306,0.0720562409850769,-0.9488474775526188,44.28
qwswm_dora_r16_lr2e4_s43,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,dora,DoRA,0.0002,43.0,qwswm_dora_r16_lr2e4,False,False,False,5.431142569520928,12.365285244563855,0.1173117114021042,0.1012037923941173,0.0715948795138138,-0.9507819773298184,44.46
qwswm_dora_r16_lr2e5_s42,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,dora,DoRA,2e-05,42.0,qwswm_dora_r16_lr2e5,False,False,True,2.3178456859202425,6.554295225778997,0.1240945482074966,0.1052600689969267,0.0845481596300767,-1.4045037781744258,43.64
qwswm_dora_r16_lr2e5_s43,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,dora,DoRA,2e-05,43.0,qwswm_dora_r16_lr2e5,False,False,True,2.30698019823904,6.53567089478874,0.1241479558542378,0.1058860256855785,0.0844284422734909,-1.4023048140744876,43.52
qwswm_dora_r16_lr3e4_s42,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,dora,DoRA,0.0003,42.0,qwswm_dora_r16_lr3e4,False,False,True,7.094195942499869,13.704133486483244,0.1140750803667982,0.1003832827501266,0.0707063936027922,-0.8046539416515803,36.39
qwswm_dora_r16_lr5e4_s42,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,dora,DoRA,0.0005,42.0,qwswm_dora_r16_lr5e4,False,False,True,9.360739324416992,14.728339411320878,0.110967697427652,0.10015632154828,0.0693601667448705,-0.5845258318907643,40.04
qwswm_dora_r16_lr5e5_s42,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,dora,DoRA,5e-05,42.0,qwswm_dora_r16_lr5e5,False,False,True,3.2164677274512647,8.957452554705101,0.1249355032495996,0.1049631589314711,0.0786226275302513,-1.2898826348881838,43.3
qwswm_dora_r16_lr5e5_s44,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,dora,DoRA,5e-05,44.0,qwswm_dora_r16_lr5e5,False,False,True,3.2649673638123318,9.042682050069034,0.1249225534480196,0.1043087782459294,0.0787972073721505,-1.294992040666664,43.72
qwswm_lora_null_r16_lr1e3_s42,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,lora_null,LoRA-Null,0.001,42.0,qwswm_lora_null_r16_lr1e3,False,False,True,11.540133742458169,16.351911969390134,0.1147216023474842,0.0910420894509492,0.0734933151030995,-0.4047242881979006,38.58
qwswm_lora_null_r16_lr1e3_s43,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,lora_null,LoRA-Null,0.001,43.0,qwswm_lora_null_r16_lr1e3,False,False,True,11.496664710945916,16.3280381407497,0.1144684482497278,0.0910198509435424,0.0734079004763506,-0.4069355683412824,39.8
qwswm_lora_null_r16_lr1e3_s44,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,lora_null,LoRA-Null,0.001,44.0,qwswm_lora_null_r16_lr1e3,False,False,True,11.636854078736803,16.375781757036926,0.1159870115160412,0.0909143856934608,0.0738863114827744,-0.4314462879505574,38.54
qwswm_lora_null_r16_lr1e4_s42,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,lora_null,LoRA-Null,0.0001,42.0,qwswm_lora_null_r16_lr1e4,False,False,True,7.857235722590316,19.06214759823925,0.2007866186891156,0.0744471726546315,0.1107663746914376,-1.2572748686953017,42.34
qwswm_lora_null_r16_lr1e4_s43,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,lora_null,LoRA-Null,0.0001,43.0,qwswm_lora_null_r16_lr1e4,False,False,True,7.860110530521294,19.058827766217718,0.2007798317303716,0.07441190174676,0.1107159811372405,-1.2588484011482148,43.77
qwswm_lora_null_r16_lr1e4_s44,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,lora_null,LoRA-Null,0.0001,44.0,qwswm_lora_null_r16_lr1e4,False,False,True,7.824020251870964,19.045397952197224,0.2006433164679447,0.0744295399490523,0.1107105039514885,-1.2572748686953017,43.96
qwswm_lora_null_r16_lr2e4_s42,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,lora_null,LoRA-Null,0.0002,42.0,qwswm_lora_null_r16_lr2e4,False,False,True,8.853523101024784,18.81498845906982,0.1761579504585026,0.0779433516385501,0.0997184350223612,-1.0710923097560474,43.47
qwswm_lora_null_r16_lr2e4_s43,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,lora_null,LoRA-Null,0.0002,43.0,qwswm_lora_null_r16_lr2e4,False,False,True,8.799097906139734,18.785477332087144,0.1764369816453241,0.0776784950469832,0.0997009328542862,-1.0710923097560474,44.2
qwswm_lora_null_r16_lr2e4_s44,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,lora_null,LoRA-Null,0.0002,44.0,qwswm_lora_null_r16_lr2e4,False,False,True,8.819337768212506,18.79586944437376,0.1763055720954323,0.0779249780200697,0.0997485541324304,-1.0695604052333,43.5
qwswm_lora_null_r16_lr2e5_s42,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,lora_null,LoRA-Null,2e-05,42.0,qwswm_lora_null_r16_lr2e5,False,False,True,5.763245914111363,16.376852606792156,0.2136657299250463,0.0792552580342444,0.1258680714037552,-1.5346171485515816,43.44
qwswm_lora_null_r16_lr2e5_s43,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,lora_null,LoRA-Null,2e-05,43.0,qwswm_lora_null_r16_lr2e5,False,False,True,5.7440205035836325,16.343951585462342,0.2131640999315333,0.0792324335786908,0.1256180717087376,-1.5346171485515816,43.04
qwswm_lora_null_r16_lr2e5_s44,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,lora_null,LoRA-Null,2e-05,44.0,qwswm_lora_null_r16_lr2e5,False,False,True,5.749769911814545,16.34908945639156,0.213197004014929,0.0791662107059835,0.125548774266354,-1.5361070110140926,43.19
qwswm_lora_null_r16_lr3e4_s42,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,lora_null,LoRA-Null,0.0003,42.0,qwswm_lora_null_r16_lr3e4,False,False,True,9.523494003516744,18.210862042584,0.1569569870982855,0.0821386961416066,0.0921278294160317,-0.935916564036404,42.37
qwswm_lora_null_r16_lr3e4_s43,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,lora_null,LoRA-Null,0.0003,43.0,qwswm_lora_null_r16_lr3e4,False,False,True,9.586488135373566,18.225713747517915,0.156390194500947,0.0819827800971129,0.0916249607679142,-0.9370421659154896,42.45
qwswm_lora_null_r16_lr3e4_s44,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,lora_null,LoRA-Null,0.0003,44.0,qwswm_lora_null_r16_lr3e4,False,False,True,9.552548301286642,18.216114646036253,0.1563220499722095,0.0818111869913434,0.0915537204718912,-0.93218548883816,42.37
qwswm_lora_null_r16_lr5e4_s42,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,lora_null,LoRA-Null,0.0005,42.0,qwswm_lora_null_r16_lr5e4,False,False,True,10.793974308930606,17.435934219112244,0.1328829478153994,0.0874867611415411,0.081918592151326,-0.7493360805367565,42.86
qwswm_lora_null_r16_lr5e4_s43,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,lora_null,LoRA-Null,0.0005,43.0,qwswm_lora_null_r16_lr5e4,False,False,True,10.751155076240591,17.41941387805538,0.1326407025538621,0.08750971647733,0.0818407759717834,-0.745935547085662,43.71
qwswm_lora_null_r16_lr5e4_s44,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,lora_null,LoRA-Null,0.0005,44.0,qwswm_lora_null_r16_lr5e4,False,False,True,10.665637444669729,17.40636052862144,0.1323921466315852,0.0869970913260113,0.0819050060305671,-0.7508016426088872,40.13
qwswm_lora_null_r16_lr5e5_s42,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,lora_null,LoRA-Null,5e-05,42.0,qwswm_lora_null_r16_lr5e5,False,False,True,6.8833308536914455,18.061482653669124,0.2117278837421506,0.07519482763485,0.1183000213757651,-1.38933983691012,42.88
qwswm_lora_null_r16_lr5e5_s44,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,lora_null,LoRA-Null,5e-05,44.0,qwswm_lora_null_r16_lr5e5,False,False,True,6.848474240279272,18.0435189439834,0.2113654130052256,0.0751843072538925,0.1179678977245299,-1.391473966422806,43.56
qwswm_lora_r16_lr1e3_s42,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,lora,LoRA,0.001,42.0,qwswm_lora_r16_lr1e3,False,False,True,11.454628634635734,15.477245196894415,0.1087595958003329,0.0920521296665635,0.0682737997723355,-0.2312879196223364,8.88
qwswm_lora_r16_lr1e3_s43,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,lora,LoRA,0.001,43.0,qwswm_lora_r16_lr1e3,False,False,True,11.355082625861142,15.458099551375032,0.1100782619181284,0.0914344244822878,0.0682352443232843,-0.2347786336950192,29.11
qwswm_lora_r16_lr1e3_s44,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,lora,LoRA,0.001,44.0,qwswm_lora_r16_lr1e3,False,False,True,11.373947319172515,15.487197798780164,0.1085565848307039,0.091432650494248,0.0676420702004365,-0.236497134532403,8.38
qwswm_lora_r16_lr1e4_s42,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,lora,LoRA,0.0001,42.0,qwswm_lora_r16_lr1e4,False,False,True,3.9983358193341134,10.481685750361692,0.1226228212411583,0.1033261254564226,0.0755760392581946,-1.1438755557576996,42.8
qwswm_lora_r16_lr1e4_s43,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,lora,LoRA,0.0001,43.0,qwswm_lora_r16_lr1e4,False,False,True,3.9520198986680017,10.359293477011036,0.1224643520066317,0.1022987113673106,0.0755292228590258,-1.1402614338028532,43.78
qwswm_lora_r16_lr1e4_s44,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,lora,LoRA,0.0001,44.0,qwswm_lora_r16_lr1e4,False,False,False,4.005140305768294,10.476361174057503,0.1219190651922033,0.1021850205156305,0.0754405361668686,-1.142064735280571,44.58
qwswm_lora_r16_lr2e4_s42,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,lora,LoRA,0.0002,42.0,qwswm_lora_r16_lr2e4,False,False,True,5.523164164479733,12.400018888511994,0.1174715393660949,0.1011677559644301,0.0721383348222349,-0.938170692705301,43.92
qwswm_lora_r16_lr2e4_s43,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,lora,LoRA,0.0002,43.0,qwswm_lora_r16_lr2e4,False,False,True,5.4428499755773565,12.23811437084073,0.1184663810744855,0.1011184513216141,0.0730604289513694,-0.9288547095489172,44.84
qwswm_lora_r16_lr2e4_s44,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,lora,LoRA,0.0002,44.0,qwswm_lora_r16_lr2e4,False,False,True,5.396330792200742,12.36175698441304,0.1182694526612716,0.1013704379316058,0.0719808639128866,-0.9450041384708584,44.34
qwswm_lora_r16_lr2e5_s42,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,lora,LoRA,2e-05,42.0,qwswm_lora_r16_lr2e5,False,False,True,2.3067684688697745,6.594309615073038,0.1242772963184885,0.1061899920528962,0.084565950650917,-1.4056074496245732,43.54
qwswm_lora_r16_lr2e5_s43,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,lora,LoRA,2e-05,43.0,qwswm_lora_r16_lr2e5,False,False,True,2.309351683854872,6.597575689300928,0.1234744846656541,0.1060366149917042,0.083669251606124,-1.4045037781744258,43.3
qwswm_lora_r16_lr2e5_s44,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,lora,LoRA,2e-05,44.0,qwswm_lora_r16_lr2e5,False,False,True,2.346887385947384,6.673907673944973,0.1238103175667221,0.1066126384431288,0.0844437990681322,-1.408935392973501,43.39
qwswm_lora_r16_lr3e4_s42,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,lora,LoRA,0.0003,42.0,qwswm_lora_r16_lr3e4,False,False,True,7.168104253888486,13.749221760458232,0.113429843662797,0.099816659629361,0.069856576540493,-0.7999707334462297,44.84
qwswm_lora_r16_lr3e4_s43,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,lora,LoRA,0.0003,43.0,qwswm_lora_r16_lr3e4,False,False,True,7.2146848394421745,13.690819506872588,0.114044776748138,0.0994650183579249,0.0701309312220125,-0.7754669373939143,44.8
qwswm_lora_r16_lr3e4_s44,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,lora,LoRA,0.0003,44.0,qwswm_lora_r16_lr3e4,False,False,True,7.0571803795477095,13.669702427372885,0.1142430747076155,0.0999499293226083,0.070351116321076,-0.8043770564130633,44.52
qwswm_lora_r16_lr5e4_s42,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,lora,LoRA,0.0005,42.0,qwswm_lora_r16_lr5e4,False,False,True,9.52660725629664,14.845492108213396,0.1112078202984283,0.0985662665858296,0.068668910764591,-0.6076548446387959,41.89
qwswm_lora_r16_lr5e4_s43,qwswm,Qwen-Math (qwswm),Qwen-2.5-7B,math,sweep,lora,LoRA,0.0005,43.0,qwswm_lora_r16_lr5e4,False,False,True,9.60785306506614,14.958670019290162,0.1104351895668315,0.0989853475782744,0.0676244704482328,-0.6172627342386696,42.35
