run,family,family_label,model,task,recipe,method,method_display,lr,seed,cell,withheld,quarantined,straggler,on_pool,cs_avg,gsm8k,adapt_task,bbh,mmlu_pro,mmlu,arc_c,truthfulqa,retention_mean,retention_broad,fdelta,dw_sv_max,dw_sv_mean,adapt,fro_total,spec_max,spec_mean,stable_rank_w,eff_rank_w,e_top_w,e_bot_w,amp_top_w,forgetting_ce,base_entropy,forgetting_kl,log10_fdelta,log10_spec_max,log10_fro_total,log10_dw_sv_max,log10_dw_sv_mean
frc_lorawd_wd0p5_lr2e4_c256_s45,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,0.0002,45.0,frc_lorawd_wd0p5_lr2e4_c256,False,False,False,True,71.06,,cs,34.17,20.4,47.73,40.44,35.93,27.28,35.73,0.2601,16.396,5.0096,71.06,138.77369596647623,16.399887084960938,5.012218720465898,4.673014413828255,14.300364160022584,0.07326382446281796,0.04967268206369519,0.07395748411153773,1.921194767144694,1.8100692116929957,0.11112555545169833,-0.5848596478041272,1.2148408578923804,2.142307155029483,1.2147379096444642,0.6998030502728401
frc_lorawd_wd0p5_lr3e4_c256_s42,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,0.0003,42.0,frc_lorawd_wd0p5_lr3e4_c256,False,False,False,True,43.59,,cs,34.88,20.05,47.69,39.76,35.36,27.47,35.55,0.2548,16.6238,4.768,43.59,153.26624060367496,16.623571395874023,4.769057117402554,6.540689232212439,17.83524480109759,0.07376953225996036,0.04829588665359125,0.07428610357058728,1.957915142517914,1.8520239240816387,0.10589121843627525,-0.5938005763366871,1.220724332979799,2.1854465049252325,1.2207303052721208,0.67833624673218
frc_lorawd_wd0p5_lr3e4_c256_s43,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,0.0003,43.0,frc_lorawd_wd0p5_lr3e4_c256,False,False,False,True,78.67,,cs,33.82,17.01,38.81,38.23,34.61,25.42,32.5,0.2596,16.6436,4.8154,78.67,154.30797407904245,16.64341926574707,4.816362950205803,6.4283269780703245,17.600032762890446,0.07514572591276256,0.04810611495066848,0.07647699933679722,1.9330238443313594,1.8100692116929957,0.1229546326383637,-0.5856953118716683,1.2212425536673175,2.1883883694140533,1.2212472697332477,0.6826323684236829
frc_lorawd_wd0p5_lr3e4_c256_s45,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,0.0003,45.0,frc_lorawd_wd0p5_lr3e4_c256,False,False,False,True,81.62,,cs,30.2,17.39,31.56,39.42,35.36,23.8,30.79,0.258,17.167,4.8387,81.62,153.79428975601235,17.166963577270508,4.839916594326496,6.465744070406424,17.686651563254312,0.07392897860903275,0.04824363321201855,0.07543795043645501,1.982035818140092,1.8100692116929957,0.17196660644709638,-0.5883802940367698,1.234693485711146,2.1869402108003126,1.2346944071422181,0.6847286966315762
frc_lorawd_wd0p5_lr5e4_c256_s42,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,0.0005,42.0,frc_lorawd_wd0p5_lr5e4_c256,False,False,False,True,82.36,,cs,33.28,15.9,37.63,37.54,34.83,24.59,31.84,0.2962,22.286,4.6436,82.36,165.90303752463362,22.28590202331543,4.643815045058727,8.524839798835101,20.642153577646887,0.07672285414968058,0.04677292546683414,0.077369797713507,1.960741185633686,1.8520239240816387,0.1087172615520473,-0.5284149458148103,1.3480302168749843,2.219854337610319,1.3480321261824868,0.6668548025233456
frc_lorawd_wd0p5_lr5e4_c256_s43,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,0.0005,43.0,frc_lorawd_wd0p5_lr5e4_c256,False,False,False,True,80.92,,cs,33.77,20.16,42.07,38.82,34.1,26.97,33.78,0.2636,23.587,4.5314,80.92,164.16457768501002,23.58688735961914,4.531727416068316,8.751603557998308,20.92645053956414,0.07582594663227094,0.046938866669344305,0.07516058872193325,1.9152920531484143,1.8100692116929957,0.1052228414554186,-0.5790545940780277,1.372670633054614,2.215279453785165,1.3726727070450602,0.656232400322034
frc_lorawd_wd0p5_lr5e4_c256_s44,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,0.0005,44.0,frc_lorawd_wd0p5_lr5e4_c256,False,False,False,True,78.94,,cs,33.91,20.3,45.32,38.14,34.15,27.1,34.36,0.2732,22.2229,4.5082,78.94,164.09841125365256,22.222637176513672,4.5085118122398855,8.786947178205443,21.029401477754295,0.07639338516690446,0.046912119538228186,0.07547620065545578,1.9144535285110094,1.8100692116929957,0.10438431681801363,-0.5635193049905051,1.3467955957050985,2.2151043763784317,1.3468007320043573,0.6540031746699131
frc_lorawd_wd0p5_lr5e4_c256_s45,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,0.0005,45.0,frc_lorawd_wd0p5_lr5e4_c256,False,False,False,True,82.28,,cs,33.9,19.36,23.06,40.19,34.32,26.63,30.17,0.2695,24.9057,4.5489,82.28,164.36754798844794,24.905405044555664,4.549174145609141,8.58810446735692,20.817560919191973,0.07692587010227162,0.04672333939724736,0.07592779450785482,1.915809148868688,1.8100692116929957,0.10573993717569219,-0.5694412304772425,1.3962936091956863,2.2158160764597836,1.3962987525275505,0.6579063896931011
frc_lorawd_wd0p5_lr7e4_c256_s42,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,0.0007,42.0,frc_lorawd_wd0p5_lr7e4_c256,False,False,False,True,81.24,,cs,34.73,19.08,38.47,37.88,35.37,26.9,33.11,0.2963,29.1585,4.6856,81.24,171.22142347827815,29.158222198486328,4.68603927642107,8.973667401197027,21.63389594308475,0.07639898770841375,0.04601865701308161,0.07523934984144366,1.9532564445502887,1.8520239240816387,0.10123252046864994,-0.5282683485199489,1.4647610411505907,2.2335581033101986,1.4647651788201956,0.6707652110199036
frc_lorawd_wd0p5_lr7e4_c256_s43,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,0.0007,43.0,frc_lorawd_wd0p5_lr7e4_c256,False,False,False,True,82.09,,cs,33.17,19.83,42.15,37.46,33.59,26.5,33.24,0.2858,30.5557,4.7034,82.09,171.1909381310604,30.555404663085938,4.703829218447209,8.859673641398349,21.561587712091,0.07637520759874904,0.04626766355263379,0.07525700073702757,1.9074292571940026,1.8100692116929957,0.09736004550100685,-0.5439377755450486,1.485088039709634,2.2334807718841465,1.4850922374145452,0.6724119148306318
frc_lorawd_wd0p5_lr7e4_c256_s44,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawd,LoRA+wd,0.0007,44.0,frc_lorawd_wd0p5_lr7e4_c256,False,False,False,True,80.91,,cs,34.6,19.59,43.73,38.31,33.07,27.1,33.86,0.2849,28.2925,4.6898,80.91,171.23175864430607,28.292194366455078,4.690318951010704,8.885907514520104,21.558287817281375,0.07767767617124909,0.0460527852316331,0.07621111959236586,1.9136135885382484,1.8100692116929957,0.10354437684525264,-0.5453075507605232,1.451666633009623,2.2335843171450303,1.4516713245596449,0.6711543222996387
frc_lorawdr16_wd0p3_lr3e4_c256_s42,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawdr16,LoRA+wd-r16,0.0003,42.0,frc_lorawdr16_wd0p3_lr3e4_c256,False,False,False,True,13.53,,cs,34.03,19.66,,,,26.84,,0.3275,18.1174,6.8085,13.53,188.29254521007047,18.133028030395508,6.813746210932732,4.650663034433042,10.988454817224403,0.07157309149497414,0.04820673921028588,0.07177378464496374,1.9737162141000093,1.8520239240816387,0.12169229001837056,-0.4847886956721981,1.2584703328922633,2.2748331259740757,1.2580958728843108,0.8330514417985304
frc_lorawdr16_wd0p3_lr3e4_c256_s42_reeval,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawdr16,LoRA+wd-r16,0.0003,,frc_lorawdr16_wd0p3_lr3e4_c256_s42_reeval,False,False,False,True,13.54,,cs,34.03,19.66,47.18,41.81,34.31,26.84,35.4,0.3275,18.1174,6.8085,13.54,,,,,,,,,,,,-0.4847886956721981,,,1.2580958728843108,0.8330514417985304
frc_lorawdr16_wd0p3_lr3e4_c256_s43,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawdr16,LoRA+wd-r16,0.0003,43.0,frc_lorawdr16_wd0p3_lr3e4_c256,False,False,False,True,71.95,,cs,34.79,19.71,46.82,41.47,36.41,27.25,35.84,0.3336,18.3984,6.8558,71.95,188.15928698760413,18.427288055419922,6.86176868379116,4.521827150580712,10.910365083181524,0.07102439264315757,0.04807303061053384,0.07134855018796177,1.9429365609114821,1.8100692116929957,0.13286734921848642,-0.4767739580342989,1.2654614247888376,2.2745256586799742,1.2647800566299394,0.8360581396964561
frc_lorawdr16_wd0p3_lr3e4_c256_s44,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawdr16,LoRA+wd-r16,0.0003,44.0,frc_lorawdr16_wd0p3_lr3e4_c256,False,False,False,True,61.33,,cs,33.97,20.14,45.08,40.53,36.66,27.06,35.28,0.3055,15.9874,6.7743,61.33,188.0910713533566,15.991999626159668,6.780012184381485,4.687252756169686,11.016437872216281,0.07114066234673505,0.048186739093294136,0.07142446890375333,1.9438627264953217,1.8100692116929957,0.13379351480232593,-0.514988785421427,1.2039027709576846,2.274368180164932,1.2037778410154663,0.8308644254735978
frc_lorawdr16_wd0p3_lr3e4_c256_s45,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawdr16,LoRA+wd-r16,0.0003,45.0,frc_lorawdr16_wd0p3_lr3e4_c256,False,False,False,True,80.67,,cs,33.37,20.39,45.2,40.36,35.45,26.88,34.95,0.333,20.6678,6.8244,80.67,188.501949514116,20.68702507019043,6.829851707816124,4.6455903764542885,11.00742259313655,0.07140748523561975,0.04790808251549798,0.07136641265230191,1.9414920028328613,1.8100692116929957,0.13142279113986555,-0.4775557664936801,1.3156980407626602,2.27531584610067,1.3152942502745995,0.8340644742997924
frc_lorawdr16_wd0p3_lr5e4_c256_s42,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawdr16,LoRA+wd-r16,0.0005,42.0,frc_lorawdr16_wd0p3_lr5e4_c256,False,False,False,True,81.04,,cs,33.42,19.12,,,,26.27,,0.3339,18.81,6.4851,81.04,217.99110275178595,18.809736251831055,6.4871976122260095,7.073062687887304,13.264441670965043,0.07212118371937834,0.046671269885025186,0.07182644755110204,1.9835131709949385,1.8520239240816387,0.13148924691329977,-0.47638358094562927,1.2743827059609347,2.3384387683538845,1.2743887955503788,0.8119166772764363
frc_lorawdr16_wd0p3_lr5e4_c256_s43,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawdr16,LoRA+wd-r16,0.0005,43.0,frc_lorawdr16_wd0p3_lr5e4_c256,False,False,False,True,77.79,,cs,33.77,19.27,43.98,38.4,34.33,26.52,33.95,0.3373,20.0763,6.4621,77.79,217.63653274985714,20.076065063476562,6.464376121759415,7.083299444672893,13.330892145120185,0.07220765997454179,0.04660612955530869,0.07138185394755309,1.9449003080671965,1.8100692116929957,0.13483109637420077,-0.47198365881079857,1.3026785944947303,2.337731798378881,1.3026836767176861,0.8103736743736952
frc_lorawdr16_wd0p3_lr5e4_c256_s44,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawdr16,LoRA+wd-r16,0.0005,44.0,frc_lorawdr16_wd0p3_lr5e4_c256,False,False,False,True,81.19,,cs,33.87,19.42,37.49,39.93,34.93,26.64,33.13,0.3594,19.9828,6.5295,81.19,217.6964404834598,19.982501983642578,6.531942829489708,6.9198287681930895,13.23149074611867,0.07179408487492334,0.04681308131839496,0.07138598025635948,1.9425154391686499,1.8100692116929957,0.13244622747565415,-0.444421927227045,1.3006498647538869,2.337851328025799,1.300656341715307,0.8148799262130795
frc_lorawdr16_wd0p3_lr5e4_c256_s45,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawdr16,LoRA+wd-r16,0.0005,45.0,frc_lorawdr16_wd0p3_lr5e4_c256,False,False,False,True,51.49,,cs,33.74,19.81,43.54,39.16,32.9,26.78,33.83,0.3404,22.9193,6.4681,51.49,218.0026179684128,22.91895294189453,6.470139215886593,7.102173855183125,13.322006831620525,0.07196109803820695,0.04666073940071999,0.07136900848511209,1.9461440790784579,1.8100692116929957,0.13607486738546215,-0.4680104485874498,1.360194772896376,2.3384617090284974,1.360201349299726,0.8107767256920735
frc_lorawdr16_wd0p3_lr5e4_c256_s46,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,lorawdr16,LoRA+wd-r16,0.0005,46.0,frc_lorawdr16_wd0p3_lr5e4_c256,False,False,False,True,81.39,,cs,33.88,19.83,45.46,41.04,35.79,26.86,35.2,0.3634,25.7945,6.5124,81.39,217.94079199382276,25.794313430786133,6.514807586371899,7.014337104782068,13.2173934353928,0.07188739866766629,0.04666047230625869,0.0714996850577745,1.9399815325319725,1.8100692116929957,0.12991232083897675,-0.4396150770279845,1.4115239727137179,2.3383385247840787,1.4115271139365795,0.8137410676271011
frc_milora_a1r_lr1e3_c256_s42,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.001,42.0,frc_milora_a1r_lr1e3_c256,False,False,False,True,65.2,,cs,27.48,6.94,23.23,29.69,35.45,17.21,24.56,1.5319,322.9453,28.6287,65.2,1304.541204410069,322.942626953125,28.631066566705705,15.090604815860447,26.99130586868774,0.0798791821754336,0.04889932363959538,0.07078653792952064,3.2316140988102564,1.8520239240816387,1.3795901747286177,0.18523041616756283,2.509125373690671,3.1154578010025964,2.5091289683994713,1.4568016276008915
frc_milora_a1r_lr1e3_c256_s43,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.001,43.0,frc_milora_a1r_lr1e3_c256,False,False,False,True,66.12,,cs,26.05,8.61,22.95,31.91,35.35,17.33,24.97,1.5126,229.3391,28.0612,66.12,1280.8884182418708,229.33851623535156,28.063557440042494,14.955367904909098,27.047863356003443,0.07876495023226798,0.04924626081070909,0.07140187715653103,3.1496052964456784,1.8100692116929957,1.3395360847526827,0.17972409606008954,2.3604769984009306,3.107511298790362,2.360478103864797,1.4481062391169637
frc_milora_a1r_lr1e3_c256_s44,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.001,44.0,frc_milora_a1r_lr1e3_c256,False,False,False,True,65.04,,cs,21.87,7.8,23.07,31.4,36.69,14.84,24.17,1.5127,244.543,28.1704,65.04,1290.7323887517707,244.54440307617188,28.172676306962966,15.014835019010578,27.138656644059427,0.07748179374379215,0.049308825520239304,0.07071819960118324,3.198534623921109,1.8100692116929957,1.3884654122281133,0.17975280689749815,2.3883577275091716,3.1108362080790477,2.388355235732711,1.4497930137077975
frc_milora_a1r_lr1e4_c256_s42,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0001,42.0,frc_milora_a1r_lr1e4_c256,False,False,False,True,36.01,,cs,35.02,20.09,47.12,44.28,36.4,27.56,36.58,0.2479,13.0673,5.9916,36.01,121.89106695602332,13.06732177734375,5.9922067612409595,3.548793804561194,11.16050021482189,0.0645461921983044,0.1631762029580915,0.06953593081743532,1.9736555104354359,1.8520239240816387,0.12163158635379712,-0.6057234732321786,1.1161865855523414,2.0859718785973524,1.1161858617783145,0.7775428121027346
frc_milora_a1r_lr1e4_c256_s43,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0001,43.0,frc_milora_a1r_lr1e4_c256,False,False,False,True,72.85,,cs,35.28,19.56,48.63,44.71,36.07,27.42,36.85,0.2508,12.9602,6.0222,72.85,121.76916491107522,12.96022891998291,6.022694544494152,3.4963203883135376,11.101652904661856,0.0636127099247216,0.1630769932126598,0.06909414911768295,1.93380291028227,1.8100692116929957,0.1237336985892743,-0.6006724678413211,1.112612672661684,2.085537327669899,1.1126117035581995,0.7797551745334415
frc_milora_a1r_lr1e4_c256_s44,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0001,44.0,frc_milora_a1r_lr1e4_c256,False,False,False,True,36.4,,cs,34.62,19.22,47.74,43.34,37.53,26.92,36.49,0.2536,15.728,6.1708,36.4,123.69775761896898,15.727765083312988,6.171437540650368,3.416471813949622,10.94458275788595,0.06485908024567631,0.16085091468268511,0.06953570216706584,2.0601950855779414,1.8100692116929957,0.25012587388494567,-0.5958507507903049,1.196667013726692,2.092361826851958,1.1966735004880604,0.7903414708506294
frc_milora_a1r_lr1e4_c256_s45,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0001,45.0,frc_milora_a1r_lr1e4_c256,False,False,False,True,74.29,,cs,34.71,19.91,47.24,42.92,36.06,27.31,36.17,0.2454,11.6294,6.0261,74.29,122.19849769553817,11.629400253295898,6.026789873838425,3.5491619330555406,11.184625394007819,0.06377585470666204,0.162873654694716,0.06824782029241573,1.9310410345718374,1.8100692116929957,0.12097182287884167,-0.6101254416090145,1.0655573180474203,2.0870658667367445,1.065557308588204,0.7800363342885238
frc_milora_a1r_lr2e4_c256_s42,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0002,42.0,frc_milora_a1r_lr2e4_c256,False,False,False,True,75.2,,cs,33.42,18.27,45.85,39.25,34.51,25.84,34.26,0.3976,30.3015,11.5625,75.2,270.91584557283807,30.301494598388672,11.565177115797997,4.600287361948842,13.622630353114069,0.06619656833714951,0.10734603907093436,0.06747970312582408,2.1208472161447918,1.8520239240816387,0.26882329206315303,-0.4005536242747243,1.4814640502786918,2.4328344071874404,1.481464127696978,1.063051745747089
frc_milora_a1r_lr2e4_c256_s43,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0002,43.0,frc_milora_a1r_lr2e4_c256,False,False,False,True,79.66,,cs,33.1,17.93,47.69,40.19,35.77,25.52,34.94,0.4145,28.018,11.61,79.66,270.19560244521904,28.018321990966797,11.613807812333107,4.518135278075346,13.531690136055973,0.06636144500022963,0.10644431255520138,0.0674439883947131,2.0795447387122876,1.8100692116929957,0.2694755270192919,-0.38247546511370767,1.4474421219602633,2.4316782764057865,1.4474371309510343,1.0648322197385738
frc_milora_a1r_lr2e4_c256_s44,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0002,44.0,frc_milora_a1r_lr2e4_c256,False,False,False,True,22.28,,cs,33.6,19.45,46.94,39.42,34.92,26.52,34.87,0.402,26.3707,11.5635,22.28,270.3118194542118,26.37084197998047,11.566428723931313,4.599351578986303,13.606412823270135,0.06554823392230191,0.10722576999336147,0.06688004540326692,2.0798272280296555,1.8100692116929957,0.26975801633665974,-0.3957739469155299,1.4211239963623283,2.4318650357524363,1.421121658124964,1.0630893047267806
frc_milora_a1r_lr2e4_c256_s45,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0002,45.0,frc_milora_a1r_lr2e4_c256,False,False,False,True,78.53,,cs,34.05,18.87,44.4,42.15,36.59,26.46,35.21,0.4162,27.4533,11.4819,78.53,269.9243906366469,27.453144073486328,11.485168513655662,4.573810785589944,13.671319749154732,0.06576752121044255,0.10716946691849491,0.06715713407219576,2.088509181263989,1.8100692116929957,0.27843996957099315,-0.38069792412439185,1.4385920892441608,2.431242129611378,1.4385945559136242,1.0600137601211048
frc_milora_a1r_lr3e4_c256_s42,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0003,42.0,frc_milora_a1r_lr3e4_c256,False,False,False,True,79.85,,cs,32.5,16.95,43.09,39.76,35.91,24.72,33.64,0.5432,48.5074,15.6114,79.85,420.20305580964055,48.50727462768555,15.613604140281677,5.930291500394581,16.244204981295127,0.06798420820445789,0.08275718854391786,0.06577212109036806,2.261508517512025,1.8520239240816387,0.4094845934303861,-0.2650402387275547,1.6858068745558255,2.6234592063670283,1.6858079970355855,1.1934418514936262
frc_milora_a1r_lr3e4_c256_s43,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0003,43.0,frc_milora_a1r_lr3e4_c256,False,False,False,True,58.72,,cs,31.06,16.54,41.97,37.71,35.52,23.8,32.56,0.5633,38.7195,15.6158,58.72,420.17519798864606,38.72005081176758,15.61808572113514,5.8233759755036525,16.235343941331312,0.0670532974758504,0.08226622653058877,0.06568240882842642,2.3107260134096386,1.8100692116929957,0.5006568017166428,-0.2492602487646492,1.5879359185551525,2.6234304133850928,1.5879297404585926,1.1935642381138178
frc_milora_a1r_lr3e4_c256_s44,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0003,44.0,frc_milora_a1r_lr3e4_c256,False,False,False,True,34.58,,cs,31.19,16.94,40.94,38.23,35.82,24.06,32.62,0.5623,37.4071,15.6225,34.58,419.2066818203677,37.40700149536133,15.623989224433899,5.837390948276585,16.247534315059557,0.0669576878348695,0.08274209758977646,0.0657541256825073,2.2361077872353095,1.8100692116929957,0.4260385755423137,-0.2500319164905971,1.5729528970191091,2.622428196338714,1.5729540406543374,1.193750533339446
frc_milora_a1r_lr3e4_c256_s45,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0003,45.0,frc_milora_a1r_lr3e4_c256,False,False,False,True,79.29,,cs,32.25,17.54,37.64,36.09,35.21,24.9,31.75,0.561,54.139,15.5777,79.29,422.4072352888848,54.13917922973633,15.57936232984066,5.964914946042279,16.29953100571023,0.06780392044752706,0.08214369075798586,0.0657688228023987,2.2197030012595786,1.8100692116929957,0.4096337895665829,-0.25103713874383854,1.7335116674171545,2.6257313484914904,1.733510229666981,1.1925033358111705
frc_milora_a1r_lr5e4_c256_s42,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0005,42.0,frc_milora_a1r_lr5e4_c256,False,False,False,True,76.81,,cs,29.61,11.91,32.23,36.01,34.44,20.76,28.84,0.8396,128.7314,20.6305,76.81,705.6000161960968,128.7319793701172,20.63196446299553,9.069614761359706,20.871665833942455,0.07065112090559468,0.060949503724314055,0.0649434651542665,2.5996852616355084,1.8520239240816387,0.7476613375538697,-0.07592757008963716,2.109686446972452,2.8485585820924078,2.1096844923857803,1.3145097536449666
frc_milora_a1r_lr5e4_c256_s43,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0005,43.0,frc_milora_a1r_lr5e4_c256,False,False,False,True,76.92,,cs,29.24,13.3,27.09,36.01,31.76,21.27,27.48,0.8585,144.397,20.851,76.92,710.4747902018032,144.39671325683594,20.852521306276323,9.011080198131195,20.713421982797342,0.07147446914330693,0.060925055488614384,0.06515177835487862,2.5658613428720956,1.8100692116929957,0.7557921311790998,-0.06625970050306468,2.159557307979709,2.85154867245281,2.1595581704013487,1.3191268882818388
frc_milora_a1r_lr5e4_c256_s44,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0005,44.0,frc_milora_a1r_lr5e4_c256,False,False,False,True,77.63,,cs,29.69,12.3,32.44,39.59,35.26,21.0,29.86,0.8658,101.5895,20.6686,77.63,700.6801662846502,101.58879852294922,20.670315116643906,8.929878108816887,20.834239439329348,0.06972268439479248,0.061298167394027006,0.06474826830885591,2.535882304374965,1.8100692116929957,0.7258130926819695,-0.06258241852286216,2.0068458240122444,2.8455198243652156,2.0068488228326355,1.3153110604266962
frc_milora_a1r_lr5e4_c256_s45,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0005,45.0,frc_milora_a1r_lr5e4_c256,False,False,False,True,77.41,,cs,31.68,13.73,29.52,35.15,34.71,22.7,28.96,0.8422,85.7794,20.4439,77.41,700.2047192993292,85.77861022949219,20.44555330872536,9.085951574886327,20.8759496122188,0.06885764597567014,0.06124626201742009,0.0649192978821136,2.547923168060233,1.8100692116929957,0.737853956367237,-0.07458476291575376,1.93337900559445,2.8452250335337697,1.9333830041599853,1.3105637479653356
frc_milora_a1r_lr7e4_c256_s42,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0007,42.0,frc_milora_a1r_lr7e4_c256,False,False,False,True,73.68,,cs,27.63,8.05,23.28,30.55,37.05,17.84,25.31,1.1321,181.4573,23.5484,73.68,950.3601778597869,181.45640563964844,23.55128418803215,12.197667677003862,24.087577266624535,0.07316369849805014,0.05293247788766655,0.06637542252393899,2.8598856559229007,1.8520239240816387,1.007861731841262,0.05388479039469211,2.258772303949355,2.977888230143341,2.2587744444899824,1.3719614042556971
frc_milora_a1r_lr7e4_c256_s43,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0007,43.0,frc_milora_a1r_lr7e4_c256,False,False,False,True,62.46,,cs,28.57,8.22,27.63,33.79,35.23,18.4,26.69,1.086,137.0981,23.0842,62.46,946.4859372411903,137.09556579589844,23.086851370334625,12.374171481424712,24.329118917767143,0.07283726104312103,0.05299551223578089,0.06632265257092723,2.8429486562248996,1.8100692116929957,1.0328794445319038,0.03582982525282817,2.1370234082430812,2.9761141656596437,2.1370314360788387,1.3633148283519305
frc_milora_a1r_lr7e4_c256_s44,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0007,44.0,frc_milora_a1r_lr7e4_c256,False,False,False,True,74.43,,cs,27.48,10.16,23.8,33.53,37.37,18.82,26.47,1.1428,181.1052,23.6898,74.43,947.9654292276098,181.1024932861328,23.69256152510643,11.964638674044338,24.070715150019797,0.07310111872800563,0.05313137211875155,0.06645289624008928,2.8208880928722886,1.8100692116929957,1.0108188811792929,0.05797023171070541,2.257924429402714,2.976792499606582,2.257930920214027,1.3745613942279136
frc_milora_lr1e3_c256_s42,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.001,42.0,frc_milora_lr1e3_c256,False,True,False,True,0.0,,cs,0.0,0.0,22.95,26.62,49.17,0.0,19.75,248.2232,9143.6299,552.2205,0.0,14629.7594717584,9143.7685546875,552.4204793453216,1.643609446796613,4.107488335140421,0.08614629210818835,0.056482961670709285,0.09827518126722734,9.392564538427113,1.8520239240816387,7.540540614345474,2.3948423700761263,3.961125224747879,4.165237185937561,3.9611186391238142,2.742112524852364
frc_milora_lr1e3_c256_s43,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.001,43.0,frc_milora_lr1e3_c256,False,True,False,True,36.33,,cs,4.27,0.0,23.22,23.21,47.73,2.13,19.69,7.1808,811.9213,81.0672,36.33,3295.9015979023807,811.9063110351562,81.07501593828201,12.14476155579929,25.05371989587711,0.09317204282522319,0.048604986967079065,0.09819047061761371,8.865112520247871,1.8100692116929957,7.055043308554875,0.8561728309040297,2.9095059172362947,3.5179742369674476,2.9095139348665864,1.9088451730721752
