run,family,family_label,model,task,recipe,method,method_display,lr,seed,cell,withheld,quarantined,straggler,on_pool,cs_avg,gsm8k,adapt_task,bbh,mmlu_pro,mmlu,arc_c,truthfulqa,retention_mean,retention_broad,fdelta,dw_sv_max,dw_sv_mean,adapt,fro_total,spec_max,spec_mean,stable_rank_w,eff_rank_w,e_top_w,e_bot_w,amp_top_w,forgetting_ce,base_entropy,forgetting_kl,log10_fdelta,log10_spec_max,log10_fro_total,log10_dw_sv_max,log10_dw_sv_mean
lrsw_lorawd_wd0p3_lr1e4_s44,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lorawd,LoRA+wd,0.0001,44.0,lrsw_lorawd_wd0p3_lr1e4,False,False,False,True,67.67,,cs,35.08,20.32,48.22,41.3,36.44,27.7,36.27,0.2366,14.4667,5.5389,67.67,125.05454008448747,14.486616134643555,5.540290574729442,3.0573657505317366,10.22252511276829,0.07157764164752034,0.050547816711146644,0.07259677460693939,1.9203799521099458,1.8100692116929957,0.1103107404169501,-0.6259852597080884,1.1609669523672084,2.097099463342396,1.1603694754702252,0.7434235244100473
lrsw_lorawd_wd0p3_lr1e4_s45,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lorawd,LoRA+wd,0.0001,45.0,lrsw_lorawd_wd0p3_lr1e4,False,False,False,True,74.86,,cs,34.93,19.76,46.21,40.96,35.86,27.34,35.54,0.2349,17.7221,5.5666,74.86,125.41180602822732,17.749942779541016,5.567833991348744,3.0837678572055984,10.20399229575253,0.07226027254416027,0.05033963030883366,0.07258473533980057,1.9634835512031703,1.8520239240816387,0.11145962712153157,-0.6291169832223942,1.2491969573590203,2.0983384220733896,1.248515182809189,0.7455900152652563
lrsw_lorawd_wd0p3_lr2e3_s43,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lorawd,LoRA+wd,0.002,43.0,lrsw_lorawd_wd0p3_lr2e3,False,True,False,True,0.0,,cs,0.0,0.0,22.95,27.39,49.87,0.0,20.04,90.9627,1952.0587,188.1019,0.0,4342.813816041782,1952.0968017578125,188.25379914045334,1.0257663828668921,1.0756825469165499,0.06301962218542456,0.06400863614507868,0.06943288289109939,10.058796462210537,1.8520239240816387,8.206772538128899,1.9588633428153226,3.2905013499223097,3.637771210803877,3.2904928731169356,2.274393182341172
lrsw_lorawd_wd0p3_lr2e3_s44,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lorawd,LoRA+wd,0.002,44.0,lrsw_lorawd_wd0p3_lr2e3,False,True,False,True,0.0,,cs,0.0,0.0,22.95,27.13,50.34,0.0,20.08,87.484,4262.2129,121.8668,0.0,6427.941153480128,4262.30615234375,121.98770715668797,1.017021454028063,1.0503753756997458,0.05954200237399213,0.05821086116185663,0.0715314486123107,10.34002086021009,1.8100692116929957,8.529951648517095,1.941928631912614,3.62964464094324,3.808071892230099,3.6296351391806025,2.0858854074999478
lrsw_lorawd_wd0p3_lr2e4_s42,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lorawd,LoRA+wd,0.0002,42.0,lrsw_lorawd_wd0p3_lr2e4,False,False,False,True,40.74,,cs,35.28,20.05,47.07,42.83,34.97,27.66,36.04,0.3007,21.1871,7.0286,40.74,195.62416257838262,21.207883834838867,7.0323129668831825,4.769270815544503,15.474202459714228,0.07045254128937325,0.048382314721409574,0.07067687968943749,2.0188288582911476,1.8520239240816387,0.16680493420950882,-0.5218665718994825,1.3264973359044676,2.291422495780666,1.3260715163998962,0.8468688281742385
lrsw_lorawd_wd0p3_lr2e4_s43,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lorawd,LoRA+wd,0.0002,43.0,lrsw_lorawd_wd0p3_lr2e4,False,False,False,True,77.05,,cs,33.05,19.81,45.86,41.72,35.95,26.43,35.28,0.3017,17.2927,6.9479,77.05,195.61307547633336,17.298202514648438,6.95076457709074,4.94212668354264,15.718151370403422,0.07124328505251962,0.04838408775718293,0.07102318785225788,1.974055195068709,1.8100692116929957,0.16398598337571335,-0.5204246898250116,1.2380009772023917,2.2913978812155213,1.2378628072446953,0.8418535590898674
lrsw_lorawd_wd0p3_lr2e4_s44,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lorawd,LoRA+wd,0.0002,44.0,lrsw_lorawd_wd0p3_lr2e4,False,False,False,True,62.72,,cs,34.66,19.61,45.93,42.15,34.54,27.14,35.38,0.2996,19.7061,6.9905,62.72,195.31118940361583,19.734519958496094,6.994180229306221,4.869078382876171,15.608879533112136,0.0712068497718229,0.04855152946763427,0.07114248834104792,1.976574211441095,1.8100692116929957,0.16650499974809918,-0.5234581909725712,1.2952265666620213,2.29072712478833,1.2946006823174048,0.844508240048252
lrsw_lorawd_wd0p3_lr2e4_s45,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lorawd,LoRA+wd,0.0002,45.0,lrsw_lorawd_wd0p3_lr2e4,False,False,False,True,79.87,,cs,33.91,19.46,44.32,40.44,35.05,26.68,34.64,0.2995,21.6688,6.9784,79.87,196.13738696897136,21.689146041870117,6.982110676169396,4.875645348414987,15.590141898785541,0.0710066411413342,0.04850163307558865,0.07099810286711969,1.9735583411168816,1.8100692116929957,0.16348912942388583,-0.5236031732746699,1.3362424530467183,2.292560385134931,1.3358348611209931,0.8437558594677724
lrsw_lorawd_wd0p3_lr2e5_s42,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lorawd,LoRA+wd,2e-05,42.0,lrsw_lorawd_wd0p3_lr2e5,False,False,False,True,23.48,,cs,34.0,19.49,46.56,46.5,36.42,26.74,36.59,0.2146,5.5133,2.1129,23.48,35.49842832803133,5.524938583374023,2.1144824333488943,1.4899986597784565,3.599104316473871,0.06388333925633477,0.04830736913935664,0.07968261486012262,2.1213124137498016,1.8520239240816387,0.2692884896681629,-0.6683702823700677,0.7423274546557891,1.5502091253488042,0.7414116247665464,0.32487894311199367
lrsw_lorawd_wd0p3_lr2e5_s43,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lorawd,LoRA+wd,2e-05,43.0,lrsw_lorawd_wd0p3_lr2e5,False,False,False,True,56.48,,cs,33.33,19.68,46.46,46.25,36.55,26.5,36.45,0.2158,5.8066,2.1266,56.48,35.723630254842035,5.819927215576172,2.1279801458120344,1.4849791334254754,3.5813026468365172,0.06380436915508785,0.04817018609764244,0.0796865978044386,2.0838732387972225,1.8100692116929957,0.2738040271042268,-0.6659485596531082,0.764917553366161,1.5529555857018287,0.7639219097639797,0.32768580954102433
lrsw_lorawd_wd0p3_lr2e5_s44,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lorawd,LoRA+wd,2e-05,44.0,lrsw_lorawd_wd0p3_lr2e5,False,False,False,True,46.05,,cs,34.0,19.66,46.84,45.9,36.61,26.83,36.6,0.2172,5.7326,2.1168,46.05,35.57363741090024,5.745983600616455,2.118313888832927,1.4889589917353985,3.593485332982782,0.06345803536326283,0.0484664246399351,0.07954204133853439,2.0827364865273523,1.8100692116929957,0.2726672748343566,-0.6631401790831907,0.7593643821550683,1.5511282741460544,0.7583516393408154,0.3256798268434258
lrsw_lorawd_wd0p3_lr3e4_s42,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lorawd,LoRA+wd,0.0003,42.0,lrsw_lorawd_wd0p3_lr3e4,False,False,False,True,80.56,,cs,32.97,19.39,43.24,39.93,35.27,26.18,34.16,0.3769,22.6467,7.0799,80.56,233.70447500309743,22.64618492126465,7.081189750134945,6.957457174233737,19.450225424866616,0.07195047626013971,0.04744507078874093,0.07089397635723439,2.043574158464022,1.8520239240816387,0.19155023438238317,-0.423773862550395,1.3549950492982255,2.3686670283979807,1.3550049270462605,0.850027123543597
lrsw_lorawd_wd0p3_lr3e4_s43,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lorawd,LoRA+wd,0.0003,43.0,lrsw_lorawd_wd0p3_lr3e4,False,False,False,True,79.61,,cs,34.23,19.04,45.61,40.19,32.41,26.64,34.3,0.3499,26.4847,7.1276,79.61,234.83436080613222,26.48444175720215,7.1293730065226555,6.920613789277418,19.38556450393637,0.07188112458740506,0.04741484203466147,0.07089943623856507,1.997637208817239,1.8100692116929957,0.1875679971242432,-0.45605605751709355,1.4229908232477628,2.370761642902252,1.4229950579179267,0.85294331916193
lrsw_lorawd_wd0p3_lr3e4_s44,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lorawd,LoRA+wd,0.0003,44.0,lrsw_lorawd_wd0p3_lr3e4,False,False,False,True,49.84,,cs,34.27,19.53,44.94,40.96,35.01,26.9,34.94,0.3507,20.3812,7.0489,49.84,233.90933711129688,20.380992889404297,7.050029443204403,7.035176910976501,19.614077751256414,0.07260969371057478,0.04737959932587962,0.0710507815294398,2.0010711570244637,1.8100692116929957,0.19100194533146797,-0.45506423411849745,1.3092253374665723,2.3690475581707515,1.3092297507222135,0.8481213494448436
lrsw_lorawd_wd0p3_lr3e4_s45,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lorawd,LoRA+wd,0.0003,45.0,lrsw_lorawd_wd0p3_lr3e4,False,False,False,True,79.33,,cs,34.13,18.99,44.15,40.1,33.98,26.56,34.27,0.3479,26.1192,7.0686,79.33,234.4414412784103,26.118799209594727,7.070083603262901,7.027107556278601,19.565617001816403,0.0723467979091978,0.0473968251447683,0.07121880822041125,1.9938344643721337,1.8100692116929957,0.183765252679138,-0.4585455712524111,1.4169532067288235,2.3700343826350907,1.4169598708838083,0.8493334063737243
lrsw_lorawd_wd0p3_lr5e4_s42,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lorawd,LoRA+wd,0.0005,42.0,lrsw_lorawd_wd0p3_lr5e4,False,False,False,True,81.62,,cs,32.38,18.72,39.2,40.44,35.33,25.55,33.21,0.3941,34.2778,6.6902,81.62,266.7415268280986,34.27729797363281,6.690685829520225,10.71520787870005,23.79529842764886,0.07478452722661035,0.04642776845765228,0.07273912625405438,2.0437287245841684,1.8520239240816387,0.1917048005025297,-0.40439356513439695,1.5350065798383359,2.4260906327441307,1.5350129404821826,0.8254391009663384
lrsw_lorawd_wd0p3_lr5e4_s43,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lorawd,LoRA+wd,0.0005,43.0,lrsw_lorawd_wd0p3_lr5e4,False,False,False,True,81.89,,cs,32.74,18.97,42.15,38.57,32.57,25.86,33.0,0.3841,38.2442,6.7211,81.89,266.1148092503015,38.24384689331055,6.721438390016556,10.619055563787567,23.684447696933987,0.07436292901528019,0.046396927799421346,0.07259424069894602,2.0430797374500687,1.8520239240816387,0.19105581336842992,-0.41555569283482385,1.5825615708558551,2.425069043648441,1.5825655806925023,0.8274403571066423
lrsw_lorawd_wd0p3_lr5e4_s44,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lorawd,LoRA+wd,0.0005,44.0,lrsw_lorawd_wd0p3_lr5e4,False,False,False,True,81.9,,cs,33.04,19.71,44.02,39.08,34.62,26.38,34.09,0.411,33.6772,6.7516,81.9,266.9955887447257,33.67736053466797,6.752056196331978,10.663479079891294,23.796571444779495,0.07516645171083526,0.046333269499346026,0.07258860444761724,2.0409187356893947,1.8520239240816387,0.188894811607756,-0.38615817812393083,1.5273380463030104,2.4265040860849876,1.5273359760847536,0.8294067045093887
lrsw_lorawd_wd0p3_lr5e4_s45,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lorawd,LoRA+wd,0.0005,45.0,lrsw_lorawd_wd0p3_lr5e4,False,False,False,True,81.59,,cs,32.21,19.08,41.49,38.99,32.59,25.64,32.87,0.4071,37.3153,6.7927,81.59,267.35890722752464,37.315208435058594,6.793118162453174,10.611306862412095,23.641400889281183,0.07458106497825,0.04627930673730472,0.0724225636695616,2.037566246678821,1.8520239240816387,0.18554232259718217,-0.3902988976206005,1.5718858718425983,2.427094657466933,1.5718869375233666,0.8320424343726165
lrsw_lorawd_wd0p3_lr5e5_s42,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lorawd,LoRA+wd,5e-05,42.0,lrsw_lorawd_wd0p3_lr5e5,False,False,False,True,45.39,,cs,35.16,20.44,48.03,46.59,34.3,27.8,36.9,0.2186,11.2165,3.7897,45.39,73.48565442425907,11.235029220581055,3.7916760206222535,2.1744180871802747,6.635515780120314,0.07083995419204386,0.05157809551869712,0.07517332872253918,2.1023961545240146,1.8520239240816387,0.2503722304423759,-0.660349842386316,1.0505742062896921,1.8662025661255248,1.0498573606797315,0.5786048317355198
lrsw_lorawd_wd0p3_lr5e5_s43,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lorawd,LoRA+wd,5e-05,43.0,lrsw_lorawd_wd0p3_lr5e5,False,False,False,True,55.34,,cs,35.05,20.07,47.42,45.14,36.27,27.56,36.79,0.2213,10.8919,3.8192,55.34,73.5419517066455,10.896163940429688,3.8206994757056236,2.137822271273953,6.531062413392445,0.0710830319615676,0.051675472689488536,0.07517378182903418,2.0670504098885054,1.8100692116929957,0.2569811981955097,-0.6550185860727421,1.0372736288829865,1.8665351512899695,1.0371036453701346,0.5819724016626793
lrsw_lorawd_wd0p3_lr5e5_s44,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lorawd,LoRA+wd,5e-05,44.0,lrsw_lorawd_wd0p3_lr5e5,False,False,False,True,24.44,,cs,34.77,19.88,48.52,43.86,35.31,27.33,36.47,0.2211,11.8894,3.7938,24.44,73.68677655912718,11.909615516662598,3.7957749851047993,2.1695735610891527,6.625377421392865,0.07079154563474979,0.051565840616555905,0.07504584682286278,2.068094519928801,1.8100692116929957,0.25802530823580505,-0.6554112574212861,1.0758977411899886,1.8673895586505795,1.0751599384484605,0.5790744321968619
lrsw_milora_r32_lr1e3_s42,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,milora,MiLoRA,0.001,42.0,lrsw_milora_r32_lr1e3,False,False,False,True,65.29,,cs,27.48,6.94,23.23,29.69,35.45,17.21,24.56,1.5319,322.9453,28.6287,65.29,1304.541204410069,322.942626953125,28.631066566705705,15.090604815860447,26.99130586868774,0.0798791821754336,0.04889932363959538,0.07078653792952064,3.2316140988102564,1.8520239240816387,1.3795901747286177,0.18523041616756283,2.509125373690671,3.1154578010025964,2.5091289683994713,1.4568016276008915
lrsw_milora_r32_lr1e3_s43,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,milora,MiLoRA,0.001,43.0,lrsw_milora_r32_lr1e3,False,False,False,True,66.12,,cs,26.05,8.61,22.95,31.91,35.35,17.33,24.97,1.5126,229.3391,28.0612,66.12,1280.8884182418708,229.33851623535156,28.063557440042494,14.955367904909098,27.047863356003443,0.07876495023226798,0.04924626081070909,0.07140187715653103,3.1496052964456784,1.8100692116929957,1.3395360847526827,0.17972409606008954,2.3604769984009306,3.107511298790362,2.360478103864797,1.4481062391169637
lrsw_milora_r32_lr1e3_s44,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,milora,MiLoRA,0.001,44.0,lrsw_milora_r32_lr1e3,False,False,False,True,65.2,,cs,21.87,7.8,23.07,31.4,36.69,14.84,24.17,1.5127,244.543,28.1704,65.2,1290.7323887517707,244.54440307617188,28.172676306962966,15.014835019010578,27.138656644059427,0.07748179374379215,0.049308825520239304,0.07071819960118324,3.198534623921109,1.8100692116929957,1.3884654122281133,0.17975280689749815,2.3883577275091716,3.1108362080790477,2.388355235732711,1.4497930137077975
lrsw_milora_r32_lr1e4_s42,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,milora,MiLoRA,0.0001,42.0,lrsw_milora_r32_lr1e4,False,False,False,True,36.08,,cs,35.02,20.08,47.12,44.28,36.4,27.55,36.58,0.2479,13.0673,5.9916,36.08,121.89106695602332,13.06732177734375,5.9922067612409595,3.548793804561194,11.16050021482189,0.0645461921983044,0.1631762029580915,0.06953593081743532,1.9736555104354359,1.8520239240816387,0.12163158635379712,-0.6057234732321786,1.1161865855523414,2.0859718785973524,1.1161858617783145,0.7775428121027346
lrsw_milora_r32_lr1e4_s43,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,milora,MiLoRA,0.0001,43.0,lrsw_milora_r32_lr1e4,False,False,False,True,72.93,,cs,35.28,19.56,48.63,44.71,36.07,27.42,36.85,0.2508,12.9602,6.0222,72.93,121.76916491107522,12.96022891998291,6.022694544494152,3.4963203883135376,11.101652904661856,0.0636127099247216,0.1630769932126598,0.06909414911768295,1.93380291028227,1.8100692116929957,0.1237336985892743,-0.6006724678413211,1.112612672661684,2.085537327669899,1.1126117035581995,0.7797551745334415
lrsw_milora_r32_lr1e4_s44,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,milora,MiLoRA,0.0001,44.0,lrsw_milora_r32_lr1e4,False,False,False,True,36.43,,cs,34.62,19.22,47.74,43.34,37.53,26.92,36.49,0.2536,15.728,6.1708,36.43,123.69775761896898,15.727765083312988,6.171437540650368,3.416471813949622,10.94458275788595,0.06485908024567631,0.16085091468268511,0.06953570216706584,2.0601950855779414,1.8100692116929957,0.25012587388494567,-0.5958507507903049,1.196667013726692,2.092361826851958,1.1966735004880604,0.7903414708506294
lrsw_milora_r32_lr1e4_s45,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,milora,MiLoRA,0.0001,45.0,lrsw_milora_r32_lr1e4,False,False,False,True,74.28,,cs,34.71,19.91,47.24,42.92,36.06,27.31,36.17,0.2454,11.6294,6.0261,74.28,122.19849769553817,11.629400253295898,6.026789873838425,3.5491619330555406,11.184625394007819,0.06377585470666204,0.162873654694716,0.06824782029241573,1.9715197232407293,1.8520239240816387,0.11949579915909059,-0.6101254416090145,1.0655573180474203,2.0870658667367445,1.065557308588204,0.7800363342885238
lrsw_milora_r32_lr2e4_s42,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,milora,MiLoRA,0.0002,42.0,lrsw_milora_r32_lr2e4,False,False,False,True,75.12,,cs,33.42,18.27,45.85,39.25,34.51,25.84,34.26,0.3976,30.3015,11.5625,75.12,270.91584557283807,30.301494598388672,11.565177115797997,4.600287361948842,13.622630353114069,0.06619656833714951,0.10734603907093436,0.06747970312582408,2.1208472161447918,1.8520239240816387,0.26882329206315303,-0.4005536242747243,1.4814640502786918,2.4328344071874404,1.481464127696978,1.063051745747089
lrsw_milora_r32_lr2e4_s43,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,milora,MiLoRA,0.0002,43.0,lrsw_milora_r32_lr2e4,False,False,False,True,79.62,,cs,33.1,17.93,47.69,40.19,35.77,25.52,34.94,0.4145,28.018,11.61,79.62,270.19560244521904,28.018321990966797,11.613807812333107,4.518135278075346,13.531690136055973,0.06636144500022963,0.10644431255520138,0.0674439883947131,2.0795447387122876,1.8100692116929957,0.2694755270192919,-0.38247546511370767,1.4474421219602633,2.4316782764057865,1.4474371309510343,1.0648322197385738
lrsw_milora_r32_lr2e4_s44,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,milora,MiLoRA,0.0002,44.0,lrsw_milora_r32_lr2e4,False,False,False,True,22.31,,cs,33.6,19.45,46.94,39.42,34.92,26.52,34.87,0.402,26.3707,11.5635,22.31,270.3118194542118,26.37084197998047,11.566428723931313,4.599351578986303,13.606412823270135,0.06554823392230191,0.10722576999336147,0.06688004540326692,2.0798272280296555,1.8100692116929957,0.26975801633665974,-0.3957739469155299,1.4211239963623283,2.4318650357524363,1.421121658124964,1.0630893047267806
lrsw_milora_r32_lr2e4_s45,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,milora,MiLoRA,0.0002,45.0,lrsw_milora_r32_lr2e4,False,False,False,True,78.53,,cs,34.05,18.87,44.4,42.15,36.59,26.46,35.21,0.4162,27.4533,11.4819,78.53,269.9243906366469,27.453144073486328,11.485168513655662,4.573810785589944,13.671319749154732,0.06576752121044255,0.10716946691849491,0.06715713407219576,2.088509181263989,1.8100692116929957,0.27843996957099315,-0.38069792412439185,1.4385920892441608,2.431242129611378,1.4385945559136242,1.0600137601211048
lrsw_milora_r32_lr2e5_s42,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,milora,MiLoRA,2e-05,42.0,lrsw_milora_r32_lr2e5,False,False,False,True,70.19,,cs,33.77,18.73,45.14,47.18,38.03,26.25,36.57,0.1729,2.9702,1.3293,70.19,23.64781149438308,2.9742729663848877,1.3296919230371713,2.7796403155243956,9.70407164875215,0.052712858944067874,0.26815193745241006,0.07178644289453728,1.907960317818916,1.8520239240816387,0.05593639373727721,-0.7622050067260775,0.473380823753731,1.373790954803554,0.4727856937522191,0.12362300475127434
lrsw_milora_r32_lr2e5_s43,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,milora,MiLoRA,2e-05,43.0,lrsw_milora_r32_lr2e5,False,False,False,True,70.56,,cs,33.87,18.34,46.27,47.95,37.2,26.1,36.73,0.1697,2.9327,1.3198,70.56,23.437444358905324,2.936922073364258,1.3202441995963454,2.780153508209077,9.711297989018899,0.05281778596210113,0.26857374341049917,0.071680979273197,1.9096852629590315,1.8520239240816387,0.057661338877392776,-0.7703181576823243,0.46789242335055675,1.3699102540467671,0.46726763917957886,0.12050812402610382
lrsw_milora_r32_lr2e5_s44,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,milora,MiLoRA,2e-05,44.0,lrsw_milora_r32_lr2e5,False,False,False,True,62.87,,cs,33.42,18.92,45.93,47.78,37.65,26.17,36.74,0.1729,2.8826,1.3185,62.87,23.48855236995139,2.886545181274414,1.3188720831647516,2.7790588157866614,9.724053932629161,0.052359812780207134,0.2688119348954667,0.07171763880441726,1.8656647047375692,1.8100692116929957,0.05559549304457345,-0.7622050067260775,0.46037835962595325,1.3708562514683134,0.4597843822962694,0.12008013412945313
lrsw_milora_r32_lr3e4_s42,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,milora,MiLoRA,0.0003,42.0,lrsw_milora_r32_lr3e4,False,False,False,True,79.86,,cs,32.5,16.95,43.09,39.76,35.91,24.72,33.64,0.5432,48.5074,15.6114,79.86,420.20305580964055,48.50727462768555,15.613604140281677,5.930291500394581,16.244204981295127,0.06798420820445789,0.08275718854391786,0.06577212109036806,2.261508517512025,1.8520239240816387,0.4094845934303861,-0.2650402387275547,1.6858068745558255,2.6234592063670283,1.6858079970355855,1.1934418514936262
lrsw_milora_r32_lr3e4_s43,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,milora,MiLoRA,0.0003,43.0,lrsw_milora_r32_lr3e4,False,False,False,True,58.67,,cs,31.06,16.54,41.97,37.71,35.52,23.8,32.56,0.5633,38.7195,15.6158,58.67,420.17519798864606,38.72005081176758,15.61808572113514,5.8233759755036525,16.235343941331312,0.0670532974758504,0.08226622653058877,0.06568240882842642,2.3612667513764802,1.8520239240816387,0.5092428272948415,-0.2492602487646492,1.5879359185551525,2.6234304133850928,1.5879297404585926,1.1935642381138178
lrsw_milora_r32_lr3e4_s44,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,milora,MiLoRA,0.0003,44.0,lrsw_milora_r32_lr3e4,False,False,False,True,34.54,,cs,31.19,16.94,40.94,38.23,35.82,24.06,32.62,0.5623,37.4071,15.6225,34.54,419.2066818203677,37.40700149536133,15.623989224433899,5.837390948276585,16.247534315059557,0.0669576878348695,0.08274209758977646,0.0657541256825073,2.2841258164585514,1.8520239240816387,0.43210189237691266,-0.2500319164905971,1.5729528970191091,2.622428196338714,1.5729540406543374,1.193750533339446
lrsw_milora_r32_lr3e4_s45,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,milora,MiLoRA,0.0003,45.0,lrsw_milora_r32_lr3e4,False,False,False,True,79.3,,cs,32.25,17.54,37.64,36.09,35.21,24.9,31.75,0.561,54.139,15.5777,79.3,422.4072352888848,54.13917922973633,15.57936232984066,5.964914946042279,16.29953100571023,0.06780392044752706,0.08214369075798586,0.0657688228023987,2.2197030012595786,1.8100692116929957,0.4096337895665829,-0.25103713874383854,1.7335116674171545,2.6257313484914904,1.733510229666981,1.1925033358111705
lrsw_milora_r32_lr5e4_s42,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,milora,MiLoRA,0.0005,42.0,lrsw_milora_r32_lr5e4,False,False,False,True,76.74,,cs,29.61,11.9,32.23,36.01,34.44,20.76,28.84,0.8396,128.7314,20.6305,76.74,705.6000161960968,128.7319793701172,20.63196446299553,9.069614761359706,20.871665833942455,0.07065112090559468,0.060949503724314055,0.0649434651542665,2.5996852616355084,1.8520239240816387,0.7476613375538697,-0.07592757008963716,2.109686446972452,2.8485585820924078,2.1096844923857803,1.3145097536449666
lrsw_milora_r32_lr5e4_s43,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,milora,MiLoRA,0.0005,43.0,lrsw_milora_r32_lr5e4,False,False,False,True,76.96,,cs,29.24,13.3,27.09,36.01,31.76,21.27,27.48,0.8585,144.397,20.851,76.96,710.4747902018032,144.39671325683594,20.852521306276323,9.011080198131195,20.713421982797342,0.07147446914330693,0.060925055488614384,0.06515177835487862,2.5658613428720956,1.8100692116929957,0.7557921311790998,-0.06625970050306468,2.159557307979709,2.85154867245281,2.1595581704013487,1.3191268882818388
lrsw_milora_r32_lr5e4_s44,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,milora,MiLoRA,0.0005,44.0,lrsw_milora_r32_lr5e4,False,False,False,True,77.67,,cs,29.69,12.3,32.44,39.59,35.26,21.0,29.86,0.8658,101.5895,20.6686,77.67,700.6801662846502,101.58879852294922,20.670315116643906,8.929878108816887,20.834239439329348,0.06972268439479248,0.061298167394027006,0.06474826830885591,2.535882304374965,1.8100692116929957,0.7258130926819695,-0.06258241852286216,2.0068458240122444,2.8455198243652156,2.0068488228326355,1.3153110604266962
lrsw_milora_r32_lr5e4_s45,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,milora,MiLoRA,0.0005,45.0,lrsw_milora_r32_lr5e4,False,False,False,True,77.4,,cs,31.68,13.73,29.52,35.15,34.71,22.7,28.96,0.8422,85.7794,20.4439,77.4,700.2047192993292,85.77861022949219,20.44555330872536,9.085951574886327,20.8759496122188,0.06885764597567014,0.06124626201742009,0.0649192978821136,2.547923168060233,1.8100692116929957,0.737853956367237,-0.07458476291575376,1.93337900559445,2.8452250335337697,1.9333830041599853,1.3105637479653356
lrsw_milora_r32_lr5e5_s42,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,milora,MiLoRA,5e-05,42.0,lrsw_milora_r32_lr5e5,False,False,False,True,47.73,,cs,35.43,19.71,46.46,45.22,36.97,27.57,36.76,0.1961,6.1088,3.0098,47.73,56.54038926356353,6.1106133460998535,3.0104471400380133,2.9819410040742373,10.17802261699616,0.05854172687549372,0.22100288755203548,0.0695583283557823,1.922430365342227,1.8520239240816387,0.07040644126058826,-0.707522406332216,0.7860848042618301,1.752358794150595,0.7859559067135727,0.4785376378588978
lrsw_milora_r32_lr5e5_s43,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,milora,MiLoRA,5e-05,43.0,lrsw_milora_r32_lr5e5,False,False,False,True,35.55,,cs,34.74,19.86,47.27,44.71,36.57,27.3,36.63,0.197,6.2613,3.0122,35.55,56.500056659917824,6.263542652130127,3.012921514362097,2.979143946333435,10.170739677804388,0.05909848871315177,0.22099044881963392,0.06949313227860753,1.8817642131388648,1.8100692116929957,0.07169500144586904,-0.7055337738384071,0.7968200391348941,1.7520488833429309,0.7966645127969747,0.4788838041862814
