run,family,family_label,model,task,recipe,method,method_display,lr,seed,cell,withheld,quarantined,on_pool,forgetting_ce,base_entropy,forgetting_kl,log10_fdelta,retention_mean
frc_milora_lr1e4_c256_s45,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0001,45.0,frc_milora_lr1e4_c256,False,False,True,2.001651234665983,1.810069211692996,0.1915820229729872,-0.5050110263168319,26.97
frc_milora_lr2e4_c256_s42,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0002,42.0,frc_milora_lr2e4_c256,False,False,True,2.251320032244109,1.8520239240816387,0.3992961081624702,-0.2868455981627016,24.26
frc_milora_lr2e4_c256_s43,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0002,43.0,frc_milora_lr2e4_c256,False,False,True,2.206997280840006,1.810069211692996,0.39692806914701,-0.283829652140146,24.16
frc_milora_lr2e4_c256_s44,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0002,44.0,frc_milora_lr2e4_c256,False,False,True,2.248901991309805,1.810069211692996,0.4388327796168092,-0.2719710455794816,24.24
frc_milora_lr2e4_c256_s45,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0002,45.0,frc_milora_lr2e4_c256,False,False,True,2.2177196020515866,1.810069211692996,0.4076503903585908,-0.2700257143004443,25.12
frc_milora_lr2e5_c256_s42,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,2e-05,42.0,frc_milora_lr2e5_c256,False,False,True,1.91193132036137,1.8520239240816387,0.0599073962797314,-0.7226200253327454,26.95
frc_milora_lr2e5_c256_s43,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,2e-05,43.0,frc_milora_lr2e5_c256,False,False,True,1.8724108367733303,1.810069211692996,0.0623416250803345,-0.7321245806811024,26.32
frc_milora_lr2e5_c256_s44,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,2e-05,44.0,frc_milora_lr2e5_c256,False,False,True,1.9110853242549648,1.8520239240816387,0.059061400173326,-0.7274622226247627,26.58
frc_milora_lr3e4_c256_s42,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0003,42.0,frc_milora_lr3e4_c256,False,False,True,2.483134364538658,1.8520239240816387,0.6311104404570194,-0.1287774432402929,21.82
frc_milora_lr3e4_c256_s43,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0003,43.0,frc_milora_lr3e4_c256,False,False,True,2.4353326005959834,1.810069211692996,0.6252633889029877,-0.1407415825326931,22.46
frc_milora_lr3e4_c256_s44,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0003,44.0,frc_milora_lr3e4_c256,False,False,True,2.4564784636834647,1.810069211692996,0.646409251990469,-0.1330631822683606,22.58
frc_milora_lr3e4_c256_s45,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0003,45.0,frc_milora_lr3e4_c256,False,False,True,2.436660040255413,1.810069211692996,0.6265908285624173,-0.1372724716820254,22.66
frc_milora_lr5e4_c256_s42,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0005,42.0,frc_milora_lr5e4_c256,False,False,True,2.8721393192039297,1.8520239240816387,1.020115395122291,0.0586157970105617,17.54
frc_milora_lr5e4_c256_s43,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0005,43.0,frc_milora_lr5e4_c256,False,False,True,2.8512673407927527,1.810069211692996,1.041198129099757,0.0492567972322272,17.4
frc_milora_lr5e4_c256_s44,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0005,44.0,frc_milora_lr5e4_c256,False,False,True,2.874721127488836,1.810069211692996,1.0646519157958398,0.0528093281405613,16.09
frc_milora_lr5e4_c256_s45,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0005,45.0,frc_milora_lr5e4_c256,False,False,True,2.866217774593512,1.810069211692996,1.0561485629005156,0.0549575960124065,19.27
frc_milora_lr7e4_c256_s42,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0007,42.0,frc_milora_lr7e4_c256,False,False,True,3.2281540004612634,1.8520239240816387,1.3761300763796247,0.1688214630098239,15.5
frc_milora_lr7e4_c256_s43,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0007,43.0,frc_milora_lr7e4_c256,False,False,True,3.279584293202586,1.810069211692996,1.4695150815095903,0.1844358883083704,14.5
frc_milora_lr7e4_c256_s44,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0007,44.0,frc_milora_lr7e4_c256,False,False,True,3.212242319347193,1.810069211692996,1.4021731076541972,0.1832128832942511,14.68
frc_milora_r32_lr3e4_c256_s42,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0003,42.0,frc_milora_r32_lr3e4_c256,False,False,True,2.483134364538658,1.8520239240816387,0.6311104404570194,-0.1287774432402929,21.82
frc_milora_r32_lr3e4_c256_s43,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0003,43.0,frc_milora_r32_lr3e4_c256,False,False,True,2.4353326005959834,1.810069211692996,0.6252633889029877,-0.1407415825326931,22.46
frc_milora_r32_lr3e4_c256_s44,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0003,44.0,frc_milora_r32_lr3e4_c256,False,False,True,2.4564784636834647,1.810069211692996,0.646409251990469,-0.1330631822683606,22.58
frc_milora_r32_lr3e4_c256_s45,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,milora,MiLoRA,0.0003,45.0,frc_milora_r32_lr3e4_c256,False,False,True,2.4937703070096333,1.8520239240816387,0.6417463829279946,-0.1372724716820254,22.66
frc_pissa_r32_lr3e4_c256_s42,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,pissa,PiSSA,0.0003,42.0,frc_pissa_r32_lr3e4_c256,False,False,True,3.930924849780089,1.8520239240816387,2.0789009256984503,0.1503879773252801,10.59
frc_pissa_r32_lr3e4_c256_s43,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,pissa,PiSSA,0.0003,43.0,frc_pissa_r32_lr3e4_c256,False,False,True,3.8435286939316966,1.810069211692996,2.033459482238701,0.1504801222703345,13.25
frc_pissa_r32_lr3e4_c256_s44,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,pissa,PiSSA,0.0003,44.0,frc_pissa_r32_lr3e4_c256,False,False,True,3.669456558474773,1.810069211692996,1.8593873467817768,0.1422955882897635,9.38
frc_pissa_r32_lr3e4_c256_s45,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,pissa,PiSSA,0.0003,45.0,frc_pissa_r32_lr3e4_c256,False,False,True,3.746658617738669,1.810069211692996,1.9365894060456732,0.1470886246281665,12.2
frc_sclora_b0p9_em_r128_lr5e5_s42,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,sclora,SC-LoRA,5e-05,42.0,frc_sclora_b0p9_em_r128_lr5e5,False,False,True,1.9694938133957776,1.8520239240816387,0.1174698893141388,-0.7104110474574032,27.05
frc_sclora_b0p9_em_r128_lr5e5_s43,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,sclora,SC-LoRA,5e-05,43.0,frc_sclora_b0p9_em_r128_lr5e5,False,False,True,2.066721488114374,1.810069211692996,0.2566522764213783,-0.6983190507064237,27.56
frc_sclora_b0p9_em_r128_lr5e5_s44,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,sclora,SC-LoRA,5e-05,44.0,frc_sclora_b0p9_em_r128_lr5e5,False,False,True,1.9867173395804016,1.810069211692996,0.1766481278874059,-0.6916490514132743,27.04
frc_sclora_lr1e3_c256_s42,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,sclora,SC-LoRA,0.001,42.0,frc_sclora_lr1e3_c256,False,True,True,9.359743761941282,1.8520239240816387,7.507719837859643,0.9151992641131624,1.14
frc_sclora_lr1e3_c256_s43,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,sclora,SC-LoRA,0.001,43.0,frc_sclora_lr1e3_c256,False,True,True,10.556099919420152,1.8520239240816387,8.704075995338513,0.9724527867166444,1.06
frc_sclora_lr1e3_c256_s44,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,sclora,SC-LoRA,0.001,44.0,frc_sclora_lr1e3_c256,False,True,True,9.280853530835168,1.810069211692996,7.470784319142172,0.8679151048753324,0.64
frc_sclora_lr1e4_c256_s42,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,sclora,SC-LoRA,0.0001,42.0,frc_sclora_lr1e4_c256,False,False,True,2.293670516452348,1.8520239240816387,0.4416465923707089,-0.2525105077413271,19.7
frc_sclora_lr1e4_c256_s43,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,sclora,SC-LoRA,0.0001,43.0,frc_sclora_lr1e4_c256,False,False,True,2.27127049530076,1.810069211692996,0.4612012836077641,-0.2523551806717518,21.16
frc_sclora_lr1e4_c256_s44,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,sclora,SC-LoRA,0.0001,44.0,frc_sclora_lr1e4_c256,False,False,True,2.2700844409320458,1.810069211692996,0.46001522923905,-0.2318060383669284,21.17
frc_sclora_lr1e4_c256_s45,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,sclora,SC-LoRA,0.0001,45.0,frc_sclora_lr1e4_c256,False,False,True,2.25002423957063,1.810069211692996,0.4399550278776341,-0.2528990686350137,21.53
frc_sclora_lr2e4_c256_s42,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,sclora,SC-LoRA,0.0002,42.0,frc_sclora_lr2e4_c256,False,False,True,2.5833663415108163,1.8520239240816387,0.7313424174291776,-0.0943659986730452,16.36
frc_sclora_lr2e4_c256_s43,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,sclora,SC-LoRA,0.0002,43.0,frc_sclora_lr2e4_c256,False,False,True,2.5506599769493032,1.810069211692996,0.7405907652563075,-0.0948519981439839,18.31
frc_sclora_lr2e4_c256_s44,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,sclora,SC-LoRA,0.0002,44.0,frc_sclora_lr2e4_c256,False,False,True,2.508702877039706,1.810069211692996,0.6986336653467109,-0.0931802845334546,15.62
frc_sclora_lr2e4_c256_s45,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,sclora,SC-LoRA,0.0002,45.0,frc_sclora_lr2e4_c256,False,False,True,2.547871483163887,1.810069211692996,0.7378022714708912,-0.0989778267519208,17.33
frc_sclora_lr3e4_c256_s42,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,sclora,SC-LoRA,0.0003,42.0,frc_sclora_lr3e4_c256,False,False,True,2.773484271538993,1.8520239240816387,0.9214603474573542,0.0116972881141425,15.54
frc_sclora_lr3e4_c256_s43,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,sclora,SC-LoRA,0.0003,43.0,frc_sclora_lr3e4_c256,False,False,True,2.82913823486091,1.810069211692996,1.0190690231679145,0.0144365278316721,16.6
frc_sclora_lr3e4_c256_s44,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,sclora,SC-LoRA,0.0003,44.0,frc_sclora_lr3e4_c256,False,False,True,2.8106825725104674,1.810069211692996,1.0006133608174717,0.0086853191951681,15.11
frc_sclora_lr3e4_c256_s45,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,sclora,SC-LoRA,0.0003,45.0,frc_sclora_lr3e4_c256,False,False,True,2.755979035598483,1.810069211692996,0.9459098239054872,0.0146465246840317,16.0
frc_sclora_lr5e4_c256_s42,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,sclora,SC-LoRA,0.0005,42.0,frc_sclora_lr5e4_c256,False,False,True,3.199555857402742,1.8520239240816387,1.347531933321103,0.1465621131575566,15.13
frc_sclora_lr5e4_c256_s43,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,sclora,SC-LoRA,0.0005,43.0,frc_sclora_lr5e4_c256,False,False,True,3.253401752138012,1.810069211692996,1.4433325404450164,0.1463761330753897,14.94
frc_sclora_lr5e4_c256_s44,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,sclora,SC-LoRA,0.0005,44.0,frc_sclora_lr5e4_c256,False,False,True,3.30462950168035,1.8520239240816387,1.4526055775987112,0.1479544309308205,8.53
frc_sclora_lr5e4_c256_s45,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,sclora,SC-LoRA,0.0005,45.0,frc_sclora_lr5e4_c256,False,False,True,3.1958222789087607,1.810069211692996,1.385753067215765,0.1553967737048507,14.91
frc_sclora_lr7e4_c256_s42,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,sclora,SC-LoRA,0.0007,42.0,frc_sclora_lr7e4_c256,False,False,True,3.715890001157715,1.8520239240816387,1.8638660770760764,0.2481695133068103,6.29
frc_sclora_lr7e4_c256_s43,frc,Llama-CS grid (frc),Llama-2-7B,cs,faithful-CLoRA grid,sclora,SC-LoRA,0.0007,43.0,frc_sclora_lr7e4_c256,False,False,True,3.648736143239104,1.810069211692996,1.8386669315461084,0.2561643052796146,11.02
frm_clora_k128_lr3e4_c256_s42,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,clora,CLoRA,0.0003,42.0,frm_clora_k128_lr3e4_c256,False,False,True,3.372252300723053,1.8520239240816387,1.5202283766414144,0.0331421770606246,18.52
frm_clora_k128_lr3e4_c256_s43,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,clora,CLoRA,0.0003,43.0,frm_clora_k128_lr3e4_c256,False,False,True,3.31062006550272,1.810069211692996,1.5005508538097236,0.03678853310772,18.57
frm_clora_k128_lr3e4_c256_s44,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,clora,CLoRA,0.0003,44.0,frm_clora_k128_lr3e4_c256,False,False,True,3.341031830999706,1.810069211692996,1.5309626193067103,0.04493154614916,19.2
frm_clora_k256_lr3e4_c256_s42,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,clora,CLoRA,0.0003,42.0,frm_clora_k256_lr3e4_c256,False,False,True,3.2445586319265645,1.8520239240816387,1.3925347078449255,0.0082168015896903,19.02
frm_clora_k256_lr3e4_c256_s43,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,clora,CLoRA,0.0003,43.0,frm_clora_k256_lr3e4_c256,False,False,True,3.2009744409387126,1.810069211692996,1.390905229245717,0.004063300397667,18.85
frm_clora_k256_lr3e4_c256_s44,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,clora,CLoRA,0.0003,44.0,frm_clora_k256_lr3e4_c256,False,False,True,3.213140814295748,1.810069211692996,1.403071602602752,0.0019499410842679,18.98
frm_clora_k64_lr3e4_c256_s42,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,clora,CLoRA,0.0003,42.0,frm_clora_k64_lr3e4_c256,False,False,True,3.4201094321455487,1.8520239240816387,1.56808550806391,0.04641711698399,18.38
frm_clora_k64_lr3e4_c256_s43,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,clora,CLoRA,0.0003,43.0,frm_clora_k64_lr3e4_c256,False,False,True,3.419525594885668,1.810069211692996,1.6094563831926725,0.0541149005105858,18.48
frm_clora_k64_lr3e4_c256_s44,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,clora,CLoRA,0.0003,44.0,frm_clora_k64_lr3e4_c256,False,False,True,3.4851015656296864,1.810069211692996,1.6750323539366907,0.055263625784184,19.21
frm_clora_k64_lr3e4_c256_s45,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,clora,CLoRA,0.0003,45.0,frm_clora_k64_lr3e4_c256,False,False,True,3.4471646328809604,1.810069211692996,1.6370954211879647,0.0581222157829138,18.3
frm_cordapp_lr1e4_c256_s42,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,cordapp,CorDA++ (withheld),0.0001,42.0,frm_cordapp_lr1e4_c256,True,False,False,2.1532748220036324,1.8520239240816387,0.3012508979219936,-0.1990768181867817,22.7
frm_cordapp_lr2e4_c256_s42,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,cordapp,CorDA++ (withheld),0.0002,42.0,frm_cordapp_lr2e4_c256,True,False,False,2.4495353299081177,1.8520239240816387,0.597511405826479,-0.0678815279708776,21.09
frm_cordapp_lr3e4_c256_s42,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,cordapp,CorDA++ (withheld),0.0003,42.0,frm_cordapp_lr3e4_c256,True,True,False,5.063685940570354,1.8520239240816387,3.211662016488715,0.6143803933564301,13.22
frm_dora_lr3e4_c256_s42,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,dora,DoRA,0.0003,42.0,frm_dora_lr3e4_c256,False,False,True,4.05836845922639,1.8520239240816387,2.2063445351447517,0.453303047718583,19.18
frm_dora_lr3e4_c256_s43,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,dora,DoRA,0.0003,43.0,frm_dora_lr3e4_c256,False,False,True,4.724918807811289,1.810069211692996,2.9148495961182928,0.4539906699682299,17.76
frm_dora_lr3e4_c256_s44,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,dora,DoRA,0.0003,44.0,frm_dora_lr3e4_c256,False,False,True,3.963831059076308,1.810069211692996,2.153761847383312,0.4592114940154554,18.01
frm_lora_lr3e4_c256_s42,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,lora,LoRA,0.0003,42.0,frm_lora_lr3e4_c256,False,False,True,3.570272091071677,1.8520239240816387,1.718248166990039,0.1082605049764734,18.04
frm_lora_lr3e4_c256_s43,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,lora,LoRA,0.0003,43.0,frm_lora_lr3e4_c256,False,False,True,3.611087378584074,1.8520239240816387,1.7590634545024346,0.1130738935942079,18.44
frm_lora_lr3e4_c256_s44,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,lora,LoRA,0.0003,44.0,frm_lora_lr3e4_c256,False,False,True,3.592547550446957,1.8520239240816387,1.7405236263653183,0.1085988459735667,17.84
frm_lora_null_lr1e4_c256_s42,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,lora_null,LoRA-Null,0.0001,42.0,frm_lora_null_lr1e4_c256,False,False,True,2.5827871573593595,1.8520239240816387,0.7307632332777207,-0.3243132913005989,22.9
frm_lora_null_lr2e4_c256_s42,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,lora_null,LoRA-Null,0.0002,42.0,frm_lora_null_lr2e4_c256,False,False,True,3.137799139250496,1.8520239240816387,1.2857752151688575,-0.0543837207732682,18.64
frm_lora_null_lr2e4_c256_s43,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,lora_null,LoRA-Null,0.0002,43.0,frm_lora_null_lr2e4_c256,False,False,True,3.0794753461747035,1.8520239240816387,1.2274514220930648,-0.0540392964224314,19.45
frm_lora_null_lr2e4_c256_s44,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,lora_null,LoRA-Null,0.0002,44.0,frm_lora_null_lr2e4_c256,False,False,True,3.0892301652184107,1.810069211692996,1.279160953525415,-0.048565334467987,18.93
frm_lorawd_wd0_lr1e3_c256_s42,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,lorawd,LoRA+wd,0.001,42.0,frm_lorawd_wd0_lr1e3_c256,False,True,False,,1.8520239240816387,,,0.0
frm_lorawd_wd0_lr1e3_c256_s43,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,lorawd,LoRA+wd,0.001,43.0,frm_lorawd_wd0_lr1e3_c256,False,True,False,,1.810069211692996,,,0.0
frm_lorawd_wd0_lr1e3_c256_s44,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,lorawd,LoRA+wd,0.001,44.0,frm_lorawd_wd0_lr1e3_c256,False,True,False,,1.810069211692996,,,0.0
frm_lorawd_wd0_lr1e4_c256_s42,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,lorawd,LoRA+wd,0.0001,42.0,frm_lorawd_wd0_lr1e4_c256,False,False,True,2.366592084949489,1.8520239240816387,0.5145681608678507,-0.3629107264696695,22.58
frm_lorawd_wd0_lr1e4_c256_s43,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,lorawd,LoRA+wd,0.0001,43.0,frm_lorawd_wd0_lr1e4_c256,False,False,True,2.3544705683447447,1.8520239240816387,0.5024466442631059,-0.3483343960770644,23.35
frm_lorawd_wd0_lr1e4_c256_s44,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,lorawd,LoRA+wd,0.0001,44.0,frm_lorawd_wd0_lr1e4_c256,False,False,True,2.392044755466332,1.8520239240816387,0.5400208313846928,-0.3517375942519555,23.14
frm_lorawd_wd0_lr2e4_c256_s42,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,lorawd,LoRA+wd,0.0002,42.0,frm_lorawd_wd0_lr2e4_c256,False,False,True,2.888892415530566,1.8520239240816387,1.036868491448928,-0.0604807473813814,19.24
frm_lorawd_wd0_lr2e4_c256_s43,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,lorawd,LoRA+wd,0.0002,43.0,frm_lorawd_wd0_lr2e4_c256,False,False,True,2.859160897766794,1.810069211692996,1.0490916860737982,-0.0695604052332999,20.3
frm_lorawd_wd0_lr2e4_c256_s44,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,lorawd,LoRA+wd,0.0002,44.0,frm_lorawd_wd0_lr2e4_c256,False,False,True,2.893871532803245,1.810069211692996,1.0838023211102492,-0.0669178376302089,20.81
frm_lorawd_wd0_lr3e4_c256_s42,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,lorawd,LoRA+wd,0.0003,42.0,frm_lorawd_wd0_lr3e4_c256,False,False,True,3.5548387667593966,1.8520239240816387,1.7028148426777578,0.1119678372060728,17.96
frm_lorawd_wd0_lr3e4_c256_s43,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,lorawd,LoRA+wd,0.0003,43.0,frm_lorawd_wd0_lr3e4_c256,False,False,True,3.526980984780276,1.810069211692996,1.7169117730872805,0.1019875185582993,19.5
frm_lorawd_wd0_lr3e4_c256_s44,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,lorawd,LoRA+wd,0.0003,44.0,frm_lorawd_wd0_lr3e4_c256,False,False,True,3.5405237451939398,1.810069211692996,1.7304545335009436,0.1049307390777404,17.8
frm_lorawd_wd0_lr5e4_c256_s42,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,lorawd,LoRA+wd,0.0005,42.0,frm_lorawd_wd0_lr5e4_c256,False,False,True,6.919080294523591,1.8520239240816387,5.067056370441952,0.4282806147071767,9.92
frm_lorawd_wd0_lr5e4_c256_s43,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,lorawd,LoRA+wd,0.0005,43.0,frm_lorawd_wd0_lr5e4_c256,False,False,True,6.371144885334673,1.810069211692996,4.561075673641677,0.4296069527032835,8.56
frm_lorawd_wd0_lr5e4_c256_s44,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,lorawd,LoRA+wd,0.0005,44.0,frm_lorawd_wd0_lr5e4_c256,False,False,True,6.789217543571134,1.810069211692996,4.979148331878138,0.4296876960953957,8.88
frm_lorawd_wd0_lr7e4_c256_s42,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,lorawd,LoRA+wd,0.0007,42.0,frm_lorawd_wd0_lr7e4_c256,False,True,True,10.21390813722959,1.8520239240816387,8.36188421314795,1.0334438612475565,1.82
frm_lorawd_wd0_lr7e4_c256_s43,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,lorawd,LoRA+wd,0.0007,43.0,frm_lorawd_wd0_lr7e4_c256,False,True,True,8.868335367743846,1.810069211692996,7.05826615605085,1.0685606038053057,1.75
frm_lorawd_wd0_lr7e4_c256_s44,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,lorawd,LoRA+wd,0.0007,44.0,frm_lorawd_wd0_lr7e4_c256,False,True,False,,1.810069211692996,,,0.0
frm_lorawd_wd0p1_lr1e3_c256_s42,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,lorawd,LoRA+wd,0.001,42.0,frm_lorawd_wd0p1_lr1e3_c256,False,True,False,,1.8520239240816387,,,0.0
frm_lorawd_wd0p1_lr1e3_c256_s43,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,lorawd,LoRA+wd,0.001,43.0,frm_lorawd_wd0p1_lr1e3_c256,False,True,False,,1.810069211692996,,,0.0
frm_lorawd_wd0p1_lr1e3_c256_s44,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,lorawd,LoRA+wd,0.001,44.0,frm_lorawd_wd0p1_lr1e3_c256,False,True,False,,1.8520239240816387,,,0.0
frm_lorawd_wd0p1_lr1e4_c256_s42,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,lorawd,LoRA+wd,0.0001,42.0,frm_lorawd_wd0p1_lr1e4_c256,False,False,True,2.2165675057374914,1.8520239240816387,0.3645435816558526,-0.4680104485874498,24.4
frm_lorawd_wd0p1_lr1e4_c256_s43,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,lorawd,LoRA+wd,0.0001,43.0,frm_lorawd_wd0p1_lr1e4_c256,False,False,True,2.161881613401412,1.810069211692996,0.3518124017084159,-0.4710832997223452,25.15
frm_lorawd_wd0p1_lr1e4_c256_s44,frm,Llama-Math grid (frm),Llama-2-7B,math,faithful-CLoRA grid,lorawd,LoRA+wd,0.0001,44.0,frm_lorawd_wd0p1_lr1e4_c256,False,False,True,2.1593660302243194,1.810069211692996,0.3492968185313236,-0.4691602213834794,24.71
