run,family,family_label,model,task,recipe,method,method_display,lr,seed,cell,withheld,quarantined,on_pool,forgetting_ce,base_entropy,forgetting_kl,log10_fdelta,retention_mean
lrsw_lora_null_r16_lr3e4_s44,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lora_null,LoRA-Null,0.0003,44.0,lrsw_lora_null_r16_lr3e4,False,False,True,2.16071886104908,1.810069211692996,0.350649649356084,-0.3309621991148441,23.9
lrsw_lora_null_r16_lr3e4_s45,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lora_null,LoRA-Null,0.0003,45.0,lrsw_lora_null_r16_lr3e4,False,False,True,2.1471184567310133,1.810069211692996,0.3370492450380176,-0.3290123969899657,24.37
lrsw_lora_null_r16_lr5e4_s42,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lora_null,LoRA-Null,0.0005,42.0,lrsw_lora_null_r16_lr5e4,False,False,True,2.3798914991341413,1.8520239240816387,0.5278675750525026,-0.1576404266693251,23.64
lrsw_lora_null_r16_lr5e4_s43,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lora_null,LoRA-Null,0.0005,43.0,lrsw_lora_null_r16_lr5e4,False,False,True,2.445853241515209,1.8520239240816387,0.5938293174335705,-0.1513183459760496,21.14
lrsw_lora_null_r16_lr5e4_s44,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lora_null,LoRA-Null,0.0005,44.0,lrsw_lora_null_r16_lr5e4,False,False,True,2.39126871298316,1.8520239240816387,0.539244788901521,-0.1515029819096333,21.64
lrsw_lora_null_r16_lr5e4_s45,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lora_null,LoRA-Null,0.0005,45.0,lrsw_lora_null_r16_lr5e4,False,False,True,2.3774814767183594,1.810069211692996,0.5674122650253637,-0.1542819820333413,20.62
lrsw_lora_null_r16_lr5e5_s42,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lora_null,LoRA-Null,5e-05,42.0,lrsw_lora_null_r16_lr5e5,False,False,True,1.9048317428008568,1.8520239240816387,0.0528078187192184,-0.7297871451037574,26.62
lrsw_lora_null_r16_lr5e5_s43,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lora_null,LoRA-Null,5e-05,43.0,lrsw_lora_null_r16_lr5e5,False,False,True,1.8927173210487716,1.810069211692996,0.0826481093557756,-0.7084091743419988,26.57
lrsw_lora_null_r16_lr5e5_s44,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lora_null,LoRA-Null,5e-05,44.0,lrsw_lora_null_r16_lr5e5,False,False,True,1.895163315185452,1.810069211692996,0.0850941034924563,-0.7033348097384688,26.37
lrsw_lora_r16_lr1e3_s42,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lora,LoRA,0.001,42.0,lrsw_lora_r16_lr1e3,False,False,True,2.91487949817428,1.8520239240816387,1.0628555740926413,0.151216578856456,17.41
lrsw_lora_r16_lr1e3_s43,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lora,LoRA,0.001,43.0,lrsw_lora_r16_lr1e3,False,False,True,2.8883849691742944,1.810069211692996,1.0783157574812987,0.1521659906755552,17.53
lrsw_lora_r16_lr1e3_s44,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lora,LoRA,0.001,44.0,lrsw_lora_r16_lr1e3,False,False,True,2.886296146387437,1.810069211692996,1.0762269346944413,0.1467480136306398,16.93
lrsw_lora_r16_lr1e4_s42,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lora,LoRA,0.0001,42.0,lrsw_lora_r16_lr1e4,False,False,True,2.1283409174981487,1.8520239240816387,0.2763169934165099,-0.5082182244158342,26.68
lrsw_lora_r16_lr1e4_s43,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lora,LoRA,0.0001,43.0,lrsw_lora_r16_lr1e4,False,False,True,2.0601335762829134,1.810069211692996,0.2500643645899176,-0.5176982327765572,26.46
lrsw_lora_r16_lr1e4_s44,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lora,LoRA,0.0001,44.0,lrsw_lora_r16_lr1e4,False,False,True,1.9246878378714591,1.810069211692996,0.1146186261784634,-0.5157001606532142,26.58
lrsw_lora_r16_lr1e4_s45,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lora,LoRA,0.0001,45.0,lrsw_lora_r16_lr1e4,False,False,True,1.9330951427814824,1.810069211692996,0.1230259310884869,-0.5254923608830242,26.16
lrsw_lora_r16_lr2e4_s42,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lora,LoRA,0.0002,42.0,lrsw_lora_r16_lr2e4,False,False,True,2.1215845784199496,1.8520239240816387,0.2695606543383109,-0.3538904780211521,25.2
lrsw_lora_r16_lr2e4_s43,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lora,LoRA,0.0002,43.0,lrsw_lora_r16_lr2e4,False,False,True,2.1259236824106083,1.8520239240816387,0.2738997583289695,-0.349401101827343,25.02
lrsw_lora_r16_lr2e4_s44,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lora,LoRA,0.0002,44.0,lrsw_lora_r16_lr2e4,False,False,True,2.0587598726902585,1.810069211692996,0.2486906609972627,-0.3551676711743637,25.7
lrsw_lora_r16_lr2e4_s45,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lora,LoRA,0.0002,45.0,lrsw_lora_r16_lr2e4,False,False,True,2.1185390124314933,1.8520239240816387,0.2665150883498546,-0.3460160926259311,25.99
lrsw_lora_r16_lr2e5_s42,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lora,LoRA,2e-05,42.0,lrsw_lora_r16_lr2e5,False,False,True,2.1331621092467725,1.8520239240816387,0.2811381851651338,-0.6403542073254571,26.32
lrsw_lora_r16_lr2e5_s43,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lora,LoRA,2e-05,43.0,lrsw_lora_r16_lr2e5,False,False,True,1.8581929820647831,1.810069211692996,0.0481237703717873,-0.6480105445643678,26.6
lrsw_lora_r16_lr2e5_s44,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lora,LoRA,2e-05,44.0,lrsw_lora_r16_lr2e5,False,False,True,2.0840292587578664,1.810069211692996,0.2739600470648706,-0.6335770427740273,26.49
lrsw_lora_r16_lr3e4_s42,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lora,LoRA,0.0003,42.0,lrsw_lora_r16_lr3e4,False,False,True,2.307111649190104,1.8520239240816387,0.455087725108465,-0.2055119533408304,24.42
lrsw_lora_r16_lr3e4_s43,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lora,LoRA,0.0003,43.0,lrsw_lora_r16_lr3e4,False,False,True,2.2538742703494297,1.8520239240816387,0.4018503462677909,-0.2032869367191035,23.76
lrsw_lora_r16_lr3e4_s44,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lora,LoRA,0.0003,44.0,lrsw_lora_r16_lr3e4,False,False,True,2.243420687171184,1.8520239240816387,0.3913967630895452,-0.2196106715290472,23.26
lrsw_lora_r16_lr3e4_s45,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lora,LoRA,0.0003,45.0,lrsw_lora_r16_lr3e4,False,False,True,2.2254698527268446,1.810069211692996,0.4154006410338489,-0.2141720800041343,23.99
lrsw_lora_r16_lr5e4_s42,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lora,LoRA,0.0005,42.0,lrsw_lora_r16_lr5e4,False,False,True,2.550748057038821,1.8520239240816387,0.6987241329571825,-0.0344220420894721,20.56
lrsw_lora_r16_lr5e4_s43,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lora,LoRA,0.0005,43.0,lrsw_lora_r16_lr5e4,False,False,True,2.526037370263099,1.810069211692996,0.7159681585701032,-0.0322648682161199,22.07
lrsw_lora_r16_lr5e4_s44,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lora,LoRA,0.0005,44.0,lrsw_lora_r16_lr5e4,False,False,True,2.509469949688237,1.810069211692996,0.6994007379952414,-0.0426801031446591,21.52
lrsw_lora_r16_lr5e4_s45,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lora,LoRA,0.0005,45.0,lrsw_lora_r16_lr5e4,False,False,True,2.4998906264289364,1.810069211692996,0.6898214147359407,-0.0285385949754132,21.84
lrsw_lora_r16_lr5e5_s42,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lora,LoRA,5e-05,42.0,lrsw_lora_r16_lr5e5,False,False,True,2.1116810871373364,1.8520239240816387,0.2596571630556976,-0.5944828930236237,27.29
lrsw_lora_r16_lr5e5_s43,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lora,LoRA,5e-05,43.0,lrsw_lora_r16_lr5e5,False,False,True,2.0766223028393127,1.810069211692996,0.266553091146317,-0.5946536398242911,27.46
lrsw_lora_r16_lr5e5_s44,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lora,LoRA,5e-05,44.0,lrsw_lora_r16_lr5e5,False,False,True,2.07349269377777,1.810069211692996,0.263423482084774,-0.5863650028014443,27.12
lrsw_lorawd_wd0p3_lr1e3_s42,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lorawd,LoRA+wd,0.001,42.0,lrsw_lorawd_wd0p3_lr1e3,False,False,True,2.346343138356718,1.8520239240816387,0.4943192142750794,-0.1996266451086505,23.2
lrsw_lorawd_wd0p3_lr1e3_s43,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lorawd,LoRA+wd,0.001,43.0,lrsw_lorawd_wd0p3_lr1e3,False,False,True,2.0059792520030992,1.810069211692996,0.1959100403101035,-0.3361107013773386,25.72
lrsw_lorawd_wd0p3_lr1e3_s44,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lorawd,LoRA+wd,0.001,44.0,lrsw_lorawd_wd0p3_lr1e3,False,False,True,2.004636169362947,1.810069211692996,0.1945669576699511,-0.3355460714188424,25.6
lrsw_lorawd_wd0p3_lr1e4_s42,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lorawd,LoRA+wd,0.0001,42.0,lrsw_lorawd_wd0p3_lr1e4,False,False,True,1.9691813619152811,1.8520239240816387,0.1171574378336426,-0.6322714539130235,26.94
lrsw_lorawd_wd0p3_lr1e4_s43,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lorawd,LoRA+wd,0.0001,43.0,lrsw_lorawd_wd0p3_lr1e4,False,False,True,1.922965213144968,1.810069211692996,0.1128960014519722,-0.632644078973981,27.44
lrsw_lorawd_wd0p3_lr1e4_s44,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lorawd,LoRA+wd,0.0001,44.0,lrsw_lorawd_wd0p3_lr1e4,False,False,True,1.9203799521099456,1.810069211692996,0.1103107404169501,-0.6259852597080884,27.7
lrsw_lorawd_wd0p3_lr1e4_s45,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lorawd,LoRA+wd,0.0001,45.0,lrsw_lorawd_wd0p3_lr1e4,False,False,True,1.9634835512031703,1.8520239240816387,0.1114596271215315,-0.6291169832223942,27.34
lrsw_lorawd_wd0p3_lr2e3_s43,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lorawd,LoRA+wd,0.002,43.0,lrsw_lorawd_wd0p3_lr2e3,False,True,True,10.058796462210536,1.8520239240816387,8.206772538128899,1.9588633428153224,0.0
lrsw_lorawd_wd0p3_lr2e3_s44,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lorawd,LoRA+wd,0.002,44.0,lrsw_lorawd_wd0p3_lr2e3,False,True,True,10.34002086021009,1.810069211692996,8.529951648517095,1.941928631912614,0.0
lrsw_lorawd_wd0p3_lr2e4_s42,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lorawd,LoRA+wd,0.0002,42.0,lrsw_lorawd_wd0p3_lr2e4,False,False,True,2.018828858291148,1.8520239240816387,0.1668049342095088,-0.5218665718994825,27.66
lrsw_lorawd_wd0p3_lr2e4_s43,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lorawd,LoRA+wd,0.0002,43.0,lrsw_lorawd_wd0p3_lr2e4,False,False,True,1.974055195068709,1.810069211692996,0.1639859833757133,-0.5204246898250116,26.43
lrsw_lorawd_wd0p3_lr2e4_s44,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lorawd,LoRA+wd,0.0002,44.0,lrsw_lorawd_wd0p3_lr2e4,False,False,True,1.976574211441095,1.810069211692996,0.1665049997480991,-0.5234581909725712,27.14
lrsw_lorawd_wd0p3_lr2e4_s45,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lorawd,LoRA+wd,0.0002,45.0,lrsw_lorawd_wd0p3_lr2e4,False,False,True,1.9735583411168816,1.810069211692996,0.1634891294238858,-0.5236031732746699,26.68
lrsw_lorawd_wd0p3_lr2e5_s42,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lorawd,LoRA+wd,2e-05,42.0,lrsw_lorawd_wd0p3_lr2e5,False,False,True,2.1213124137498016,1.8520239240816387,0.2692884896681629,-0.6683702823700677,26.74
lrsw_lorawd_wd0p3_lr2e5_s43,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lorawd,LoRA+wd,2e-05,43.0,lrsw_lorawd_wd0p3_lr2e5,False,False,True,2.0838732387972225,1.810069211692996,0.2738040271042268,-0.6659485596531082,26.5
lrsw_lorawd_wd0p3_lr2e5_s44,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lorawd,LoRA+wd,2e-05,44.0,lrsw_lorawd_wd0p3_lr2e5,False,False,True,2.0827364865273523,1.810069211692996,0.2726672748343566,-0.6631401790831907,26.83
lrsw_lorawd_wd0p3_lr3e4_s42,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lorawd,LoRA+wd,0.0003,42.0,lrsw_lorawd_wd0p3_lr3e4,False,False,True,2.043574158464022,1.8520239240816387,0.1915502343823831,-0.423773862550395,26.18
lrsw_lorawd_wd0p3_lr3e4_s43,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lorawd,LoRA+wd,0.0003,43.0,lrsw_lorawd_wd0p3_lr3e4,False,False,True,1.997637208817239,1.810069211692996,0.1875679971242432,-0.4560560575170935,26.64
lrsw_lorawd_wd0p3_lr3e4_s44,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lorawd,LoRA+wd,0.0003,44.0,lrsw_lorawd_wd0p3_lr3e4,False,False,True,2.001071157024464,1.810069211692996,0.1910019453314679,-0.4550642341184974,26.9
lrsw_lorawd_wd0p3_lr3e4_s45,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lorawd,LoRA+wd,0.0003,45.0,lrsw_lorawd_wd0p3_lr3e4,False,False,True,1.9938344643721335,1.810069211692996,0.183765252679138,-0.4585455712524111,26.56
lrsw_lorawd_wd0p3_lr5e4_s42,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lorawd,LoRA+wd,0.0005,42.0,lrsw_lorawd_wd0p3_lr5e4,False,False,True,2.0437287245841684,1.8520239240816387,0.1917048005025297,-0.4043935651343969,25.55
lrsw_lorawd_wd0p3_lr5e4_s43,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lorawd,LoRA+wd,0.0005,43.0,lrsw_lorawd_wd0p3_lr5e4,False,False,True,2.0430797374500687,1.8520239240816387,0.1910558133684299,-0.4155556928348238,25.86
lrsw_lorawd_wd0p3_lr5e4_s44,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lorawd,LoRA+wd,0.0005,44.0,lrsw_lorawd_wd0p3_lr5e4,False,False,True,2.0409187356893947,1.8520239240816387,0.188894811607756,-0.3861581781239308,26.38
lrsw_lorawd_wd0p3_lr5e4_s45,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lorawd,LoRA+wd,0.0005,45.0,lrsw_lorawd_wd0p3_lr5e4,False,False,True,2.037566246678821,1.8520239240816387,0.1855423225971821,-0.3902988976206005,25.64
lrsw_lorawd_wd0p3_lr5e5_s42,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lorawd,LoRA+wd,5e-05,42.0,lrsw_lorawd_wd0p3_lr5e5,False,False,True,2.102396154524014,1.8520239240816387,0.2503722304423759,-0.660349842386316,27.8
lrsw_lorawd_wd0p3_lr5e5_s43,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lorawd,LoRA+wd,5e-05,43.0,lrsw_lorawd_wd0p3_lr5e5,False,False,True,2.0670504098885054,1.810069211692996,0.2569811981955097,-0.6550185860727421,27.56
lrsw_lorawd_wd0p3_lr5e5_s44,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,lorawd,LoRA+wd,5e-05,44.0,lrsw_lorawd_wd0p3_lr5e5,False,False,True,2.068094519928801,1.810069211692996,0.258025308235805,-0.6554112574212861,27.33
lrsw_milora_r32_lr1e3_s42,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,milora,MiLoRA,0.001,42.0,lrsw_milora_r32_lr1e3,False,False,True,3.2316140988102564,1.8520239240816387,1.3795901747286177,0.1852304161675628,17.21
lrsw_milora_r32_lr1e3_s43,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,milora,MiLoRA,0.001,43.0,lrsw_milora_r32_lr1e3,False,False,True,3.1496052964456784,1.810069211692996,1.3395360847526827,0.1797240960600895,17.33
lrsw_milora_r32_lr1e3_s44,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,milora,MiLoRA,0.001,44.0,lrsw_milora_r32_lr1e3,False,False,True,3.198534623921109,1.810069211692996,1.3884654122281133,0.1797528068974981,14.84
lrsw_milora_r32_lr1e4_s42,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,milora,MiLoRA,0.0001,42.0,lrsw_milora_r32_lr1e4,False,False,True,1.973655510435436,1.8520239240816387,0.1216315863537971,-0.6057234732321786,27.55
lrsw_milora_r32_lr1e4_s43,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,milora,MiLoRA,0.0001,43.0,lrsw_milora_r32_lr1e4,False,False,True,1.93380291028227,1.810069211692996,0.1237336985892743,-0.6006724678413211,27.42
lrsw_milora_r32_lr1e4_s44,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,milora,MiLoRA,0.0001,44.0,lrsw_milora_r32_lr1e4,False,False,True,2.0601950855779414,1.810069211692996,0.2501258738849456,-0.5958507507903049,26.92
lrsw_milora_r32_lr1e4_s45,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,milora,MiLoRA,0.0001,45.0,lrsw_milora_r32_lr1e4,False,False,True,1.971519723240729,1.8520239240816387,0.1194957991590905,-0.6101254416090145,27.31
lrsw_milora_r32_lr2e4_s42,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,milora,MiLoRA,0.0002,42.0,lrsw_milora_r32_lr2e4,False,False,True,2.120847216144792,1.8520239240816387,0.268823292063153,-0.4005536242747243,25.84
lrsw_milora_r32_lr2e4_s43,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,milora,MiLoRA,0.0002,43.0,lrsw_milora_r32_lr2e4,False,False,True,2.079544738712288,1.810069211692996,0.2694755270192919,-0.3824754651137076,25.52
lrsw_milora_r32_lr2e4_s44,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,milora,MiLoRA,0.0002,44.0,lrsw_milora_r32_lr2e4,False,False,True,2.0798272280296555,1.810069211692996,0.2697580163366597,-0.3957739469155299,26.52
lrsw_milora_r32_lr2e4_s45,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,milora,MiLoRA,0.0002,45.0,lrsw_milora_r32_lr2e4,False,False,True,2.088509181263989,1.810069211692996,0.2784399695709931,-0.3806979241243918,26.46
lrsw_milora_r32_lr2e5_s42,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,milora,MiLoRA,2e-05,42.0,lrsw_milora_r32_lr2e5,False,False,True,1.907960317818916,1.8520239240816387,0.0559363937372772,-0.7622050067260775,26.25
lrsw_milora_r32_lr2e5_s43,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,milora,MiLoRA,2e-05,43.0,lrsw_milora_r32_lr2e5,False,False,True,1.9096852629590315,1.8520239240816387,0.0576613388773927,-0.7703181576823243,26.1
lrsw_milora_r32_lr2e5_s44,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,milora,MiLoRA,2e-05,44.0,lrsw_milora_r32_lr2e5,False,False,True,1.8656647047375687,1.810069211692996,0.0555954930445734,-0.7622050067260775,26.17
lrsw_milora_r32_lr3e4_s42,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,milora,MiLoRA,0.0003,42.0,lrsw_milora_r32_lr3e4,False,False,True,2.261508517512025,1.8520239240816387,0.4094845934303861,-0.2650402387275547,24.72
lrsw_milora_r32_lr3e4_s43,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,milora,MiLoRA,0.0003,43.0,lrsw_milora_r32_lr3e4,False,False,True,2.36126675137648,1.8520239240816387,0.5092428272948415,-0.2492602487646492,23.8
lrsw_milora_r32_lr3e4_s44,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,milora,MiLoRA,0.0003,44.0,lrsw_milora_r32_lr3e4,False,False,True,2.2841258164585514,1.8520239240816387,0.4321018923769126,-0.2500319164905971,24.06
lrsw_milora_r32_lr3e4_s45,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,milora,MiLoRA,0.0003,45.0,lrsw_milora_r32_lr3e4,False,False,True,2.219703001259578,1.810069211692996,0.4096337895665829,-0.2510371387438385,24.9
lrsw_milora_r32_lr5e4_s42,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,milora,MiLoRA,0.0005,42.0,lrsw_milora_r32_lr5e4,False,False,True,2.5996852616355084,1.8520239240816387,0.7476613375538697,-0.0759275700896371,20.76
lrsw_milora_r32_lr5e4_s43,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,milora,MiLoRA,0.0005,43.0,lrsw_milora_r32_lr5e4,False,False,True,2.565861342872096,1.810069211692996,0.7557921311790998,-0.0662597005030646,21.27
lrsw_milora_r32_lr5e4_s44,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,milora,MiLoRA,0.0005,44.0,lrsw_milora_r32_lr5e4,False,False,True,2.535882304374965,1.810069211692996,0.7258130926819695,-0.0625824185228621,21.0
lrsw_milora_r32_lr5e4_s45,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,milora,MiLoRA,0.0005,45.0,lrsw_milora_r32_lr5e4,False,False,True,2.547923168060233,1.810069211692996,0.737853956367237,-0.0745847629157537,22.7
lrsw_milora_r32_lr5e5_s42,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,milora,MiLoRA,5e-05,42.0,lrsw_milora_r32_lr5e5,False,False,True,1.922430365342227,1.8520239240816387,0.0704064412605882,-0.707522406332216,27.57
lrsw_milora_r32_lr5e5_s43,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,milora,MiLoRA,5e-05,43.0,lrsw_milora_r32_lr5e5,False,False,True,1.8817642131388648,1.810069211692996,0.071695001445869,-0.7055337738384071,27.3
lrsw_milora_r32_lr5e5_s44,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,milora,MiLoRA,5e-05,44.0,lrsw_milora_r32_lr5e5,False,False,True,1.8801803169229967,1.810069211692996,0.0701111052300014,-0.7024583321818402,27.28
lrsw_milorawd_wd0p3_r32_lr2e4_s42,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,milorawd,MiLoRA+wd,0.0002,42.0,lrsw_milorawd_wd0p3_r32_lr2e4,False,False,True,1.959319358666084,1.810069211692996,0.1492501469730884,-0.6048484084954574,27.99
lrsw_milorawd_wd0p3_r32_lr5e4_s42,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,milorawd,MiLoRA+wd,0.0005,42.0,lrsw_milorawd_wd0p3_r32_lr5e4,False,False,True,1.959038602556362,1.810069211692996,0.1489693908633662,-0.5282683485199489,26.66
lrsw_sclora_r32_lr1e3_s42,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,sclora,SC-LoRA,0.001,42.0,lrsw_sclora_r32_lr1e3,False,False,True,6.884864806372474,1.8520239240816387,5.032840882290835,0.4880286854829438,3.19
lrsw_sclora_r32_lr1e3_s43,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,sclora,SC-LoRA,0.001,43.0,lrsw_sclora_r32_lr1e3,False,False,True,3.604309972889736,1.810069211692996,1.7942407611967404,0.2411478624116997,8.57
lrsw_sclora_r32_lr1e3_s44,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,sclora,SC-LoRA,0.001,44.0,lrsw_sclora_r32_lr1e3,False,False,True,3.607861098770362,1.810069211692996,1.797791887077366,0.2359574794666207,7.5
lrsw_sclora_r32_lr1e4_s42,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,sclora,SC-LoRA,0.0001,42.0,lrsw_sclora_r32_lr1e4,False,False,True,2.327875716030948,1.8520239240816387,0.4758517919493088,-0.0899094544059318,16.38
lrsw_sclora_r32_lr1e4_s43,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,sclora,SC-LoRA,0.0001,43.0,lrsw_sclora_r32_lr1e4,False,False,True,2.0771529101642408,1.810069211692996,0.267083698471245,-0.3841551171252979,24.72
lrsw_sclora_r32_lr1e4_s44,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,sclora,SC-LoRA,0.0001,44.0,lrsw_sclora_r32_lr1e4,False,False,True,2.084262824674836,1.810069211692996,0.2741936129818401,-0.3854191330025139,24.46
lrsw_sclora_r32_lr1e4_s45,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,sclora,SC-LoRA,0.0001,45.0,lrsw_sclora_r32_lr1e4,False,False,True,2.1299686967161637,1.8520239240816387,0.2779447726345245,-0.3854191330025139,24.88
lrsw_sclora_r32_lr2e4_s42,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,sclora,SC-LoRA,0.0002,42.0,lrsw_sclora_r32_lr2e4,False,False,True,2.9423312473230903,1.8520239240816387,1.0903073232414515,0.0577041315340296,10.22
lrsw_sclora_r32_lr2e4_s43,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,sclora,SC-LoRA,0.0002,43.0,lrsw_sclora_r32_lr2e4,False,False,True,2.320058570717486,1.810069211692996,0.5099893590244904,-0.2173124317650336,20.8
lrsw_sclora_r32_lr2e4_s44,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,sclora,SC-LoRA,0.0002,44.0,lrsw_sclora_r32_lr2e4,False,False,True,2.3485223480864064,1.810069211692996,0.5384531363934106,-0.2308443092856012,21.52
lrsw_sclora_r32_lr2e4_s45,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,sclora,SC-LoRA,0.0002,45.0,lrsw_sclora_r32_lr2e4,False,False,True,2.295906753089038,1.810069211692996,0.485837541396042,-0.2215593164287672,22.12
lrsw_sclora_r32_lr2e5_s42,lrsw,Llama-CS (lrsw),Llama-2-7B,cs,sweep,sclora,SC-LoRA,2e-05,42.0,lrsw_sclora_r32_lr2e5,False,False,True,2.028159157245214,1.8520239240816387,0.176135233163575,-0.4871822414351269,25.29
