variant,unique_M,unique_G,unique_C,shared_MG,shared_MC,shared_GC,shared_MGC,total,R_M,R_G,R_C
primary (M=logF),0.03297089570815359,0.031387736530172905,0.008539479160051378,0.05196362538354604,0.18069231113497386,-0.003659242230353077,0.1541389844372354,0.4560337901237801,0.4197658166639089,0.23383110412060126,0.33971153250190755
extended (M=logF+log spec_max),0.03324850882261754,0.03164275021174945,0.008149274903616721,0.0517086117019695,0.18108251539140852,-0.0036869976266942217,0.15416673983357654,0.45631140323824404,0.4202063757495721,0.23383110412060126,0.33971153250190755
