family,knee_kl_nats,slope_below,slope_above
lrsw,0.2903245721439055,-0.5984760702534491,-17.53256174609524
lrswm,0.2590667675863789,-0.5552109523322639,-10.204288239437846
qwsw,0.2858817014757782,1.0328165089488284,-40.00545693255904
qwswm,0.269894581734528,-0.26400829736061127,-34.62399857354344
frc,0.3992961081624702,-3.9633267769792946,-18.77555819491365
frm,1.6860905365339274,-8.316372645465128,-23.609433536525483
