rn,fam,seed,cell,method,fd,logfd,ret,ret_broad,adapt,adapt_task,bbh,mmlu_pro,mmlu,arc_c,truthfulqa,dw_sv_max,dw_sv_mean,lr,wd,clora_k,rank,quarantined,straggler,in_family,cs_boolq,cs_piqa,cs_social_i_qa,cs_hellaswag,cs_winogrande,cs_ARC_Easy,cs_ARC_Challenge,cs_openbookqa,forgetting_ce,base_entropy,forgetting_kl,fro_total,spec_max,spec_mean,stable_rank_w,eff_rank_w,e_top_w,e_bot_w,ein_top_w,ein_bot_w,amp_top_w,depth_centroid,eff_n_mat,share_q,share_k,share_v,share_up,share_down
lrsw_sclora_r32_lr1e3_s43,lrsw,43.0,lrsw_sclora_r32_lr1e3,sclora,1.7424,0.2411478624116997,8.57,20.97,61.97,cs,12.38,4.77,23.07,27.39,37.26,227.6883,27.5462,0.001,,,32.0,False,False,True,63.7,70.95,73.85,45.19,67.8,62.37,45.9,66.0,3.604309972889736,1.810069211692996,1.7942407611967404,1389.7775169156366,227.68072509765625,27.547909915447235,17.61094894968834,31.56677019254213,0.0826167184617343,0.0449613830889358,0.1099382943432861,0.0461652536002831,0.0953054293164774,0.5029940430603934,101.67823963318315,0.25544340196433907,0.2434154533601165,0.12434532129742572,0.2292244965639781,0.14757132681414065
frm_lorawd_wd0_lr1e4_c256_s43,frm,43.0,frm_lorawd_wd0_lr1e4_c256,lorawd,0.4484,-0.3483343960770644,23.35,31.89,63.68,math_faithful,31.27,15.43,30.78,40.02,41.97,28.1931,9.6664,0.0001,0.0,,,False,False,True,,,,,,,,,2.3544705683447447,1.8520239240816387,0.5024466442631059,337.35415286047265,28.25014305114746,9.668113002181054,7.985133401572491,33.06581188077143,0.066254221923472,0.0484722078651292,0.0726792272241483,0.0511279911471776,0.0648760326190923,0.5805964747510931,120.99402637551682,0.14475165923171388,0.15846879883446813,0.10147325478009968,0.34704112931364395,0.2482651578400744
qwsw_lora_r16_lr1e3_s42,qwsw,42.0,qwsw_lora_r16_lr1e3,lora,0.8243,-0.0839147001562972,7.28,22.54,79.19,cs,13.84,0.71,25.4,34.39,38.35,121.4454,20.4882,0.001,,,16.0,False,False,True,66.85,83.46,77.64,84.29,78.69,86.11,73.29,83.2,,,,899.6266142354547,121.4441375732422,20.487743935414723,10.604652008964775,15.350338414828997,0.1210741878097317,0.0942448279143025,0.0645582496753114,0.0511732118289819,0.0757963768733015,0.4660008985690222,74.07145939402582,0.300593027022066,0.01387644633483411,0.010295999563424548,0.42267109503923,0.2525634320404454
qwsw_lora_null_r16_lr2e5_s43,qwsw,43.0,qwsw_lora_null_r16_lr2e5,lora_null,0.0802,-1.0958256317158366,39.9,52.3,84.91,cs,46.34,33.46,72.31,57.42,51.96,2.8888,0.795,2e-05,,,16.0,False,False,True,62.57,88.85,79.63,93.87,83.19,94.78,88.99,87.4,1.9645275493766257,1.9346918347336524,0.0298357146429735,21.96781485796796,2.8903582096099854,0.7951844238276993,4.710517734587969,13.700706641132586,0.2109272154139314,0.0784566945694949,0.1067408431614639,0.1275292505107957,0.1295083193443511,0.5945511597156112,53.827333327925395,0.09285008734546231,0.01646467594102088,0.01348847687661522,0.6232088976294942,0.25398786220740754
frm_lorawd_wd0p5_lr3e4_c256_s42,frm,42.0,frm_lorawd_wd0p5_lr3e4_c256,lorawd,0.2306,-0.6371406970413198,25.3,34.0,66.94,math_faithful,32.91,17.69,35.98,41.72,41.71,22.7511,3.1264,0.0003,0.5,,,False,False,True,,,,,,,,,2.009205559494572,1.8520239240816387,0.1571816354129329,138.92415248135157,22.7511043548584,3.126664899289608,13.773118261170014,37.07770272284176,0.0804633738224799,0.0480126813286406,0.0960230184064908,0.047983915937029,0.078347222964727,0.5626567068599306,103.71715274957393,0.11411653199116338,0.15069740185759886,0.08861758010643718,0.37472217519226475,0.27184631085253586
qwswm_milora_r32_lr5e4_s43,qwswm,43.0,qwswm_milora_r32_lr5e4,milora,0.3009,-0.5215778122599195,39.2,49.54,50.42,gsm8k,43.74,34.67,66.36,49.32,53.61,24.6495,6.0765,0.0005,,,32.0,False,False,True,,,,,,,,,,,,285.3803359818832,24.65636444091797,6.077438555870738,14.576774857380164,29.405639775769288,0.089296499357573,0.1753936466994219,0.0576144174956676,0.1266833778975206,0.0616441250794861,0.5256925350260371,72.46645538331026,0.14490688307067168,0.01718629111053732,0.01540996417806126,0.4532964513661416,0.3692004102745881
qwswm_dora_r16_lr5e5_s42,qwswm,42.0,qwswm_dora_r16_lr5e5,dora,0.0513,-1.2898826348881838,43.3,53.2,64.82,gsm8k,46.41,40.18,72.14,50.09,57.19,3.8026,1.0858,5e-05,,,16.0,False,False,True,,,,,,,,,,,,25.43123471347529,3.806354522705078,1.086527618552957,3.2164677274512647,8.957452554705101,0.1249355032495996,0.1049631589314711,0.0794943263317434,0.0527334593467538,0.0786226275302513,0.531546175993666,62.29125004458141,0.11137872163974667,0.01890944298975269,0.013229668471915212,0.5766435064120563,0.27983866048652906
lrsw_clora_k1024_lr1e4_s43,lrsw,43.0,lrsw_clora_k1024_lr1e4,clora,0.2151,-0.6673595896125374,27.04,36.55,66.64,cs,34.86,19.23,47.16,45.05,36.44,10.9058,4.8473,0.0001,,1024.0,,False,False,True,61.47,70.67,78.45,36.58,73.24,74.79,59.13,78.8,1.9386421596299697,1.810069211692996,0.1285729479369741,130.8485823859299,10.922808647155762,4.848399941623211,3.757276376784205,13.72533871754547,0.0620475223100889,0.0517047345324547,0.0734081145285335,0.0517967662019811,0.0601519373781105,0.5461369513320309,82.69374215376732,0.05348880247155992,0.04777939584824494,0.06789136449894666,0.5002107417503467,0.3306296954309019
qwswm_clora_k1024_lr2e5_s42,qwswm,42.0,qwswm_clora_k1024_lr2e5,clora,0.0301,-1.5214335044061569,43.42,53.36,53.07,gsm8k,47.17,39.67,71.95,51.11,56.9,2.1364,0.4365,2e-05,,1024.0,,False,False,True,,,,,,,,,,,,13.254381991527096,2.137171745300293,0.4367083776461316,4.0808412304680095,16.85268168316076,0.0610055651403238,0.0422971998897161,0.0717687429299311,0.0544265184869748,0.0528168276119219,0.5087731613150113,49.572625006484664,0.09605570427110309,1.2874090899238394e-08,2.78392485483974e-08,0.6775536883723812,0.22639056664317614
qwsw_lorawd_wd0p3_lr3e4_s44,qwsw,44.0,qwsw_lorawd_wd0p3_lr3e4,lorawd,0.2114,-0.6748950170285926,40.53,47.47,84.84,cs,46.09,34.98,69.06,40.7,46.51,12.1376,4.4988,0.0003,0.3,,,False,False,True,62.94,89.06,80.09,95.62,86.35,90.32,85.15,89.2,2.152314056510881,1.9346918347336524,0.2176222217772285,194.73076465435145,12.152814865112305,4.499371970977102,9.739487627011204,23.615812404094317,0.114678313774219,0.0911071649406152,0.0743604421184149,0.0443344064997119,0.0719682856452097,0.5475323925605986,63.713710228468074,0.08947124553450707,0.011636781653329095,0.009686662766502763,0.49140017131631325,0.397805138729348
frm_lorawd_wd0p1_lr3e4_c512_s42,frm,42.0,frm_lorawd_wd0p1_lr3e4_c512,lorawd,0.6735,-0.1716623999409955,22.98,31.62,64.97,math_faithful,31.87,14.09,30.27,36.69,45.2,69.9192,9.6254,0.0003,0.1,,,False,False,True,,,,,,,,,2.4691632988154573,1.8520239240816387,0.6171393747338185,508.1483165632172,69.91600036621094,9.626029984652996,20.7140237923494,49.54267094058328,0.0732284205794112,0.0462796832608988,0.0776184460602791,0.0495709817590007,0.0709761526002829,0.5585920556305922,118.78186418893945,0.16114276228589114,0.18383017152028383,0.10661007177406025,0.31849808596439155,0.22991890845537327
qwsw_sclora_r32_lr2e5_s44,qwsw,44.0,qwsw_sclora_r32_lr2e5,sclora,0.117,-0.9318141382538384,39.8,48.15,86.64,cs,47.26,32.33,72.08,42.24,46.84,3.2573,0.9947,2e-05,,,32.0,False,False,True,72.23,90.32,79.63,93.06,85.16,94.91,87.2,90.6,2.009743263866679,1.9346918347336524,0.0750514291330266,38.96517722485298,3.261873245239258,0.9952104932495526,9.530776552073906,34.1466159168741,0.1033958809420796,0.1341302648859649,0.2596663345434439,0.0276860215731397,0.1355849222873914,0.5506421670702779,52.516536194766246,0.06833139912750305,0.01647119972340961,0.020394718102560373,0.6707174500131147,0.22408523303341246
lrsw_lorawd_wd0p3_lr5e4_s45,lrsw,45.0,lrsw_lorawd_wd0p3_lr5e4,lorawd,0.4071,-0.3902988976206005,25.64,32.87,81.59,cs,32.21,19.08,41.49,38.99,32.59,37.3153,6.7927,0.0005,0.3,,,False,False,True,72.75,82.92,80.81,91.33,84.29,85.65,71.16,83.8,2.037566246678821,1.8520239240816387,0.1855423225971821,267.35890722752464,37.315208435058594,6.793118162453174,10.611306862412096,23.641400889281183,0.07458106497825,0.0462793067373047,0.08305532560015,0.0479436528113708,0.0724225636695616,0.5418485084728195,117.13971384183432,0.13453343546513147,0.16207898317873853,0.1013819629462607,0.33935969141426636,0.26264592699560285
lrsw_clora_k1024_lr1e4_s44,lrsw,44.0,lrsw_clora_k1024_lr1e4,clora,0.2152,-0.6671577330056484,26.83,35.98,28.35,cs,34.27,19.39,46.38,43.94,35.9,12.7518,4.9072,0.0001,,1024.0,,False,False,True,58.01,39.83,26.56,27.13,23.28,18.52,14.08,19.4,1.99741652658866,1.810069211692996,0.1873473148956643,131.20317514869927,12.764932632446287,4.908252172917128,3.73481449309712,13.609884898021958,0.0622457009821714,0.0516306245659874,0.0734202393299985,0.0515858052808704,0.0603039321431401,0.5474074358469381,83.2002071461359,0.05452360023516185,0.04752753554754445,0.06799932822396945,0.4980265757092075,0.3319229602841169
qwswm_lora_null_r16_lr2e4_s44,qwswm,44.0,qwswm_lora_null_r16_lr2e4,lora_null,0.0852,-1.0695604052333,43.5,53.53,75.66,gsm8k,46.09,40.92,72.01,52.05,56.57,7.5851,2.2581,0.0002,,,16.0,False,False,True,,,,,,,,,2.005776221859439,1.9346918347336524,0.0710843871257864,88.38239741719818,7.594475269317627,2.258547717971461,8.819337768212506,18.79586944437376,0.1763055720954323,0.0779249780200697,0.0835342873091662,0.1245313773307251,0.0997485541324304,0.5637757098311555,62.77981340815957,0.11388057782235375,0.020903641468299986,0.012078301827395702,0.5642220275452711,0.28891545133667945
qwswm_sclora_r32_lr1e3_s44,qwswm,44.0,qwswm_sclora_r32_lr1e3,sclora,0.8708,-0.0600815796309432,6.56,22.01,3.26,gsm8k,12.7,0.41,23.62,26.71,46.62,69.8089,14.1688,0.001,,,32.0,False,False,True,,,,,,,,,4.073955309372393,1.9346918347336524,2.139263474638741,845.8487849193104,69.80889129638672,14.170666646957397,19.491398170027512,34.24260353591904,0.1347220876081177,0.0878232889796579,0.1284385591759225,0.0433250972728845,0.1118879830555468,0.5297754751872714,66.75848680526589,0.1647257534303092,0.012599716506770171,0.011000697923711555,0.496504181493635,0.3151696506455742
qwswm_lora_r16_lr1e3_s44,qwswm,44.0,qwswm_lora_r16_lr1e3,lora,0.5801,-0.236497134532403,8.38,32.49,32.07,gsm8k,15.74,1.01,52.59,40.87,52.25,41.5107,15.0621,0.001,,,16.0,False,False,True,,,,,,,,,2.794192319476489,1.9346918347336524,0.8595004847428371,703.2745009414028,41.510372161865234,15.06129674400602,11.373947319172515,15.487197798780164,0.1085565848307039,0.091432650494248,0.0615438178908075,0.0479091881112774,0.0676420702004365,0.5013443857726584,67.81733519107361,0.2071203490408193,0.013481577829220265,0.010784954673879637,0.45956150601154666,0.309051612444534
lrsw_milora_r32_lr1e3_s44,lrsw,44.0,lrsw_milora_r32_lr1e3,milora,1.5127,0.1797528068974981,14.84,24.17,65.2,cs,21.87,7.8,23.07,31.4,36.69,244.543,28.1704,0.001,,,32.0,False,False,True,63.85,72.91,74.26,55.14,72.22,64.6,50.6,68.0,3.198534623921109,1.810069211692996,1.3884654122281133,1290.7323887517707,244.54440307617188,28.17267630696297,15.014835019010578,27.138656644059427,0.0774817937437921,0.0493088255202393,0.0685153456332403,0.0550992231571433,0.0707181996011832,0.5035066198251349,100.88850634470784,0.23814669612787936,0.24408367345546564,0.12369543880178911,0.2318876778380016,0.16218651377686422
frm_lorawd_wd0p1_lr5e4_c256_s44,frm,44.0,frm_lorawd_wd0p1_lr5e4_c256,lorawd,0.911,-0.0404816230270017,19.49,27.93,60.88,math_faithful,28.78,10.2,24.75,32.25,43.66,103.7646,11.867,0.0005,0.1,,,False,False,True,,,,,,,,,2.8275917051851303,1.810069211692996,1.0175224934921343,684.7756045645464,103.76202392578124,11.867262864112854,25.377730780518743,53.899155388708905,0.0790604025000016,0.0452156546282121,0.0849934208673545,0.0484362601646597,0.0779071057527504,0.5475248429577623,102.49427414867662,0.164792141008253,0.1759908407236881,0.11868786294275259,0.32460472966442233,0.21592442566088405
frc_lorawd_wd0p1_lr1e3_c256_s42,frc,42.0,frc_lorawd_wd0p1_lr1e3_c256,lorawd,0.9814,-0.0081539463551032,19.27,27.32,73.15,cs,28.21,10.33,28.75,33.79,35.5,127.2283,15.3392,0.001,0.1,,,False,False,True,66.97,79.33,77.43,78.95,77.58,73.27,59.3,72.4,2.5112363556935047,1.8520239240816387,0.6592124316118659,714.4789430025926,127.22618865966795,15.340968361496923,15.389150862234096,28.44792399563113,0.0788278500705529,0.0457516084508141,0.0762110761163746,0.0498535970603785,0.0742885041819695,0.5102995951227529,103.39686222702066,0.2149146823603716,0.22051719650983936,0.12695256454444287,0.2524812455956341,0.1851343109897121
lrswm_sclora_r32_lr5e5_s44,lrswm,44.0,lrswm_sclora_r32_lr5e5,sclora,0.2717,-0.5659103615821093,24.88,33.1,59.29,math_faithful,33.16,16.61,27.07,45.56,43.11,6.9303,2.2263,5e-05,,,32.0,False,False,True,,,,,,,,,2.0109179010839537,1.810069211692996,0.200848689390958,84.46731698322161,6.930694103240967,2.2268155451864,10.013827690898886,34.126995958687175,0.1014514486104586,0.0367188616150416,0.5275700875963046,0.0088255789507575,0.1870306632259227,0.5192431006202645,118.9056254673465,0.21115101228823688,0.20374365139772407,0.06337291910125056,0.38353523885729024,0.13819717835549822
lrswm_lorawd_wd0p3_lr5e4_s43,lrswm,43.0,lrswm_lorawd_wd0p3_lr5e4,lorawd,0.4031,-0.3945872018469488,24.12,33.45,52.01,gsm8k,31.82,16.41,37.44,40.02,41.55,32.3728,7.3374,0.0005,0.3,,,False,False,True,,,,,,,,,2.1713134127229474,1.810069211692996,0.3612442010299517,287.95895336315044,32.3723030090332,7.337924365699291,9.82299715714525,23.621879566150685,0.0716094175590865,0.0476268811523833,0.0813952459616021,0.0490631149925335,0.0703978203121656,0.587155883212142,110.74461220768539,0.12989490979124352,0.14949048756526043,0.09284595764819098,0.35386716706739973,0.2739014779279054
lrsw_sclora_r32_lr5e4_s42,lrsw,42.0,lrsw_sclora_r32_lr5e4,sclora,1.8222,0.2605960423019088,3.6,19.94,70.33,cs,7.2,0.0,23.23,30.55,38.73,51.0579,18.6489,0.0005,,,32.0,False,False,True,66.27,76.28,77.28,65.56,76.16,71.0,56.48,73.6,5.803522692947161,1.8520239240816387,3.9514987688655214,858.1838725439162,51.05805206298828,18.65109044611454,14.16849062085145,33.06004447034645,0.1047055082571401,0.0428002754551302,0.3380244921798371,0.0291138630718444,0.1704358144904157,0.5138313471065711,132.9251819570465,0.20981939089565807,0.23246249295439508,0.07751850795848553,0.29804424024410103,0.18215536794736026
lrsw_lora_null_r16_lr5e4_s45,lrsw,45.0,lrsw_lora_null_r16_lr5e4,lora_null,0.701,-0.1542819820333413,20.62,27.09,78.66,cs,30.43,10.8,25.52,36.09,32.63,52.1815,16.0555,0.0005,,,16.0,False,False,True,71.8,82.32,79.84,87.68,81.53,81.02,66.72,78.4,2.3774814767183594,1.810069211692996,0.5674122650253637,576.132928392812,52.18132019042969,16.057163605093955,8.283312481482561,15.78031936853349,0.1135664522700228,0.0414983617202928,0.0905329365495407,0.0565673670574294,0.0929926717037483,0.5410137925285191,136.03736135150328,0.1741329792909285,0.1912136873847397,0.09937100701930372,0.3003174357079768,0.23496489059705133
frc_lorawd_wd0p2_lr2e4_c256_s45,frc,45.0,frc_lorawd_wd0p2_lr2e4_c256,lorawd,0.3554,-0.4492825765307173,26.53,33.99,81.56,cs,34.93,18.13,41.85,40.19,34.86,23.9597,8.5588,0.0002,0.2,,,False,False,True,72.51,83.84,79.32,90.14,85.56,85.44,72.7,83.0,2.0203815025027128,1.810069211692996,0.210312290809717,240.09297115423087,23.98535919189453,8.563542234897614,4.928544734230888,16.13736207329388,0.0709503136065603,0.0478937627968222,0.0823744949395307,0.0485943160498127,0.0699718162954845,0.5402904141441595,121.0523669362612,0.12676989037480815,0.14170029409200963,0.09728877513763126,0.3554701033007504,0.2787709370948005
qwswm_lora_null_r16_lr3e4_s44,qwswm,44.0,qwswm_lora_null_r16_lr3e4,lora_null,0.1169,-0.93218548883816,42.37,53.06,76.04,gsm8k,42.79,41.95,71.59,52.13,56.83,9.8746,3.1869,0.0003,,,16.0,False,False,True,,,,,,,,,2.0301338911287696,1.9346918347336524,0.0954420563951172,130.45558967826506,9.885577201843262,3.1875047436782293,9.552548301286642,18.216114646036253,0.1563220499722095,0.0818111869913434,0.0783177529958801,0.1143845622344395,0.0915537204718912,0.5572624125659592,64.00802005410294,0.12253345451485476,0.019537266338033116,0.010598272215159844,0.5586931865423147,0.2886378203896377
frc_lora_null_lr3e4_c256_s45,frc,45.0,frc_lora_null_lr3e4_c256,lora_null,0.7717,-0.1125514997500462,18.09,26.53,78.23,cs,29.07,7.11,27.94,36.43,32.1,54.7348,14.7376,0.0003,,,,False,False,True,70.7,82.48,79.07,86.91,82.95,79.76,65.19,78.8,2.5826145832020866,1.810069211692996,0.7725453715090909,653.8094259935509,54.734283447265625,14.738915112614633,13.117555224278144,30.356678110389986,0.0924768001913185,0.0428023321162831,0.1027234534527159,0.060452358676838,0.0885941612214089,0.5413731900232478,134.04098558559392,0.17645942346254345,0.1884053330843246,0.09722303333431806,0.32747754971877685,0.21043466040003705
lrswm_sclora_r32_lr2e5_s43,lrswm,43.0,lrswm_sclora_r32_lr2e5,sclora,0.1591,-0.7983298203534185,26.03,33.58,39.8,gsm8k,34.02,18.04,29.07,46.59,40.16,3.7082,1.2159,2e-05,,,32.0,False,False,True,,,,,,,,,1.9615557787749875,1.810069211692996,0.1514865670819918,43.44721168974506,3.709291696548462,1.2163448486477138,9.046061049564631,32.85552203203711,0.1020896494742755,0.0364513801505886,0.543617521543999,0.0077959691091446,0.1923089578975106,0.5109568163860696,116.54966354175733,0.21609338856211163,0.20828226084948864,0.06137364172751158,0.3859145607326536,0.12833614812823457
frc_clora_k2048_lr3e4_c256_s44,frc,44.0,frc_clora_k2048_lr3e4_c256,clora,0.349,-0.4571745730408201,25.22,34.3,65.73,cs,33.6,16.83,44.37,41.04,35.66,16.2213,8.3797,0.0003,,2048.0,,False,False,True,71.47,79.49,70.32,51.77,77.11,62.58,44.11,69.0,2.170068059809116,1.8520239240816387,0.3180441357274772,293.0027290727127,16.23766326904297,8.383588828146458,5.967829816887521,18.89431685301264,0.054416378923452,0.0484176348798666,0.0610162952611529,0.0489414743946968,0.0528034079428856,0.5429419358323169,76.1401845668602,0.03409393344307406,0.02938428107586959,0.05222192840871093,0.49434669652383695,0.3899531605485086
lrswm_milora_r32_lr1e4_s44,lrswm,44.0,lrswm_milora_r32_lr1e4,milora,0.2587,-0.5872035712834566,25.72,34.16,40.94,gsm8k,33.24,18.2,31.93,44.45,42.98,9.9297,4.8501,0.0001,,,32.0,False,False,True,,,,,,,,,2.0106139866442483,1.810069211692996,0.2005447749512525,102.56880055011602,9.92978286743164,4.851175300776959,3.795298078802839,12.256991833930176,0.0597611079507727,0.1894442180166325,0.0854051315507165,0.1591880107447394,0.0659144400160412,0.5866307321060044,115.12429349568855,0.12844115790307611,0.14295638204499866,0.10756371690828706,0.36365457977404914,0.2573841633695888
frm_dora_lr3e4_c256_s44,frm,44.0,frm_dora_lr3e4_c256,dora,2.8788,0.4592114940154554,18.01,26.71,59.06,math_faithful,27.15,8.87,23.16,27.99,46.37,732.192,31.5922,0.0003,,,,False,False,True,,,,,,,,,3.963831059076308,1.810069211692996,2.153761847383312,1681.3404284651472,732.1736450195312,31.592706260085105,19.17021904835263,45.57699831311923,0.120921848890831,0.0436328827549423,0.1018504403736981,0.0485022366801085,0.1079572256678474,0.2948970286913829,8.04958200184664,0.33047076227092886,0.37330732787417614,0.05928721804108369,0.14070506570834565,0.09622962610546584
frc_lora_r8_lr3e4_c256_s42,frc,42.0,frc_lora_r8_lr3e4_c256,lora,0.5178,-0.2858379539011467,23.96,32.86,78.99,cs,31.45,16.47,43.36,39.42,33.58,45.3324,16.5292,0.0003,,,8.0,False,False,True,70.8,82.75,79.02,84.52,82.08,83.25,69.28,80.2,2.1173458292370717,1.8520239240816387,0.2653219051554325,375.9032337262316,45.39985275268555,16.533666971325875,3.1781287763907304,6.19418474715024,0.0668546039712703,0.0461812648998814,0.0748920246906181,0.0489336062678631,0.0660539874686427,0.5451830863456827,126.86340316776298,0.1428109079444197,0.15964753610058285,0.09943629031404014,0.329741940618361,0.2683633250225965
qwsw_milora_r32_lr5e4_s44,qwsw,44.0,qwsw_milora_r32_lr5e4,milora,0.5639,-0.2487979054116469,10.72,30.57,83.47,cs,14.04,7.39,53.53,38.82,39.09,32.6142,11.6002,0.0005,,,32.0,False,False,True,70.64,87.27,80.14,87.35,84.14,90.78,80.8,86.6,2.861993156986659,1.9346918347336524,0.9273013222530064,561.4809334123271,32.61311721801758,11.60217519572803,14.139547558734268,27.63432028759216,0.0996370909767429,0.1420033773090901,0.0605465182369687,0.0892329107502733,0.0657430738113445,0.5224465695578545,73.546527239496,0.14505595386587455,0.01478024116750927,0.01270947589407519,0.4466956537512552,0.3807586753212857
qwswm_lora_r16_lr5e5_s44,qwswm,44.0,qwswm_lora_r16_lr5e5,lora,0.0513,-1.2898826348881838,43.79,53.58,55.57,gsm8k,47.66,39.92,72.16,51.02,57.16,3.706,1.0833,5e-05,,,16.0,False,False,True,,,,,,,,,1.96547976606459,1.9346918347336524,0.0307879313309376,25.493023903862326,3.709497213363648,1.0841460103435177,3.223194714879035,9.037801438841624,0.1241371721442436,0.1042768483351955,0.0801100873730624,0.0524417266992095,0.0786075551164571,0.5274870591348156,62.17672286509471,0.10983908971279749,0.01821493499157034,0.012962195406995886,0.5783955869110186,0.2805881929776177
qwsw_lora_r16_lr5e5_s42,qwsw,42.0,qwsw_lora_r16_lr5e5,lora,0.1225,-0.9118639112994488,37.22,48.36,85.96,cs,42.79,31.65,71.66,45.82,49.86,9.8571,2.6585,5e-05,,,16.0,False,False,True,68.44,89.17,79.63,95.01,85.48,94.36,86.6,89.0,,,,56.49946725447392,9.87234592437744,2.660325311124325,2.1871134227705724,5.774892894975349,0.1118779712230811,0.0929020129724513,0.0915116949231858,0.0526290721668073,0.0754164109067921,0.5324178365647795,54.001974813252964,0.07744279571378415,0.010574320266715757,0.009107932359572527,0.6247773435794225,0.2780976080805052
qwsw_sclora_r32_lr1e4_s44,qwsw,44.0,qwsw_sclora_r32_lr1e4,sclora,0.3024,-0.5194182131708311,37.88,44.26,87.05,cs,43.22,32.54,65.65,38.48,41.43,8.7536,2.9751,0.0001,,,32.0,False,False,True,74.59,89.01,80.55,92.08,86.03,95.92,88.23,90.0,,,,158.2891192163389,8.753891944885254,2.9755049582038606,14.492071436440373,37.71149273239478,0.1028373367660492,0.1233603577453045,0.2276422613639385,0.0276163426234698,0.1246346962453939,0.5497884177680379,54.231411850947005,0.06577385237712519,0.014788105450481918,0.01634049336271902,0.6492296812909366,0.25386786751873724
qwsw_milora_r32_lr2e4_s44,qwsw,44.0,qwsw_milora_r32_lr2e4,milora,0.2863,-0.5431786519784014,36.72,44.92,86.96,cs,42.33,31.12,67.69,38.99,44.49,14.5147,5.6632,0.0002,,,32.0,False,False,True,74.13,88.79,79.53,94.92,85.95,94.99,87.54,89.8,2.4078556226659558,1.9346918347336524,0.4731637879323029,217.10698291936623,14.51461696624756,5.663951851640429,9.652565966546453,25.257310525745908,0.0783753404840495,0.2620628368551342,0.061716432440422,0.1651034610419569,0.0586798966140415,0.5392784396700856,70.55834472618363,0.11432092550075713,0.014104044540173909,0.01907257356491719,0.4235610714877196,0.4289413849064322
frc_lorawdr16_wd0p3_lr5e4_c256_s46,frc,46.0,frc_lorawdr16_wd0p3_lr5e4_c256,lorawdr16,0.3634,-0.4396150770279845,26.86,35.2,81.39,cs,33.88,19.83,45.46,41.04,35.79,25.7945,6.5124,0.0005,0.3,,,False,False,True,72.2,84.55,80.3,90.12,84.85,85.35,69.54,84.2,1.9399815325319725,1.810069211692996,0.1299123208389767,217.9407919938228,25.794313430786133,6.514807586371899,7.014337104782068,13.2173934353928,0.0718873986676662,0.0466604723062586,0.0856250614990799,0.0481453911718524,0.0714996850577745,0.550387667446851,115.53408846038074,0.11750075843294355,0.13947439181776464,0.09994865345109857,0.3644331406579357,0.2786430556402575
qwswm_lora_r32_lr5e5_s44,qwswm,44.0,qwswm_lora_r32_lr5e5,lora,0.0519,-1.284832642151542,44.14,54.0,57.01,gsm8k,47.2,41.07,72.29,51.11,58.31,3.6591,1.1263,5e-05,,,32.0,False,False,True,,,,,,,,,1.97586196854011,1.9346918347336524,0.0411701338064576,31.420567403952724,3.6598169803619385,1.1268331940685,5.037758872898658,18.356047890063483,0.1254882965517359,0.105655643946411,0.0724538285946143,0.0535226586306597,0.0767935729250405,0.5209808473739863,63.76702948246763,0.11770909465967071,0.0187404492857662,0.0147070628972482,0.5716860865121407,0.2771573066451742
qwsw_lorawd_wd0p3_lr5e5_s44,qwsw,44.0,qwsw_lorawd_wd0p3_lr5e5,lorawd,0.107,-0.9706162223147904,39.31,49.65,85.78,cs,45.89,32.73,71.74,49.15,48.75,9.1575,2.4351,5e-05,0.3,,,False,False,True,69.79,89.55,79.94,95.12,85.16,91.2,86.09,89.4,2.0103913315852187,1.9346918347336524,0.0756994968515663,58.37334232690189,9.166462898254396,2.4361430659890173,2.819590856785123,9.802594568926493,0.1130327294566658,0.093314439365054,0.0881869685402032,0.0511470173723827,0.0754456394448008,0.5394829747266834,55.77694540784645,0.07482441000811609,0.010433159091360118,0.00919220859667602,0.5999694312672438,0.3055807910366042
lrswm_lorawd_wd0p3_lr3e4_s43,lrswm,43.0,lrswm_lorawd_wd0p3_lr3e4,lorawd,0.3462,-0.4606729364606249,25.28,33.73,51.02,gsm8k,32.07,18.48,35.56,42.32,40.23,17.4034,6.8925,0.0003,0.3,,,False,False,True,,,,,,,,,2.077228152278935,1.810069211692996,0.2671589405859393,225.9813537985523,17.412322998046875,6.89434150159359,6.602396422670832,19.40036146919324,0.0686394064376202,0.0495068287721795,0.0800511784293921,0.0496208508819762,0.0680400308510362,0.593536010060469,109.25054930567244,0.12258053285064614,0.13786639581856835,0.09049643180251157,0.35765934768596835,0.2913972918423057
lrsw_lorawd_wd0p3_lr1e3_s43,lrsw,43.0,lrsw_lorawd_wd0p3_lr1e3,lorawd,0.4612,-0.3361107013773385,25.72,32.29,69.99,cs,32.93,18.5,38.79,37.97,33.25,51.5255,7.1468,0.001,0.3,,,False,False,True,71.38,49.4,80.81,87.82,55.64,77.02,60.84,77.0,2.0059792520030992,1.810069211692996,0.1959100403101035,294.0488281130672,51.52444076538086,7.147204205393791,11.67030194465865,25.50985148672601,0.0764112597788773,0.0451415773691418,0.0838410210809158,0.0477890674564477,0.0748803068443011,0.5360326979879865,114.01074054228965,0.14472742424957857,0.1813077717493508,0.11136933572881078,0.32139376556616994,0.2412017027060899
