rn,fam,seed,cell,method,fd,logfd,ret,ret_broad,adapt,adapt_task,bbh,mmlu_pro,mmlu,arc_c,truthfulqa,dw_sv_max,dw_sv_mean,lr,wd,clora_k,rank,quarantined,straggler,in_family,cs_boolq,cs_piqa,cs_social_i_qa,cs_hellaswag,cs_winogrande,cs_ARC_Easy,cs_ARC_Challenge,cs_openbookqa,forgetting_ce,base_entropy,forgetting_kl,fro_total,spec_max,spec_mean,stable_rank_w,eff_rank_w,e_top_w,e_bot_w,ein_top_w,ein_bot_w,amp_top_w
qwsw_clora_k1024_lr2e4_s43,qwsw,43.0,qwsw_clora_k1024_lr2e4,clora,0.2146,-0.6683702823700677,39.89,47.62,86.19,cs,44.62,35.17,69.39,42.66,46.27,20.4597,5.2805,0.0002,,1024.0,,False,False,True,74.8,86.45,79.63,94.13,85.95,93.27,84.9,90.4,2.1846737900870177,1.8790178806577968,0.30565590942922083,244.12841866865514,20.465227127075195,5.282269580897368,8.333127814733704,23.180223797449496,0.054090076369458,0.042606232016201756,0.05999701304785531,0.044294557211383125,0.044682862529747486
qwswm_lora_null_r16_lr5e4_s44,qwswm,44.0,qwswm_lora_null_r16_lr5e4,lora_null,0.1775,-0.7508016426088872,40.13,51.45,59.44,gsm8k,42.01,38.25,70.67,52.73,53.6,16.0783,4.9078,0.0005,,,16.0,False,False,True,,,,,,,,,2.0926891530440144,1.9346918347336524,0.157997318310362,215.37611643979957,16.07663345336914,4.908067025031362,10.665637444669729,17.40636052862144,0.13239214663158527,0.08699709132601131,0.0714521932361262,0.0979774049782716,0.08190500603056718
mtxm_lorawd_wd1p0_s44,mtxm,44.0,mtxm_lorawd_wd1p0,lorawd,0.1787,-0.7478754474943557,26.6,34.25,47.23,gsm8k,34.45,18.74,32.18,45.65,40.25,8.409,2.928,,1.0,,,False,False,False,,,,,,,,,1.9062658731566229,1.8100692116929957,0.09619666146362715,95.4047799108885,8.411057472229004,2.929009500145912,6.2703823130156,17.059995197660694,0.07505707572742426,0.051992340988302875,0.09694655440184355,0.04932671315204443,0.07447554853095463
mtx_milora_r16_s42,mtx,42.0,mtx_milora_r16,milora,0.4902,-0.30962669308394086,25.2,34.34,80.0,cs,32.94,17.45,46.24,38.57,36.49,34.3886,14.6523,,,,16.0,False,False,False,71.47,82.86,79.84,88.78,83.58,85.02,68.26,80.2,2.1356655296985734,1.8520239240816387,0.28364160561693463,327.8717137557739,34.388465881347656,14.656911051273346,3.7028856203237104,8.563922879042597,0.06643912946271362,0.07829468842284,0.07672827141800934,0.07887375425086847,0.06677351132353089
frc_lorawd_wd0p1_lr2e4_c256_s43,frc,43.0,frc_lorawd_wd0p1_lr2e4_c256,lorawd,0.4115,-0.3856301604517114,25.92,34.43,38.65,cs,33.42,18.41,43.83,40.44,36.07,27.0828,10.7004,0.0002,0.1,,,False,False,True,72.23,65.83,8.39,56.05,43.09,19.57,18.43,25.6,2.0924865910622445,1.8100692116929957,0.2824173793692488,302.03104822650374,27.095577239990234,10.70460266172886,5.0222002056877875,16.77746368348651,0.06952770495338512,0.047262145471435146,0.07827191953225383,0.04901770709493372,0.06816095793473066
qwswm_lorawd_wd0p3_lr1e3_s44,qwswm,44.0,qwswm_lorawd_wd0p3_lr1e3,lorawd,0.2126,-0.672436739812722,42.92,52.76,72.93,gsm8k,46.98,38.85,69.33,52.9,55.72,32.8957,4.2757,0.001,0.3,,,False,False,True,,,,,,,,,2.0979528075563714,1.9346918347336524,0.163260972822719,208.6168063980461,32.928009033203125,4.276823737365859,14.829541931666588,27.487430221245038,0.10853136813526511,0.09030699130264415,0.06732249422250823,0.045103049714758814,0.07004707370111944
frm_lorawd_wd0_lr2e4_c256_s43,frm,43.0,frm_lorawd_wd0_lr2e4_c256,lorawd,0.852,-0.06956040523329989,20.3,28.09,62.4,math_faithful,30.59,10.01,25.62,32.25,41.97,81.172,14.7974,0.0002,0.0,,,False,False,True,,,,,,,,,2.859160897766794,1.8100692116929957,1.0490916860737982,705.0592939668969,81.16973876953125,14.79878034889698,15.794269606429886,45.459752060699365,0.06805303805513858,0.04657021564412706,0.06911646426725847,0.050929836559507544,0.06504796124322139
frc_milora_a1r_lr1e3_c256_s44,frc,44.0,frc_milora_a1r_lr1e3_c256,milora,1.5127,0.17975280689749815,14.84,24.17,65.04,cs,21.87,7.8,23.07,31.4,36.69,244.543,28.1704,0.001,,,,False,False,True,63.33,72.91,74.31,55.25,72.14,64.56,50.0,67.8,3.198534623921109,1.8100692116929957,1.3884654122281133,1290.7323887517707,244.54440307617188,28.172676306962966,15.014835019010578,27.138656644059427,0.07748179374379215,0.049308825520239304,0.06851534563324034,0.05509922315714333,0.07071819960118324
qwsw_lorawd_wd0p3_lr1e4_s42,qwsw,42.0,qwsw_lorawd_wd0p3_lr1e4,lorawd,0.1373,-0.862329462763245,41.01,49.76,87.48,cs,45.91,36.11,71.4,47.61,47.77,11.5435,3.5195,0.0001,0.3,,,False,False,True,74.43,90.37,80.09,95.49,85.0,95.62,88.48,90.4,,,,100.44313756475054,11.553292274475098,3.5212096554892405,4.173905354622653,14.28141238349045,0.11682289021135328,0.0922882352345868,0.08142784635217423,0.047392704715033276,0.07490557429054943
frm_lorawd_wd0p5_lr5e4_c256_s42,frm,42.0,frm_lorawd_wd0p5_lr5e4_c256,lorawd,0.2581,-0.5882119954561311,24.83,33.24,65.43,math_faithful,32.85,16.8,34.82,38.74,43.0,27.288,3.416,0.0005,0.5,,,False,False,True,,,,,,,,,2.034725961468198,1.8520239240816387,0.1827020373865591,157.95737175866324,27.28788185119629,3.416314784437418,15.15081841251537,39.67706035433317,0.08437172882119166,0.04662307560252265,0.09865745521640112,0.047083897088643675,0.08120744452434774
frc_milora_a1r_lr1e4_c256_s45,frc,45.0,frc_milora_a1r_lr1e4_c256,milora,0.2454,-0.6101254416090145,27.31,36.17,74.29,cs,34.71,19.91,47.24,42.92,36.06,11.6294,6.0261,0.0001,,,,False,False,True,32.84,83.03,79.89,89.37,82.95,81.86,67.75,76.6,1.9310410345718374,1.8100692116929957,0.12097182287884167,122.19849769553817,11.629400253295898,6.026789873838425,3.5491619330555406,11.184625394007819,0.06377585470666204,0.162873654694716,0.08500828527167764,0.14753459250682657,0.06824782029241573
frc_lora_r32_lr3e4_c256_s46,frc,46.0,frc_lora_r32_lr3e4_c256,lora,0.7621,-0.11798803837334136,22.66,30.29,77.81,cs,29.8,15.51,34.08,37.97,34.07,57.4887,17.7444,0.00030000000000000003,,,32.0,False,False,True,70.34,80.47,78.92,87.39,82.24,80.98,64.93,77.2,2.4444308105325567,1.8100692116929957,0.634361598839561,592.2331711483135,57.488101959228516,17.746307069063185,7.341343577997672,21.39064476835021,0.0693359294155408,0.046217988309623745,0.07033312387817958,0.05004131054386317,0.06570666647252604
frc_lorawd_wd0p2_lr1e4_c256_s42,frc,42.0,frc_lorawd_wd0p2_lr1e4_c256,lorawd,0.254,-0.595166283380062,27.42,35.12,35.41,cs,34.63,20.22,45.9,40.36,34.49,18.059,6.2778,0.0001,0.2,,,False,False,True,51.93,0.54,22.98,53.87,76.16,26.09,21.5,30.2,1.985747811139539,1.8520239240816387,0.13372388705790028,141.0965906143857,18.095829010009766,6.279496379196644,3.0693731560632687,10.5964428470115,0.07111872578868017,0.04988724107460875,0.0895671727071807,0.050215765345344804,0.07163050343880682
qwsw_milora_r32_lr1e4_s43,qwsw,43.0,qwsw_milora_r32_lr1e4,milora,0.182,-0.7399286120149252,38.47,48.31,87.45,cs,45.43,31.51,69.78,45.48,49.34,9.8242,2.959,0.0001,,,32.0,False,False,True,73.64,89.83,80.35,94.99,84.45,94.7,89.25,92.4,,,,100.38359069306972,9.82607364654541,2.959487840959004,8.133888918264288,24.959880129992943,0.060831231620780045,0.378987738523124,0.062045641904099,0.23323954718808024,0.051033920965957845
frc_lorawd_wd0p3_lr2e4_c256_s45,frc,45.0,frc_lorawd_wd0p3_lr2e4_c256,lorawd,0.3026,-0.5191310763128321,26.98,35.08,66.07,cs,33.97,20.0,47.24,41.13,33.05,22.3628,6.9962,0.0002,0.3,,,False,False,True,72.51,77.26,14.59,84.9,83.5,73.99,56.83,65.0,1.9751387587042377,1.8100692116929957,0.165069547011242,195.95262312606025,22.383968353271484,7.000087954103947,4.884930284203944,15.633964154755237,0.0710694810233411,0.04830951763570121,0.08598287275997332,0.04840756182066794,0.07106743212265143
qwsw_clora_k1024_lr5e4_s44,qwsw,44.0,qwsw_clora_k1024_lr5e4,clora,0.4314,-0.3651198592334738,32.98,40.97,85.01,cs,40.25,25.72,59.65,37.97,41.28,32.3533,8.5867,0.0005,,1024.0,,False,False,True,71.47,88.47,78.61,93.48,84.14,92.85,83.28,87.8,2.6208615978145984,1.9346918347336524,0.686169763080946,532.5069090615821,32.42694854736328,8.589346876627367,15.679290708845814,28.554916720838797,0.050856986899412336,0.0437743964627634,0.05519511610034935,0.04486624686713821,0.04323566229782955
uioW4_k1024_v128_dE0_lr5e3,other,,uioW4_k1024_v128_dE0_lr5e3,k1024,0.9236,-0.03451607575486128,20.4,,53.13,,31.77,9.04,,,,23.1389,4.0296,0.005,,1024.0,,False,False,False,62.05,62.35,66.53,21.45,46.65,66.41,46.42,53.2,,,,,,,,,,,,,
lrsw_clora_k1024_lr3e4_s45,lrsw,45.0,lrsw_clora_k1024_lr3e4,clora,0.4436,-0.35300846252287754,23.92,32.81,67.63,cs,30.93,16.91,44.35,37.2,34.67,21.1211,9.8991,0.00030000000000000003,,1024.0,,False,True,True,66.21,75.03,78.25,83.62,17.52,80.09,63.74,76.6,2.2205557708582173,1.8100692116929957,0.4104865591652216,370.6495134832993,21.131040573120117,9.901251983642577,7.525766918545777,22.07674961797061,0.058826590785657606,0.04723485706468911,0.06385547380510437,0.04888818818154736,0.05672789609725802
frm_lorawd_wd0p2_lr2e4_c256_s42,frm,42.0,frm_lorawd_wd0p2_lr2e4_c256,lorawd,0.3579,-0.44623830160999567,24.49,32.21,64.9,math_faithful,32.22,16.76,31.56,40.19,40.34,35.7076,5.8996,0.0002,0.2,,,False,False,True,,,,,,,,,2.167781265756797,1.8520239240816387,0.31575734167515845,261.6757187969153,35.707801818847656,5.900209876894951,13.457507011392021,40.098112166144375,0.07282774357083492,0.04791670996686008,0.08156111348673296,0.04939796524941281,0.07142012898819504
grid_k410_v410_dE0_lr1e2,grid,,grid_k410_v410_dE0_lr1e2,k410,0.1707,-0.7677664788852664,26.34,,69.43,,35.59,17.08,,,,8.1936,1.9936,0.01,,410.0,,False,False,False,68.65,77.69,76.2,43.82,78.93,77.19,60.75,72.2,,,,,,,,,,,,,
lrsw_lorawd_wd0p3_lr1e4_s45,lrsw,45.0,lrsw_lorawd_wd0p3_lr1e4,lorawd,0.2349,-0.6291169832223942,27.34,35.54,74.86,cs,34.93,19.76,46.21,40.96,35.86,17.7221,5.5666,0.0001,0.3,,,False,False,True,71.77,83.19,73.59,85.57,83.58,68.81,61.01,71.4,1.9634835512031703,1.8520239240816387,0.11145962712153157,125.41180602822732,17.749942779541016,5.567833991348744,3.0837678572055984,10.20399229575253,0.07226027254416027,0.05033963030883366,0.0919184933901606,0.05047806780308378,0.07258473533980057
mtx_sclora_b0p7_s44,mtx,44.0,mtx_sclora_b0p7,sclora,1.3002,0.11401016170346161,10.3,23.45,76.79,cs,20.44,0.15,23.17,37.63,35.85,26.7304,11.6977,,,,,False,False,False,70.12,80.96,77.99,82.31,81.69,79.12,64.16,78.0,3.8418097527288024,1.8520239240816387,1.9897858286471637,539.599609980414,26.729257583618164,11.698843759298324,13.57811510613245,33.97510979283307,0.10539989428395825,0.04135511236027462,0.43422013432256235,0.020234494656234357,0.18240531002102098
frm_lorawd_wd0p2_lr3e4_c256_s44,frm,44.0,frm_lorawd_wd0p2_lr3e4_c256,lorawd,0.4583,-0.3388501427552134,24.92,33.17,64.14,math_faithful,34.16,15.67,31.44,38.91,45.68,48.7096,6.2965,0.00030000000000000003,0.2,,,False,False,True,,,,,,,,,2.2084451300298134,1.8100692116929957,0.3983759183368176,309.7249331087584,48.70999526977539,6.296962161362171,17.818423655725244,45.56169941559957,0.07572583050776448,0.04673582758226458,0.08472642358616952,0.04866758774692327,0.0742903316078367
frc_lorawd_wd0p5_lr1e3_c256_s42,frc,42.0,frc_lorawd_wd0p5_lr1e3_c256,lorawd,0.3146,-0.502241281712732,26.34,34.16,81.58,cs,34.39,18.29,44.52,37.97,35.61,29.465,5.0967,0.001,0.5,,,False,False,True,72.66,83.03,80.71,92.42,83.98,85.4,72.01,82.4,1.9545612006523274,1.8520239240816387,0.10253727657068867,179.58430263610586,29.46469497680664,5.097362641990185,8.379215537805852,21.055765255845976,0.07710972493199943,0.04553826395433831,0.08850571367115816,0.04792469747985711,0.07588086287331448
lrswm_lora_r16_lr2e4_s44,lrswm,44.0,lrswm_lora_r16_lr2e4,lora,0.3765,-0.4242350194632806,24.3,33.26,46.32,gsm8k,31.85,16.76,31.15,43.0,43.52,28.3849,9.9894,0.0002,,,16.0,False,False,True,,,,,,,,,2.0960288423871924,1.8100692116929957,0.2859596306941967,242.2145592357421,28.449485778808594,9.99551155269146,3.5411991309790136,9.517961262464304,0.06712136232033573,0.04937705462992974,0.07928272991033795,0.0496619204575227,0.06662040282769548
uioW2_k2048_v256_dE1,other,,uioW2_k2048_v256_dE1,k2048,0.7403,-0.13059225061779814,24.51,,53.46,,31.83,17.19,,,,9.4639,4.226,,,2048.0,,False,False,False,67.58,58.38,57.06,22.77,73.4,54.5,40.19,53.8,,,,,,,,,,,,,
frm_lorawd_wd0p2_lr3e4_c256_s42,frm,42.0,frm_lorawd_wd0p2_lr3e4_c256,lorawd,0.4215,-0.3752024210392389,23.78,33.42,64.97,math_faithful,31.45,16.11,36.41,38.31,44.8,51.1897,6.2901,0.00030000000000000003,0.2,,,False,False,True,,,,,,,,,2.249888817779646,1.8520239240816387,0.39786489369800737,309.93152525554325,51.189056396484375,6.290527057647705,17.988117251835746,45.59066670162063,0.07596460286846339,0.0466739270566317,0.08402798306077573,0.04869233342982498,0.07398404381105306
frc_lorawd_wd0p3_lr5e4_c256_s43,frc,43.0,frc_lorawd_wd0p3_lr5e4_c256,lorawd,0.3889,-0.41016205685254026,26.67,33.94,82.02,cs,33.94,19.4,43.77,37.97,34.61,34.0947,6.7163,0.0005,0.3,,,False,False,True,72.42,84.6,80.6,91.28,84.45,86.91,73.29,82.6,2.0639299320661184,1.8100692116929957,0.2538607203731227,266.50300340972836,34.09463119506836,6.716753767430783,10.680237981725917,23.758715237148564,0.07486419107753817,0.04642146440966353,0.08312778039124719,0.04781261501550877,0.07238950592625158
frc_milora_a1r_lr2e4_c256_s44,frc,44.0,frc_milora_a1r_lr2e4_c256,milora,0.402,-0.3957739469155299,26.52,34.87,22.28,cs,33.6,19.45,46.94,39.42,34.92,26.3707,11.5635,0.0002,,,,False,False,True,62.17,0.16,2.15,12.77,0.55,44.61,37.2,18.6,2.0798272280296555,1.8100692116929957,0.26975801633665974,270.3118194542118,26.37084197998047,11.566428723931313,4.599351578986303,13.606412823270135,0.06554823392230191,0.10722576999336147,0.07775624810401653,0.10608735783530379,0.06688004540326692
uioT_k4096_lr1e2,other,,uioT_k4096_lr1e2,k4096,0.7616,-0.11827306462358204,23.62,,50.82,,31.83,15.4,,,,9.0742,4.5784,0.01,,4096.0,,False,False,False,59.45,60.77,29.22,29.02,66.61,56.82,41.04,63.6,,,,,,,,,,,,,
lrswm_lorawd_wd0p3_lr1e3_s42,lrswm,42.0,lrswm_lorawd_wd0p3_lr1e3,lorawd,0.5181,-0.2855864077128788,22.32,31.34,48.98,gsm8k,30.82,13.83,30.07,37.8,44.17,43.9499,8.1399,0.001,0.3,,,False,False,True,,,,,,,,,2.2907579486607186,1.8520239240816387,0.43873402457907984,366.76242657260536,43.94903564453125,8.141169725358486,13.86929765421961,27.073579690889773,0.07705158023428155,0.046095134398202925,0.08620157282161932,0.0480043749445966,0.0754390467213692
frm_milora_lr3e4_c256_s42,frm,42.0,frm_milora_lr3e4_c256,milora,1.2568,0.09926617203191689,19.86,27.21,58.98,math_faithful,30.18,9.54,23.0,28.84,44.5,155.1685,20.0977,0.00030000000000000003,,,,False,False,True,,,,,,,,,3.65936757622886,1.8520239240816387,1.8073436521472215,1114.5816510906839,155.1688690185547,20.098107567429544,23.77539930088811,49.33842240242777,0.07003682287890554,0.0533468813935168,0.06747785542959694,0.08316531584365014,0.06626893845564152
frm_dora_lr3e4_c256_s42,frm,42.0,frm_dora_lr3e4_c256,dora,2.8399,0.45330304771858304,19.18,26.67,58.76,math_faithful,29.26,9.09,23.72,29.01,42.27,672.4734,30.5101,0.00030000000000000003,,,,False,False,True,,,,,,,,,4.05836845922639,1.8520239240816387,2.2063445351447513,1608.7579308985887,672.482666015625,30.51080406010151,19.46785235727992,46.02455137206571,0.11677075671107326,0.04385772967077719,0.10021004426953364,0.0485969744432354,0.10506786677417439
qwsw_lora_r16_lr1e4_s43,qwsw,43.0,qwsw_lora_r16_lr1e4,lora,0.1594,-0.7975116829399065,38.56,48.8,82.61,cs,45.02,32.1,70.7,48.04,48.16,16.239,4.6983,0.0001,,,16.0,False,False,True,72.94,80.03,78.92,94.74,85.48,83.12,77.82,87.8,,,,117.04224534424527,16.26405906677246,4.7003943417753495,3.122099797305844,8.603481909062632,0.11617885776081155,0.09162351286922119,0.07940766035959818,0.047914539266045005,0.07396420164293852
qwsw_lora_null_r16_lr1e3_s42,qwsw,42.0,qwsw_lora_null_r16_lr1e3,lora_null,0.6868,-0.1631697135111211,12.2,29.83,82.0,cs,13.93,10.46,50.55,37.12,37.07,85.0712,16.616,0.001,,,16.0,False,False,True,68.93,85.36,79.84,87.74,81.53,89.35,77.22,86.0,,,,749.250222790027,85.0691146850586,16.61637647492545,11.081476070467772,15.948971404403412,0.1211803111193484,0.09211525781929816,0.06298639946134413,0.05044575064600015,0.07410009491612599
qwsw_lorawd_wd0p3_lr15e5_s42,qwsw,42.0,qwsw_lorawd_wd0p3_lr15e5,lorawd,0.1662,-0.7793689805519078,41.03,49.6,85.55,cs,46.23,35.83,70.84,48.12,47.0,13.244,4.1498,0.00015000000000000001,0.3,,,False,False,True,73.67,85.75,79.94,95.02,85.95,90.7,85.58,87.8,2.0840315022956917,1.9346918347336524,0.1493396675620393,134.721229188934,13.252882957458496,4.151758067948478,5.466366772650895,17.396090869790317,0.1155877011588892,0.0920812013763374,0.07842686337056085,0.045523770851548635,0.07361371995980256
frc_lorawd_wd0p2_lr2e4_c256_s44,frc,44.0,frc_lorawd_wd0p2_lr2e4_c256,lorawd,0.3465,-0.4602967610521745,26.35,33.79,59.4,cs,33.87,18.83,42.36,38.91,34.98,24.4701,8.5149,0.0002,0.2,,,False,False,True,68.1,47.23,60.7,22.02,83.43,75.04,63.65,55.0,2.025586420855972,1.8100692116929957,0.21551720916297623,240.33202153855882,24.494028091430664,8.51950381398201,4.952560041280972,16.213504612215434,0.07027910740369829,0.04805701217486662,0.08216455390340432,0.048782087530992654,0.06963936676816333
qwsw_lorawd_wd0p3_lr2e5_s44,qwsw,44.0,qwsw_lorawd_wd0p3_lr2e5,lorawd,0.1002,-0.9991322784687731,38.56,50.64,85.15,cs,45.86,31.26,72.03,55.12,48.91,5.8394,1.3352,2e-05,0.3,,,False,False,True,66.36,89.39,79.58,93.37,84.53,92.59,86.18,89.2,1.9850510834718023,1.9346918347336524,0.0503592487381499,27.938093574359797,5.841203689575195,1.3362054229847022,1.9457520116416973,5.796604076050679,0.10328873464698726,0.09009194973763066,0.10720793596048248,0.05878798583633993,0.07630662003106001
qwswm_lora_r32_lr1e4_s43,qwswm,43.0,qwswm_lora_r32_lr1e4,lora,0.078,-1.1079053973095196,44.39,54.0,67.4,gsm8k,47.47,41.31,71.82,52.56,56.86,7.5042,1.9584,0.0001,,,32.0,False,False,True,,,,,,,,,2.011828993180994,1.9346918347336524,0.07713715844734148,61.647191210045925,7.509658336639404,1.9590942829847335,6.424128871643538,20.4569543522538,0.1226073926346182,0.103409377252594,0.06825537741838618,0.05136312634712686,0.07472174567489863
frc_milora_lr1e3_c256_s44,frc,44.0,frc_milora_lr1e3_c256,milora,5.4068,0.7329403051216139,4.62,21.08,36.89,cs,9.25,0.0,23.34,25.51,47.31,575.7641,63.9661,0.001,,,,False,False,True,62.11,49.02,33.01,24.88,48.78,25.72,25.0,26.6,6.209710296412203,1.8100692116929957,4.399641084719207,2664.7602420048906,575.7601318359375,63.97059174776077,12.863495427202734,25.90025015087827,0.09323758645380344,0.048767297780189754,0.09409016775072476,0.05317604778905244,0.09423363219584338
mtx_clora_k128_s42,mtx,42.0,mtx_clora_k128,clora,0.6052,-0.2181010806488509,22.66,31.04,78.58,cs,30.5,14.82,37.93,37.12,34.82,30.2479,12.9379,,,128.0,,False,False,False,70.95,83.24,79.27,86.58,81.22,82.41,66.38,78.6,2.4279864919282343,1.8520239240816387,0.5759625678465956,496.78143560643804,30.245624542236328,12.938935655355454,8.86112356046139,24.011665780398545,0.06316387141978463,0.04600078312673583,0.06674574571650956,0.04925801007828418,0.06107030700689987
lrswm_lorawd_wd0p3_lr3e4_s42,lrswm,42.0,lrswm_lorawd_wd0p3_lr3e4,lorawd,0.3592,-0.4446636720047332,24.43,33.53,49.13,gsm8k,31.56,17.3,36.08,40.44,42.27,18.0775,6.9481,0.00030000000000000003,0.3,,,False,False,True,,,,,,,,,2.1280944425220443,1.8520239240816387,0.27607051844040553,224.90938691440346,18.09227752685547,6.949753028154373,6.429593168391686,18.977261803943605,0.06809401076366359,0.04910959350465771,0.08062026739727614,0.04974434722442054,0.06810783475661084
mtx_dora_r32_s43,mtx,43.0,mtx_dora_r32,dora,0.9182,-0.03706271156999801,22.3,30.26,65.89,cs,31.19,13.4,38.82,34.39,33.48,117.5419,18.8875,,,,32.0,False,False,False,66.36,57.07,68.37,66.41,79.95,71.21,57.34,60.4,2.474847682222551,1.8520239240816387,0.6228237581409122,618.4301972048174,117.54271697998047,18.889652210474015,7.202958916573693,20.850606361508078,0.08177972826717748,0.045575481479058294,0.07601052921839105,0.04950712120672298,0.07405491116125479
frm_lorawd_wd0_lr2e4_c256_s42,frm,42.0,frm_lorawd_wd0_lr2e4_c256,lorawd,0.87,-0.060480747381381476,19.24,28.86,61.33,math_faithful,26.75,11.74,25.19,34.22,46.42,87.4629,15.1002,0.0002,0.0,,,False,False,True,,,,,,,,,2.8888924155305666,1.8520239240816387,1.036868491448928,704.1955277881192,87.4616928100586,15.101794350147248,15.066373900562995,44.987628949548245,0.06796526316464449,0.046320832863916236,0.06916716996827282,0.05104540166319202,0.0649695006928482
frc_lorawd_wd0p5_lr3e4_c256_s45,frc,45.0,frc_lorawd_wd0p5_lr3e4_c256,lorawd,0.258,-0.5883802940367698,23.8,30.79,81.62,cs,30.2,17.39,31.56,39.42,35.36,17.167,4.8387,0.00030000000000000003,0.5,,,False,False,True,72.66,84.06,80.96,92.0,83.9,86.74,71.25,81.4,1.982035818140092,1.8100692116929957,0.17196660644709638,153.79428975601235,17.166963577270508,4.839916594326496,6.465744070406424,17.686651563254312,0.07392897860903275,0.04824363321201855,0.0943368119498771,0.0482707700327526,0.07543795043645501
mtx_lorawd_wd0p01_s43,mtx,43.0,mtx_lorawd_wd0p01,lorawd,0.7191,-0.14321071124668375,22.49,30.39,79.07,cs,30.9,14.09,32.37,36.77,37.81,57.2917,16.9788,,0.01,,,False,False,False,70.83,81.99,79.63,88.31,81.85,81.44,66.89,81.6,2.4606136929224505,1.8520239240816387,0.6085897688408117,569.9267577382947,57.29026412963867,16.980284678936005,7.452648185619809,21.509919324177154,0.06901330724703406,0.04626554698580678,0.07080993572933544,0.04979365308178621,0.06566457773860773
qwswm_sclora_r32_lr5e4_s42,qwswm,42.0,qwswm_sclora_r32_lr5e4,sclora,0.5287,-0.2767906895948886,20.92,38.91,55.27,gsm8k,34.08,7.76,55.46,44.54,52.73,22.7019,7.3561,0.0005,,,32.0,False,False,True,,,,,,,,,,,,425.0301276926436,22.705202102661133,7.357451100008828,17.73175297666116,37.57799995044241,0.14660118052953072,0.09478525371763256,0.2113055469006819,0.03584703678189583,0.136152547930676
qwsw_lora_null_r16_lr5e5_s43,qwsw,43.0,qwsw_lora_null_r16_lr5e5,lora_null,0.1077,-0.9677842967020184,39.73,51.52,85.55,cs,46.35,33.11,71.81,55.29,51.05,5.8698,1.663,5e-05,,,16.0,False,False,True,62.17,89.45,79.63,93.26,84.14,95.41,89.33,91.0,1.9938321530776943,1.9346918347336524,0.05914031834404199,48.5778214568228,5.8775763511657715,1.6632826998829842,5.167038284196114,14.338629107341351,0.20247648776871657,0.07534756093663737,0.0982935769434263,0.11553145202057741,0.11784213291909491
frc_lora_null_lr2e4_c256_s45,frc,45.0,frc_lora_null_lr2e4_c256,lora_null,0.539,-0.26841123481326123,22.9,31.19,80.56,cs,32.93,12.88,40.02,38.14,31.96,33.6749,10.7027,0.0002,,,,False,False,True,73.0,84.0,79.63,88.61,83.58,84.3,70.14,81.2,2.3836648286749424,1.8520239240816387,0.5316409045933037,440.29224247580294,33.67414474487305,10.703375166654586,10.947167513812847,30.309700982637494,0.10253353189422298,0.041818076156600464,0.11464706993264637,0.06337919661795012,0.09559971927030687
lrsw_milora_r32_lr5e5_s43,lrsw,43.0,lrsw_milora_r32_lr5e5,milora,0.197,-0.7055337738384071,27.3,36.63,35.55,cs,34.74,19.86,47.27,44.71,36.57,6.2613,3.0122,5e-05,,,32.0,False,False,True,60.24,57.29,31.78,11.58,39.38,27.65,24.49,32.0,1.8817642131388648,1.8100692116929957,0.07169500144586904,56.500056659917824,6.263542652130127,3.012921514362097,2.979143946333435,10.170739677804388,0.05909848871315177,0.22099044881963392,0.09876897132094849,0.19329899235075623,0.06949313227860753
qwsw_clora_k1024_lr1e3_s44,qwsw,44.0,qwsw_clora_k1024_lr1e3,clora,0.6944,-0.1583902878315645,6.32,26.0,79.4,cs,12.36,0.27,44.08,37.88,35.39,84.6551,12.8655,0.001,,1024.0,,False,False,True,67.86,83.9,77.23,82.07,81.22,85.52,73.21,84.2,2.950490460527875,1.9346918347336524,1.0157986257942224,793.8438801801422,84.65424346923828,12.86822946455442,17.61768240694376,29.569178217304966,0.05997894756962035,0.044534822151070644,0.060083677844016636,0.047103938010883,0.052001628782933934
qwsw_clora_k1024_lr1e3_s42,qwsw,42.0,qwsw_clora_k1024_lr1e3,clora,0.6845,-0.1646265475299912,7.9,27.34,79.72,cs,13.1,2.69,47.04,35.92,37.97,76.043,12.6303,0.001,,1024.0,,False,False,True,67.03,84.22,77.99,86.97,80.58,86.24,72.53,82.2,,,,793.6681191168706,76.04100799560547,12.632939346678489,17.904760869132453,29.74588499727545,0.058592909349818194,0.04462110838548967,0.05974346139972601,0.04702002707320253,0.051143557774033024
qwswm_lora_r32_lr5e5_s43,qwswm,43.0,qwswm_lora_r32_lr5e5,lora,0.0523,-1.2814983111327258,43.61,53.87,63.91,gsm8k,46.8,40.43,72.13,52.99,56.99,3.8851,1.1291,5e-05,,,32.0,False,False,True,,,,,,,,,1.973067211730089,1.9346918347336524,0.03837537699643656,31.38459025902139,3.8902556896209717,1.129522368311882,5.097951941304602,18.286208472763235,0.12654631605351532,0.10527323840236993,0.07256255237084884,0.05333260901700662,0.07713743357756815
qwswm_lora_r16_lr1e4_s42,qwswm,42.0,qwswm_lora_r16_lr1e4,lora,0.0718,-1.1438755557576996,42.8,53.2,63.0,gsm8k,44.34,41.26,72.13,50.6,57.66,5.8698,1.9295,0.0001,,,16.0,False,False,True,,,,,,,,,,,,50.01707799014478,5.880180358886719,1.930659160869462,3.9983358193341143,10.481685750361692,0.12262282124115838,0.10332612545642268,0.07173736363987158,0.05035888208358278,0.07557603925819463
